0,0.60128,0.98057
0,0.59698,0.97281
0,0.59267,0.96506
0,0.58836,0.95733
0,0.58407,0.94961
0,0.57979,0.9419
0,0.5755,0.9342
0,0.57122,0.92652
0,0.56695,0.91884
0,0.56269,0.91118
0,0.55842,0.90353
0,0.55417,0.8959
0,0.54993,0.88827
0,0.54569,0.88065
0,0.54144,0.87305
0,0.53723,0.86546
0,0.533,0.85789
0,0.52879,0.85032
0,0.52457,0.84277
0,0.52036,0.83523
0,0.51616,0.8277
0,0.51197,0.82019
0,0.50779,0.81269
0,0.50361,0.8052
0,0.49943,0.79773
0,0.49527,0.79027
0,0.49112,0.78282
0,0.48696,0.77538
0,0.48281,0.76795
0,0.47867,0.76055
0,0.47454,0.75315
0,0.47042,0.74577
0,0.46629,0.7384
0,0.46218,0.73104
0,0.45807,0.7237
0,0.45397,0.71638
0,0.44988,0.70906
0,0.44578,0.70175
0,0.44172,0.69446
0,0.43765,0.68719
0,0.43357,0.67993
0,0.42951,0.67269
0,0.42546,0.66546
0,0.42141,0.65824
0,0.41738,0.65104
0,0.41335,0.64385
0,0.40933,0.63668
0,0.40531,0.62952
0,0.4013,0.62237
0.0092206,0.39729,0.61524
0.020211,0.3933,0.60814
0.030682,0.38932,0.60103
0.04102,0.38533,0.59395
0.05002,0.38137,0.58688
0.057771,0.3774,0.57983
0.064746,0.37344,0.57279
0.070946,0.36949,0.56576
0.076471,0.36555,0.55875
0.081647,0.36162,0.55177
0.086243,0.3577,0.54479
0.090585,0.35376,0.53783
0.094584,0.34986,0.53088
0.098252,0.34594,0.52396
0.10164,0.34206,0.51705
0.10479,0.33816,0.51015
0.10779,0.3343,0.50326
0.1106,0.33042,0.4964
0.1132,0.32655,0.48956
0.11558,0.32271,0.48273
0.11783,0.31885,0.47592
0.11991,0.31501,0.46913
0.12186,0.31119,0.46234
0.12369,0.30735,0.45559
0.12543,0.30354,0.44885
0.12698,0.29974,0.44213
0.12848,0.29594,0.43542
0.12987,0.29216,0.42872
0.13111,0.28837,0.42204
0.13226,0.2846,0.41539
0.13332,0.28083,0.40876
0.13431,0.27709,0.40213
0.13518,0.27335,0.39555
0.13593,0.26962,0.38897
0.13666,0.26589,0.3824
0.13732,0.26217,0.37586
0.13789,0.25845,0.36934
0.13836,0.25477,0.36283
0.13875,0.25108,0.35636
0.13907,0.24739,0.34989
0.13933,0.2437,0.34344
0.13953,0.24005,0.33702
0.13967,0.23642,0.33061
0.13974,0.23276,0.32422
0.13975,0.22913,0.31786
0.1397,0.22551,0.31151
0.13959,0.22189,0.30521
0.13942,0.2183,0.2989
0.1392,0.21469,0.29261
0.13894,0.21112,0.28635
0.13862,0.20755,0.28012
0.13824,0.204,0.27392
0.13781,0.20041,0.2677
0.1373,0.19691,0.26155
0.13673,0.19337,0.25541
0.13611,0.18984,0.24927
0.13549,0.18634,0.24316
0.13483,0.18282,0.23711
0.13408,0.17935,0.23104
0.13329,0.17586,0.22499
0.13248,0.17242,0.21901
0.13163,0.16903,0.21302
0.13077,0.16558,0.20712
0.12988,0.16225,0.20119
0.12893,0.15892,0.19537
