LFC,IP,VPVS
4.0,5833.929966700052,2.6318017552916877
4.0,5704.197098799987,2.6049784686482518
4.0,5660.726887999928,2.6923750136746527
4.0,5514.157239000005,2.4974130794701983
4.0,5385.693042000095,2.44033474532493
4.0,5307.467733400003,2.5061001712328768
4.0,5459.715171999994,2.314263847699225
4.0,5551.740358250051,2.2362312243969047
4.0,5554.275608499993,2.445523733226517
4.0,5588.686859599999,2.518024032042724
4.0,5539.7125584000205,2.4855887162714634
4.0,5460.611845000012,2.4317305741529727
4.0,5522.861529600021,2.473994910941476
4.0,5618.451230000016,2.5938155136268346
4.0,5748.52348399995,2.5638341126245177
4.0,5885.165794799983,2.61211628379752
4.0,5927.137020000057,2.4572246065808296
4.0,5935.170018700002,2.368968692449356
4.0,5950.528217999998,2.4316295737457563
4.0,5811.864937600006,2.278581765557164
4.0,5757.733963699998,2.254793777134588
4.0,5748.056233199994,2.2505888747961587
4.0,5719.507526249938,2.1811231215396787
4.0,5701.410555599999,2.3211060422679446
4.0,5636.467494299997,2.3974708171206225
4.0,5786.5401278999925,2.510471464019851
4.0,5795.377039499984,2.518938264240978
4.0,5852.397671999999,2.529137297726596
4.0,5791.473204000003,2.386546660350545
4.0,5741.366866200014,2.3992505044681463
4.0,5623.166815249987,2.3887590103253458
4.0,5660.386368000043,2.411065653613872
4.0,5493.699329999995,2.3577864838393734
4.0,5576.72698559997,2.349529479546764
4.0,5926.394203649979,2.4351358924068363
4.0,5910.473121299909,2.501018922852984
4.0,6001.697848799998,2.519359534206696
4.0,6041.145074399965,2.4250347705146043
4.0,5930.103006500012,2.652106407204223
4.0,5574.3336823999325,2.5580063626723217
4.0,5354.183928000052,2.479559415378098
4.0,5352.842462000053,2.5063640220619434
4.0,5352.902139600011,2.5492594977462977
4.0,5397.111091499998,2.517074198988196
4.0,5712.745838399997,2.4875381735789577
4.0,5966.920506200026,2.5913447287817406
4.0,6025.607000000183,2.59200633161852
4.0,5967.4591999999975,2.6853030144988
4.0,5641.630149999985,2.6742041712403952
4.0,5536.42196160009,2.667072226523614
4.0,5592.003353800027,2.7331036016007118
4.0,5692.526930249986,2.6494125119085425
4.0,5652.277644999983,2.6154740513687766
4.0,5910.426303599994,2.4812181765779617
4.0,5988.507202399929,2.4894631448459994
4.0,6027.692929500021,2.42353816119736
4.0,5979.605232149997,2.3671617161716165
4.0,5855.1738760000035,2.325701149425288
4.0,5762.56336239999,2.3111172822364163
4.0,5782.844295900028,2.288130968622101
4.0,5679.9340611999705,2.484061748195669
4.0,5586.551924399981,2.4811349537272456
4.0,5423.721696000003,2.411615392425627
4.0,5390.80844400001,2.4966273187183807
4.0,5345.480773399999,2.399553344838087
4.0,5520.629094299998,2.561497326203208
4.0,5686.49447280006,2.34513356996077
4.0,5974.7790779998995,2.4554243748256948
4.0,5882.054297999973,2.3480249846045567
4.0,6165.860776800053,2.4609104623302867
4.0,6159.446300799952,2.27688238697413
4.0,5990.3408480000635,2.1589275619801342
4.0,5989.892831099979,2.263131524008351
4.0,5987.332715000152,2.2869311064718163
4.0,6004.849892950008,2.3670670414856465
4.0,6045.924888000028,2.3799813068230096
4.0,5884.3260352000025,2.3228668941979524
4.0,5956.732065199929,2.5944517833553493
4.0,6025.232038000069,2.605019815059445
4.0,6086.683209600003,2.23984432011676
4.0,5946.52096319998,1.9870149033495648
2.0,5991.213087999976,2.004547788454486
2.0,5952.070898499962,2.007557414337075
2.0,5848.7465,2.1538277892726407
2.0,5823.399593599994,2.144755689957027
2.0,5739.567776800009,2.0046711368944474
2.0,5774.337708700003,2.047273560409348
2.0,5639.518074299996,1.8754638880959176
2.0,5629.160534400011,1.8784285714285716
2.0,5559.5068074000155,1.8636428571428567
2.0,5573.906517700002,2.064452663886047
2.0,5492.072404200009,2.16459186231097
2.0,5394.422599999977,2.1296990914395257
2.0,5343.240528799989,2.059383388920524
2.0,5186.316,1.9938176197836168
2.0,4673.628811199998,2.1164750957854404
2.0,4642.739024000068,2.1578069831306395
2.0,4709.5936,2.306677658697444
2.0,4881.974220399982,2.5033397974574445
2.0,5062.217546900012,2.2491873316615583
2.0,5226.941120850025,2.336433820109757
2.0,5352.003448999988,2.3431399255425407
2.0,5318.234927999998,2.2452797202797203
2.0,5343.091483400023,2.1605992133232905
2.0,5422.194296400036,2.1603066155640733
2.0,5515.958707999917,2.136650545126649
2.0,5669.405020800021,2.145011886220181
2.0,5749.090777800021,2.1641312392073018
2.0,5672.9980912500805,1.9886967076316189
2.0,5620.496709600073,1.90898525459432
2.0,5559.755462399978,1.937068132847908
2.0,5574.26330100031,1.984094052558784
2.0,5586.495551000008,1.9552020900568616
2.0,5493.832500000081,2.1254546992640218
2.0,5416.666342399843,2.148443464246331
2.0,5396.931173199871,2.1500795178705947
2.0,5334.189923000043,2.154168763630264
2.0,5230.573901999987,2.065838915209933
2.0,5195.291081999995,2.0508903773893152
2.0,5276.994560399895,1.9459438736390124
2.0,5328.815850500013,1.901598924088464
2.0,5360.132585000007,1.9425418569254185
2.0,5326.237849999997,1.9287289876017344
2.0,5264.017545600006,1.7666807730286358
2.0,5262.565951700001,1.762519396247708
2.0,5204.944692000005,1.7958768873403022
2.0,5173.300655099987,1.7372690083227535
2.0,5164.593536000006,1.835909631391201
2.0,5063.744980000007,1.84672031582144
2.0,5061.9345337000095,1.9874776386404287
2.0,5020.202496000004,2.3953511277454944
2.0,4912.891305000005,2.346597064906924
2.0,4911.177911999951,2.3373387176204075
2.0,4980.262659499957,3.2347341221270227
2.0,4612.06132750003,2.9776961784305733
2.0,4351.500201400003,2.8096015231878138
2.0,4206.314727199943,1.849907407407408
2.0,4229.516124400032,1.8480260102183
4.0,4357.118026800033,1.7808595480726628
4.0,4404.493930499845,1.832400671516508
4.0,4636.996512000004,2.098472336911644
4.0,4605.5541480000065,2.0919694467382333
4.0,4506.702278399897,2.459219642640088
4.0,4434.639299999949,1.9011142061281328
4.0,4309.45397040004,1.6629056168670728
4.0,4294.143957599865,1.8357129947587203
4.0,4397.304539999937,1.8387854690041567
4.0,4564.105755999999,1.9093548085026688
4.0,4535.424000000027,1.9710932195169275
4.0,4657.704499200091,2.2111749347258485
4.0,4623.701475999883,2.209316517493898
4.0,4745.5033624997195,2.306244914564687
4.0,4779.176163000016,2.2061465721040188
2.0,4996.5573,2.140775004363764
2.0,5256.505895999998,2.0963287849252756
2.0,5337.317117999971,2.1192460156945234
2.0,5367.992590799981,2.113802816901408
2.0,5629.021328000029,2.209175050301812
2.0,6032.782112,2.244585597306191
2.0,7053.829951200039,2.531122788838724
2.0,5721.091808250028,1.9853693693693693
2.0,5853.549407000035,1.979505300353357
2.0,5901.949152000029,1.9691453472026987
2.0,5985.444260399985,1.97947708743323
2.0,6071.991173100005,1.994465073915785
2.0,5973.0104005000085,1.9582400671516509
2.0,5889.916668799999,1.9275118947663024
2.0,6032.2315549999985,1.9885081782289904
2.0,6096.027202200014,2.0107868020304567
2.0,5932.151693700002,1.8654297005827587
2.0,5981.5103216000325,2.0017792327948194
2.0,5922.590021999998,1.902969755029424
2.0,6019.397707600007,1.9105405405405405
2.0,6134.228341249986,1.870969834576711
2.0,6006.2649635000635,1.831657476483944
2.0,6044.753407999976,1.8401535358792531
2.0,6021.671825999988,1.8567373077177
4.0,5976.9015329999975,1.873075378230017
2.0,5945.701916500128,1.8674007340674008
2.0,5971.604953599979,1.8924257590924256
2.0,5970.901991999972,1.93024201749034
2.0,5990.218948499979,1.89445034519384
2.0,6045.360925500025,1.9588741631370408
2.0,6108.001994999998,1.9763374485596708
2.0,6157.307757999999,1.9852537722908088
2.0,6144.866776500008,1.9670980926430517
2.0,6155.001600000001,1.9954573611397888
2.0,6159.2122671000025,1.992240076912512
2.0,6198.695294399991,1.9956182390798305
2.0,6190.471099599929,2.055421686746988
2.0,6253.138119900034,2.0608079376328843
4.0,6227.513333200002,2.065998568360773
4.0,6171.82077600003,2.103425511626201
2.0,6051.903415200044,2.045681604285817
4.0,5937.014100499984,2.042220598977356
4.0,5829.898550400041,2.0163623082542004
4.0,5780.460680800024,2.028296296296296
4.0,5711.616400000024,2.038621734191594
2.0,5989.323725050005,2.154488357843137
4.0,6118.899580800103,2.18093058733791
4.0,6263.724122250013,2.0965321288066443
4.0,6355.835666399524,2.0852396910971884
4.0,6562.4226310500035,2.1084606514845783
4.0,6453.513167499937,1.9933497874674344
4.0,6338.4949134000635,1.9794165757906208
4.0,6250.1660650000085,1.9237164139398768
4.0,6231.9459792,1.9295690343176377
4.0,6251.1309684000025,1.921964745494157
4.0,6282.519750000002,1.919165409093892
4.0,6275.759182400005,1.9028166265530475
4.0,6264.887295999846,1.905708327903037
4.0,6216.721728250009,1.9049077755328163
4.0,6223.8192654000095,1.9092094114579945
2.0,6227.686183000021,1.9084396978379785
4.0,6207.5253,1.9076812352787231
2.0,6207.100432500001,1.9194047540659769
2.0,6217.781685000032,1.926312314295147
2.0,6228.998928599995,1.927830967315946
2.0,6166.576593599984,1.923598192931172
2.0,6193.17659159998,2.009720785935884
2.0,6160.192058999986,2.005460326237213
2.0,6164.8968,2.010404383713672
4.0,6174.9722999999985,2.08441091954023
4.0,6186.094936200003,2.0868534482758623
4.0,6198.58655360001,1.9620559741657704
2.0,6189.370846399999,2.0082621867254202
4.0,6147.920931099994,2.085870582307637
4.0,6126.142066000006,2.006181843439605
4.0,6088.512103600003,1.993193026324929
4.0,6064.2809583999915,2.0832179552575965
4.0,6070.924180749982,2.013309859154929
4.0,6121.656710799986,2.0237627926538626
4.0,6131.285804000003,2.088864786695589
4.0,6111.654908800068,2.0812725958062184
4.0,6114.451580799918,2.061053240740741
4.0,6191.514409600167,1.9589842405890847
4.0,6301.834620000024,1.9567548985905807
4.0,6223.158299600059,1.908034982235584
4.0,6281.765480249923,1.9008491007554995
4.0,6240.781871999738,1.9187002741191417
2.0,6173.998996800029,1.932727029557309
2.0,6148.2912380000025,1.930836886993604
2.0,6224.605317199997,1.978549747048904
2.0,6145.892650500007,1.9043021346469624
2.0,6132.451987199997,1.929425118515056
2.0,6131.44084800001,1.9222808306069303
2.0,6151.127718750014,2.058235083958557
4.0,6135.592084600003,2.018556266254305
4.0,6115.885070400013,2.074915033624991
4.0,6156.846088000006,2.063899586364285
4.0,6131.919008999929,2.056054771074027
2.0,6280.0529897999195,2.0391595700125644
4.0,6326.549631999917,2.113376538265492
4.0,6434.254229199995,1.9868034188034187
4.0,6435.758771199867,2.0744325055148365
4.0,6280.817812999899,2.0593467586992102
2.0,6233.802637599973,1.8993126022913256
2.0,6248.024373000015,1.8579621487287328
2.0,6230.399414400071,1.9215154720973289
4.0,6190.498370699976,1.8550339915830365
4.0,6257.637220499934,1.8617675623179024
4.0,6317.7778359999975,1.9987632266043696
4.0,6274.192047999947,2.0070912220309807
2.0,6198.718584000002,1.9820683047019367
2.0,6263.5325592,1.8350903614457832
2.0,5920.045033750006,1.7316139558232932
2.0,5836.858727999984,1.8741813167873147
2.0,5843.586471000009,2.027147638527333
4.0,5736.663153199958,2.069653291780289
4.0,5414.370934000022,2.031005221932115
4.0,5361.076835999981,2.0039980417754566
4.0,5517.813836799993,2.263432165318958
4.0,5488.793604000011,2.325732899022801
4.0,5515.145999999898,2.5282522996057817
4.0,5594.1617088000585,2.2371290668573467
4.0,5964.1162944000525,2.3530877380316784
4.0,6028.858149000016,2.2550273453933527
4.0,5930.673874800415,2.2186231463838952
4.0,5972.2997879999475,2.2372289450174616
4.0,5942.6787936,2.1473954683485164
2.0,6030.350491199971,2.184769913571595
2.0,6090.952042500006,2.1569749694749687
4.0,6115.109947899976,2.1064845907021863
4.0,6166.050467999999,2.119808067176488
4.0,6126.861398399988,2.2347425301970762
4.0,6000.773227200017,2.200890019071837
4.0,5925.583209600049,2.189831865492394
4.0,5900.1730499999485,2.157785577536694
4.0,5906.7259367999795,2.3313635178586947
4.0,6033.508392999955,2.304347826086956
4.0,5816.586863100026,2.2369018585484817
4.0,6166.707275399978,2.2424242424242418
4.0,6336.541904000021,2.2745703650906783
4.0,6308.107956000043,2.149636404528076
4.0,6265.749297599893,2.139925650557621
4.0,6134.916679849988,2.2434418457648544
4.0,6018.563126399862,2.2028286978508214
4.0,6031.197929999994,2.2933740912095177
4.0,6031.645524299992,2.3148719659688046
4.0,5943.147108349997,2.315001269142906
4.0,6231.571465600005,2.336733028720627
4.0,6450.196813200014,2.4055727554179565
1.0,6553.76080579988,2.3229529785421024
1.0,6434.380987499996,2.2977111042375498
1.0,6310.9936574999865,2.2832594666044628
1.0,6279.213128399995,2.2370574290739462
1.0,6333.767941600033,2.2467691366521367
1.0,6492.002383899974,2.288074381435377
1.0,6772.729677999984,2.4096140295936737
1.0,6428.987611199991,2.237744533947066
1.0,6217.760288000006,2.4003904592139893
1.0,5945.257296000057,2.413940636420359
1.0,5966.384877400021,2.411266601301364
4.0,6140.596487199796,2.0146011913409847
4.0,6278.262616000071,1.8830854142828293
4.0,6584.7267220000085,2.00515818431912
4.0,6729.0597010001575,2.123333333333333
4.0,6634.18304380013,2.1290414268457334
4.0,6515.6972976000025,2.0941824343405817
4.0,6494.063589600248,2.123729783884357
4.0,6436.1665881000035,2.2057973163318256
4.0,6495.436009800022,2.184421451471874
1.0,6493.467180000023,2.17698921597202
1.0,6515.9787,2.1804472936548405
1.0,6488.585656000002,2.15716041350394
1.0,6457.011890099994,2.139814348420522
1.0,6549.108543999996,2.1073975667738782
1.0,6586.331969999991,2.1154384002237454
1.0,6613.406623850007,2.1109251899881483
1.0,6645.4381424999365,2.2217237829092515
4.0,6621.591958749971,2.183751563764809
4.0,6846.6851910000805,2.2997269003186163
4.0,6837.892063999962,2.2724444107156407
4.0,6783.579591300053,2.245882977916066
4.0,6629.1333968998315,2.267160109076744
4.0,6524.7279389999985,2.4001162887282996
4.0,6418.384703999965,2.3787219805955173
4.0,6484.593546750005,2.350311679790026
4.0,6370.7203189999755,2.309629265091864
4.0,6265.653301599998,2.2630425963488845
4.0,6264.253367999952,2.2686736262846967
4.0,6225.461261250054,2.244091344618333
4.0,6192.786873599986,2.130790190735695
4.0,6239.4000080000205,2.2032766519139684
4.0,6259.194182399998,2.200791986955509
4.0,6293.583857600024,2.2991211803595903
4.0,6252.954675000029,2.3433289516924094
4.0,6194.2982810000085,2.410531654128983
4.0,6078.667727999988,2.3288918314988
4.0,5984.453627200002,2.29603575271042
4.0,5957.774780000077,2.3225591469510167
4.0,5864.368242599995,2.397061380629456
4.0,5705.897881499986,2.414594594594595
4.0,5699.5636319999485,2.4128307357738312
4.0,5717.390799100002,2.4086625588981514
4.0,5702.527410599823,2.3719178696314893
4.0,5741.692192599946,2.3721518987341765
4.0,5818.027024000093,2.4124805563180525
4.0,6133.7183904000185,2.496996176952485
4.0,6137.0999999999985,2.289023162134945
4.0,6589.917072499979,2.458514917867918
4.0,6536.629304000058,2.396574332076709
4.0,6430.112345999978,2.3791154791154794
4.0,6401.132079599975,2.2168121267799723
4.0,6372.775891600021,2.350250472201692
4.0,6196.469582400062,2.2921901946292187
4.0,5978.551184800002,2.2610223374884972
4.0,5942.0207245998545,2.192660550458716
4.0,5817.452857550072,2.25411865130175
4.0,5792.045974499992,2.3920830271858926
4.0,5879.657433600069,2.413390889052168
4.0,5737.785138000018,2.3708924485125857
4.0,5447.638862499987,2.5364190515549128
4.0,5381.33329125006,2.5830777366472764
4.0,5384.166051199989,2.7255356748398496
4.0,5420.169617999984,2.8366811230312714
4.0,5529.64516400001,2.8918857142857144
4.0,5431.968405500002,2.6862065229168923
4.0,5522.4210915000585,2.6333263510682867
4.0,5561.1099784000135,2.554773161653757
4.0,5509.651094999997,2.479984185035089
4.0,5717.060426000007,2.5711179203321146
4.0,5722.868814000059,2.5509163971380966
4.0,5689.98,2.5988472039640005
4.0,5752.927987200013,2.67627083762091
4.0,5878.417439799996,2.746000619258953
4.0,5936.150675099994,2.7630302404788933
4.0,5786.722149000005,2.687596979414503
4.0,5726.299341600022,2.5317936117936117
4.0,5633.167483250012,2.6142402790602235
4.0,5571.065992199952,2.586097461097461
