DEPTH,VP,RHO,GR,VSH,RHOm,RHOf,PHIE,IP
1384.875,2319.08,1.7212,27.7289,0.219530935239,2.68512494964,1.09,0.604294321806,3991.600496
1385.0,2278.21,1.7057,28.4081,0.229703640576,2.68675258249,1.09,0.61440488229,3885.942797
1385.125,2282.58,1.7189,28.6905,0.233933281312,2.68742932501,1.09,0.606304961256,3923.526762
1385.25,2196.54,1.7381,28.9517,0.237845399442,2.68805526391,1.09,0.594444563567,3817.806174
1385.375,2165.63,1.7328,28.6579,0.233445015419,2.68735120247,1.09,0.597583800602,3752.603664
1385.5,2206.24,1.7127,28.1018,0.225116038037,2.68601856609,1.09,0.6098416314,3778.627248
1385.625,2159.52,1.7095,28.5768,0.232230341681,2.68715685467,1.09,0.612123256279,3691.69944
1385.75,2151.71,1.7212,27.6156,0.217833986601,2.68485343786,1.09,0.604226955896,3703.523252
1385.875,2163.01,1.7354,28.419,0.229866895123,2.68677870322,1.09,0.595811242536,3753.687554
1386.0,2267.96,1.747,29.1963,0.241508891382,2.68864142262,1.09,0.589026037545,3962.12612
1386.125,2383.41,1.7602,29.8762,0.251692080956,2.69027073295,1.09,0.58119586505,4195.278282
1386.25,2387.04,1.7137,30.4711,0.260602184615,2.69169634954,1.09,0.610600348699,4090.670448
1386.375,2379.4,1.6542,28.8947,0.236991683005,2.68791866928,1.09,0.646915696746,3936.00348
1386.5,2304.55,1.6151,26.4048,0.199699252174,2.68195188035,1.09,0.670153346667,3722.078705
1386.625,2214.69,1.6117,25.8625,0.191576964035,2.68065231425,1.09,0.672021349149,3569.415873
1386.75,2165.45,1.6399,25.2866,0.182951432521,2.6792722292,1.09,0.653992569746,3551.121455
1386.875,2188.31,1.6599,24.4286,0.170100753517,2.67721612056,1.09,0.640943666954,3632.375769
1387.0,2290.22,1.6559,24.8498,0.176409268665,2.67822548299,1.09,0.643690391533,3792.375298
1387.125,2300.86,1.6687,23.6707,0.158749320397,2.67539989126,1.09,0.634981683051,3839.445082
1387.25,2259.81,1.6935,25.4374,0.18521003671,2.67963360587,1.09,0.620352766971,3826.988235
1387.375,2296.15,1.7243,27.4538,0.215410630118,2.68446570082,1.09,0.602186488129,3959.251445
1387.5,2332.78,1.7564,29.2088,0.241696109899,2.68867137758,1.09,0.583153855543,4097.294792
1387.625,2296.37,1.7661,30.2917,0.25791522446,2.69126643591,1.09,0.577771703174,4055.619057
1387.75,2298.15,1.7426,28.9076,0.237184892514,2.6879495828,1.09,0.591601633103,4004.75619
1387.875,2349.04,1.7245,28.6244,0.232943269794,2.68727092317,1.09,0.602759938344,4050.91948
1388.0,2340.59,1.7136,27.8742,0.22170716328,2.68547314612,1.09,0.609144157948,4010.835024
1388.125,2276.05,1.7086,27.9303,0.222547399984,2.685607584,1.09,0.61231069205,3888.85903
1388.25,2241.96,1.7278,28.2904,0.227940791021,2.68647052656,1.09,0.60049372075,3873.658488
1388.375,2322.45,1.7401,27.5801,0.217302286013,2.68476836576,1.09,0.592354592706,4041.295245
1388.5,2205.3,1.7521,29.1949,0.241487922908,2.68863806767,1.09,0.585834959525,3863.90613
1388.625,2109.76,1.7658,29.4174,0.24482041251,2.689171266,1.09,0.577406113799,3725.414208
1388.75,2156.18,1.769,30.0216,0.253869806746,2.69061916908,1.09,0.575789161396,3814.28242
1388.875,2226.01,1.7419,29.6636,0.24850786842,2.68976125895,1.09,0.592501695891,3877.486819
1389.0,2219.01,1.6826,27.9981,0.22356287322,2.68577005972,1.09,0.628643239424,3733.706226
1389.125,2210.76,1.647,27.7674,0.220107568271,2.68521721092,1.09,0.650831249697,3641.12172
1389.25,2329.3,1.6368,28.7194,0.234366130523,2.68749858088,1.09,0.657714875905,3812.59824
1389.375,2279.92,1.6439,28.987,0.238374104534,2.68813985673,1.09,0.653409557575,3747.960488
1389.5,2168.37,1.6565,29.1363,0.2406102425,2.6884976388,1.09,0.645604731437,3591.904905
1389.625,2075.13,1.6621,29.1397,0.240661165937,2.68850578655,1.09,0.642103266179,3449.073573
1389.75,2040.95,1.678,28.7375,0.234637222935,2.68754195567,1.09,0.631934549253,3424.7141
1389.875,2106.02,1.7101,28.494,0.230990206225,2.686958433,1.09,0.611699348469,3601.504802
1390.0,2158.37,1.7447,30.5594,0.261924696219,2.6919079514,1.09,0.591299862498,3765.708139
1390.125,2224.8,1.7503,33.1001,0.299977983102,2.6979964773,1.09,0.589364772048,3894.06744
1390.25,2328.77,1.7047,37.2544,0.362198933903,2.70795182942,1.09,0.620075215578,3969.854219
1390.375,2431.78,1.6847,42.5951,0.442189168585,2.72075026697,1.09,0.635321230943,4096.819766
1390.5,2394.3,1.7099,45.9695,0.492729181675,2.72883666907,1.09,0.621743879851,4094.01357
1390.625,2345.2,1.8064,47.61,0.517299739841,2.73276795837,1.09,0.563906760935,4236.36928
1390.75,2328.31,1.9445,47.199,0.511143995004,2.7317830392,1.09,0.479529280302,4527.398795
1390.875,2309.8,2.0731,45.5762,0.486838538258,2.72789416612,1.09,0.399778068489,4788.44638
1391.0,2292.6,2.1332,44.5527,0.471509086089,2.72544145377,1.09,0.362129413075,4890.57432
1391.125,2287.31,2.1524,45.3547,0.483521026137,2.72736336418,1.09,0.351151965874,4923.206044
1391.25,2271.59,2.1524,45.4316,0.484672794454,2.72754764711,1.09,0.351224984584,4889.370316
1391.375,2267.19,2.1476,49.6273,0.547513812982,2.73760221008,1.09,0.358097486437,4869.017244
1391.5,2264.96,2.1445,49.2717,0.542187820612,2.7367500513,1.09,0.359647811051,4857.20672
1391.625,2264.9,2.1445,47.3225,0.512993713951,2.73207899423,1.09,0.357826265543,4857.07805
1391.75,2267.55,2.1445,45.2821,0.482433660991,2.72718938576,1.09,0.35590835784,4862.760975
1391.875,2272.26,2.1431,41.8448,0.430951564323,2.71895225029,1.09,0.353510822793,4869.680406
1392.0,2267.07,2.1392,42.5369,0.44131747917,2.72061079667,1.09,0.356560129404,4849.716144
1392.125,2269.03,2.1375,42.8259,0.445645971282,2.72130335541,1.09,0.35787540893,4850.051625
1392.25,2263.03,2.1395,42.9374,0.447315960453,2.72157055367,1.09,0.356754755326,4841.752685
1392.375,2253.03,2.1427,42.9887,0.448084305247,2.72169348884,1.09,0.354842066111,4827.567381
1392.5,2247.66,2.1443,43.31,0.452896570007,2.7224634512,1.09,0.354166245361,4819.657338
1392.625,2249.36,2.1419,44.9504,0.477465630425,2.72639450087,1.09,0.357184346781,4817.904184
1392.75,2251.07,2.1387,45.348,0.483420677012,2.72734730832,1.09,0.359512795685,4814.363409
1392.875,2259.03,2.1349,46.5063,0.500769093668,2.73012305499,1.09,0.362913656495,4822.803147
1393.0,2263.18,2.1311,45.9581,0.492558438388,2.72880935014,1.09,0.364721710973,4823.062898
1393.125,2265.5,2.1327,44.1361,0.465269467356,2.72444311478,1.09,0.362045708062,4831.63185
1393.25,2276.88,2.1313,43.8902,0.46158650469,2.72385384075,1.09,0.362672490018,4852.714344
1393.375,2278.62,2.132,44.0952,0.464656888368,2.72434510214,1.09,0.362435755682,4858.01784
1393.5,2281.87,2.1328,45.3519,0.483479089189,2.72735665427,1.09,0.363119820425,4866.772336
1393.625,2292.1,2.1356,46.8198,0.505464534073,2.73087432545,1.09,0.362778743148,4895.00876
1393.75,2298.16,2.1448,47.4741,0.515264300125,2.73244228802,1.09,0.357785653905,4929.093568
1393.875,2295.63,2.148,47.7901,0.519997184234,2.73319954948,1.09,0.356134195426,4931.01324
