DEPTH,VP,VS,RHO_OLD,GR,NPHI,RHO,SWE,SWX,VPVS,IP,IS,VSH,RHOm,RHOf,PHIE
2017.3676,2461.8,892.7,2.0882,90.2616,0.446,2.2413380000000003,1.0,1.0,2.7577013554385568,5517.725888400001,2000.8424326000006,0.4752774150510358,2.7260443864081663,1.09,0.2962672592718028
2017.52,2495.4,886.7,2.0919,91.1066,0.4496,2.25,1.0,1.0,2.8142551031916088,5614.650000000002,1995.075,0.4848639897622189,2.727578238361956,1.09,0.2916368984236561
2017.6724,2518.7,905.4,2.1092,93.1383,0.4593,2.284896,1.0,1.0,2.7818643693395178,5754.967555199999,2068.7448384,0.5079137457867288,2.7312661993258764,1.09,0.2719669725174478
2017.8248,2400.8,951.1,2.1034,90.3819,0.4729,2.2912400000000046,1.0,1.0,2.5242350962043947,5500.808992000014,2179.198364000005,0.476642225628261,2.726262756100521,1.09,0.2658636300793437
2017.9772,2515.6,942.5,2.1174,90.1941,0.4934,2.2845779999999976,1.0,1.0,2.6690716180371346,5747.084416799994,2153.214764999998,0.4745116235800241,2.7259218597728045,1.09,0.26978297107301924
2018.1296,2365.5,944.9,2.1597,88.8255,0.4663,2.2756960000000084,1.0,1.0,2.5034395174092503,5383.15888800002,2150.3051504000077,0.4589847760655563,2.723437564170489,1.09,0.2741099959935463
2018.282,2331.2,871.6,2.1924,82.3323,0.4518,2.279650000000024,1.0,1.0,2.674621385956861,5314.320080000056,1986.942940000021,0.3853190400718823,2.711651046411501,1.09,0.2663958114585984
2018.4344,2263.7,890.5,2.2275,77.373,0.4116,2.256247999999997,1.0,1.0,2.542055025266704,5107.468597599994,2009.1888439999973,0.3290554898172425,2.7026488783707587,1.09,0.2768121966027444
2018.5868,2255.9,871.8000000000003,2.2236,72.786,0.4675,2.2436219999999985,1.0,1.0,2.5876347786189493,5061.386869799997,1955.9896595999987,0.2770157049649381,2.6943225127943897,1.09,0.2809288713460528
2018.7393,2203.0,857.7,2.1874,77.594,0.4736,2.233607000000001,1.0,1.0,2.5684971435233765,4920.636221000002,1915.7647239000007,0.3315627478186288,2.7030500396509805,1.09,0.291028193863443
2018.8916,2205.6,907.5,2.1641,82.7134,0.4593,2.226588000000004,1.0,1.0,2.430413223140496,4910.962492800008,2020.6286100000034,0.38964264199191995,2.7123428227187074,1.09,0.29941564502666584
2019.0439,2271.2,907.5,2.1605,85.7247,0.4332,2.2192194999999995,1.0,1.0,2.5026997245179063,5040.291328399999,2013.9416962499995,0.4238060176461045,2.717808962823377,1.09,0.3062948258735421
2019.1964,2339.6,884.9,2.1326,87.9105,0.4437,2.2199820000000003,1.0,1.0,2.643914566617697,5193.8698872,1964.4620718000006,0.4486040472362869,2.7217766475578062,1.09,0.3075142963400139
2019.3488,2352.3,845.6,2.0501,87.5561,0.4878,2.2442959999999936,1.0,1.0,2.7818117313150426,5279.2574807999845,1897.7766975999946,0.4445833583870049,2.7211333373419206,1.09,0.29233498355136106
2019.5012,2390.6,851.8,2.045,90.8736,0.4852,2.2545179999999987,1.0,1.0,2.8065273538389293,5389.6507307999955,1920.3984323999987,0.4822205910548749,2.7271552945687803,1.09,0.28869423452786863
2019.6536,2375.3,902.1,2.0692,94.9456,0.4747,2.2584120000000083,1.0,1.0,2.6330783726859552,5364.406023600019,2037.3134652000078,0.5284176706098309,2.7345468272975726,1.09,0.289523423349386
2019.806,2412.1,903.2,2.1407,95.5885,0.4871,2.2648199999999976,1.0,1.0,2.6706155890168293,5462.972321999994,2045.5854239999976,0.5357114089315109,2.735713825429042,1.09,0.2861334808962191
2019.9584,2459.3,897.4,2.1659,97.246,0.4906,2.264335999999998,1.0,1.0,2.7404724760418984,5568.681524799994,2032.0151263999976,0.5545158439419087,2.738722535030705,1.09,0.2877297574038876
2020.1108,2434.9,917.1,2.1502,94.7566,0.5048,2.2711880000000004,1.0,1.0,2.654999454803184,5530.1156612,2082.9065148000004,0.5262734544909983,2.7342037527185594,1.09,0.28160485095171417
2020.2632,2438.2000000000007,869.1999999999997,2.1413,97.7979,0.4914,2.279419999999999,1.0,1.0,2.8051081454210776,5557.681843999999,1981.2718639999994,0.5607771819100767,2.7397243491056122,1.09,0.27901894601674776
2020.4156,2439.5,972.4,2.1626,100.9127,0.4881,2.276,1.0,1.0,2.5087412587412583,5552.302,2213.1824,0.5961147711531458,2.7453783633845035,1.09,0.2835474800001833
2020.568,2352.4,968.9,2.2139,106.6833,0.4793,2.2763400000000003,1.0,1.0,2.4279079368355863,5354.862215999999,2205.545826,0.6615825676364044,2.7558532108218254,1.09,0.2878484176797689
2020.7205,2301.7,970.4,2.2529,106.2234,0.4623,2.2726950000000263,1.0,1.0,2.371908491343776,5231.06208150006,2205.4232280000256,0.6563649750805782,2.7550183960128924,1.09,0.2896805207485116
2020.8728,2439.1,888.8000000000003,2.2225,101.6096,0.487,2.2516319999999923,1.0,1.0,2.74426192619262,5491.955611199981,2001.2505215999934,0.6040211426516352,2.746643382824262,1.09,0.2988038270375181
2021.0251,2444.2,914.0,2.1965,93.3104,0.4951,2.2522830000000296,1.0,1.0,2.67417943107221,5505.030108600072,2058.586662000027,0.5098662304113378,2.7315785968658144,1.09,0.29197237206971416
2021.1776,2492.9,874.4,2.2049,93.6422,0.5003,2.277388,1.0,1.0,2.8509835315645016,5677.3005452000025,1991.3480672000005,0.5136305209310663,2.7321808833489705,1.09,0.2769444511018125
2021.33,2479.8,890.3,2.2343,93.0382,0.4737,2.281299999999993,1.0,1.0,2.7853532517129063,5657.167739999983,2031.0413899999933,0.5067781053978656,2.7310844968636583,1.09,0.27407759790752184
2021.4824,2462.1,890.3,2.2485,101.2866,0.4787,2.2877639999999992,1.0,1.0,2.7654723127035834,5632.703744399998,2036.7962891999994,0.600356688649609,2.7460570701839373,1.09,0.2767374859448752
2021.6348,2338.9,812.8,2.2765,102.6424,0.4844,2.284955999999997,1.0,1.0,2.877583661417323,5344.283588399994,1857.2122367999973,0.6157383194110552,2.7485181311057687,1.09,0.2795038066883867
2021.7872,2328.8,900.5,2.283,108.2303,0.4671,2.2882319999999954,1.0,1.0,2.58611882287618,5328.834681599989,2060.5529159999955,0.6791333736461089,2.758661339783377,1.09,0.2819202006828137
2021.9396,2311.4,869.9,2.2949,108.7142,0.4581,2.2969799999999934,1.0,1.0,2.657087021496724,5309.239571999985,1998.142901999994,0.6846232476138505,2.7595397196182154,1.09,0.27705822999167634
2022.092,2342.6,809.5,2.3001,111.5204,0.4402,2.320240000000017,1.0,1.0,2.8938851142680666,5435.39422400004,1878.234280000013,0.7164597517020423,2.7646335602723267,1.09,0.2653676426979305
2022.2444,2501.4,809.5,2.344,113.8826,0.4445,2.346220000000002,1.0,1.0,3.09005558987029,5868.834708000004,1899.2650900000006,0.743259049669802,2.7689214479471684,1.09,0.2517696396481248
2022.3969,2778.1,866.4,2.3491,113.8872,0.4491,2.332527000000003,1.0,1.0,3.206486611265005,6479.9932587000085,2020.9013928000024,0.7433112369404192,2.768929797910467,1.09,0.2599291515664292
2022.5492,2795.6,855.9,2.3154,113.5013,0.4568,2.3241019999999843,1.0,1.0,3.2662694239981307,6497.259551199956,1989.1989017999865,0.7389331787379982,2.7682293085980803,1.09,0.26464041971064145
2022.7017,2673.2,946.2,2.2762,113.0393,0.4867,2.352068000000001,1.0,1.0,2.825195518917776,6287.548177600002,2225.526741600001,0.7336917615586296,2.7673906818493808,1.09,0.2476004465408573
2022.854,2673.1,905.4,2.3069,105.9077,0.4491,2.3600500000000046,1.0,1.0,2.9523967307267505,6308.649655000015,2136.7892700000048,0.6527833400080096,2.7544453344012814,1.09,0.2369530114626109
2023.0063,2613.9,902.8,2.3714,95.8867,0.435,2.372134000000002,1.0,1.0,2.8953256535223746,6200.521062600007,2141.5625752000024,0.5390945054745582,2.7362551208759296,1.09,0.22118146589708865
2023.1588,2609.0,859.1999999999997,2.389,86.0494,0.4376,2.367537999999997,1.0,1.0,3.036545623836127,6176.906641999994,2034.1886495999966,0.4274897582481415,2.7183983613197027,1.09,0.215463469906318
2023.3112,2618.6,881.0,2.307,94.5306,0.5098,2.3164480000000047,1.0,0.9984011818778704,2.972304199772985,6065.850732800013,2040.7906880000048,0.523709471195463,2.733793515391274,1.09,0.2538916910691959
2023.4636,2825.5,936.2,2.3196,100.0706,0.4519,2.3552980000000048,1.0,0.9966000000000018,3.0180516983550523,6654.894499000014,2205.0299876000045,0.5865610971125691,2.7438497755380107,1.09,0.2349377684025787
2023.616,2629.4,902.7,2.4314,104.0902,0.36,2.451800000000071,1.0,1.0,2.9128171042428272,6446.762920000187,2213.2398600000643,0.6321636955848434,2.751146191293575,1.09,0.18020460382261472
2023.7684,2649.8,948.7,2.5614,102.0292,0.2736,2.5452680000000303,1.0,1.0,2.793085274586276,6744.45114640008,2414.6957516000284,0.6087815293366203,2.74740504469386,1.09,0.12195995501580364
2023.9208,2558.7,951.3,2.5154,106.7842,0.3175,2.4991919999999794,1.0,1.0,2.68968779564806,6394.6825703999475,2377.481349599981,0.6627272840723315,2.756036365451573,1.09,0.1541649214733538
2024.0732,2575.6,871.1,2.4386,112.5356,0.3989,2.416673999999992,1.0,1.0,2.956721386752382,6224.385554399979,2105.164721399993,0.7279772554260581,2.766476360868169,1.09,0.2086533213549344
2024.2256,2460.3,926.6,2.3776,110.6767,0.4659,2.3718560000000086,1.0,1.0,2.6551910209367584,5835.477316800022,2197.761769600008,0.7068879255673379,2.7631020680907743,1.09,0.2338447101061969
2024.3781,2432.0,1005.6,2.3543,104.9543,0.4909,2.3457995000000067,1.0,1.0,2.4184566428003182,5704.9843840000185,2358.935977200007,0.6419669609196759,2.752714713747148,1.09,0.2447294237446805
2024.5304,2414.5,901.5,2.3329,95.5703,0.4695,2.332087999999996,1.0,1.0,2.6783139212423737,5630.826475999991,2102.377331999997,0.5355049288608086,2.735680788617729,1.09,0.2452436653627865
2024.6827,2384.1,900.1,2.3301,91.7376,0.4501,2.3113924999999687,1.0,1.0,2.6487056993667366,5510.590859249925,2080.484389249972,0.4920227218838243,2.728723635501412,1.09,0.2546684056178573
2024.8352,2420.5,890.5,2.285,91.135,0.4649,2.300135999999993,1.0,1.0,2.71813587871982,5567.479187999983,2048.271107999994,0.4851861894329854,2.7276297903092783,1.09,0.2610442194194267
2024.9875,2418.4,894.3,2.3281,93.582,0.4984,2.3730624999999708,1.0,1.0,2.704237951470424,5739.014349999929,2122.229793749974,0.5129475483895121,2.7320716077423217,1.09,0.21863182217488755
2025.14,2504.6,992.9,2.4309,90.7152,0.4737,2.484600000000183,1.0,1.0,2.522509819720012,6222.929160000458,2466.959340000181,0.4804235337362341,2.7268677653977966,1.09,0.14800692549452085
2025.2924,2409.2,875.1,2.5649,90.1755,0.4428,2.5285020000000094,1.0,1.0,2.753056793509313,6091.667018400022,2212.692100200008,0.4743006054857897,2.7258880968777266,1.09,0.12065990164880498
2025.4448,2406.1,875.1,2.4862,92.3176,0.4118,2.4481440000000543,1.0,1.0,2.749514341218146,5890.479278400129,2142.370814400047,0.4986028560051098,2.7297764569608183,1.09,0.1717505186546861
2025.5972,2567.7,902.5,2.3171,99.0766,0.4413,2.319365999999985,1.0,1.0,2.845096952908587,5955.436078199961,2093.2278149999865,0.5752841086357453,2.7420454573817192,1.09,0.25585219552712984
2025.7496,2429.2,945.8,2.1587,101.7406,0.4764,2.287352000000037,1.0,1.0,2.568407697187566,5556.435478400092,2163.377521600035,0.6055073453583394,2.746881175257334,1.09,0.2773458846171793
2025.902,2725.8,1049.3,2.1239,100.8654,0.4798,2.289679999999989,1.0,1.0,2.597731821214143,6241.209743999972,2402.561223999989,0.5955781498704961,2.74529250397928,1.09,0.2752459174943458
2026.0544,2414.4,961.3,2.2028,100.6454,0.4436,2.2922239999999916,1.0,0.9788800000000079,2.511598876521377,5534.345625599979,2203.514931199992,0.5930822369279395,2.7448931579084705,1.09,0.27353376605930435
2026.2068,2383.3,977.1,2.3388,94.7041,0.4184,2.344331999999947,1.0,0.9551043992120104,2.4391566881588376,5587.246455599874,2290.646797199948,0.5256778389024336,2.734108454224389,1.09,0.2370746608734641
2026.3593,2403.4,980.2,2.3899,98.4201,0.4039,2.368948499999962,1.0,1.0,2.451948581922057,5693.530824899908,2322.0433196999625,0.56783607751398,2.7408537724022373,1.09,0.2252805661043483
2026.5116,2461.3,967.7,2.3192,98.184,0.4517,2.317491999999993,1.0,1.0,2.5434535496538184,5704.043059599983,2242.637008399993,0.5651575091242635,2.7404252014598818,1.09,0.2562571154910771
2026.6639,2449.3,870.8000000000003,2.3059,103.7155,0.4804,2.310792500000007,1.0,1.0,2.812700964630225,5659.824070250017,2012.2381090000065,0.6279127020413164,2.7504660323266106,1.09,0.2647892361342329
2026.8164,2447.0,837.0999999999997,2.3209,102.4576,0.4814,2.3196880000000037,1.0,1.0,2.9231871938836465,5676.2765360000085,1941.8108248000028,0.6136417525393077,2.748182680406289,1.09,0.2584122277174524
2026.9688,2537.0,868.6,2.3132,110.325,0.476,2.3009599999999875,1.0,1.0,2.9207920792079207,5837.535519999969,1998.6138559999893,0.7028978683768965,2.7624636589403035,1.09,0.27594241373993816
2027.1212,2313.4,865.5,2.2755,118.7041,0.4838,2.2824520000000224,1.0,1.0,2.6729058347775854,5280.2244568000515,1975.4622060000195,0.7979592508176949,2.777673480130831,1.09,0.2934344148682235
2027.2736,2319.2,890.5999999999997,2.2602,124.5564,0.4857,2.2901680000000093,1.0,1.0,2.60408713227038,5311.357625600021,2039.623620800008,0.8643539386073487,2.788296630177176,1.09,0.29331073342894143
2027.426,2333.2000000000007,893.2,2.275,121.2672,0.4741,2.2679800000000374,1.0,1.0,2.6121809225257504,5291.650936000087,2025.7597360000327,0.8270377711043622,2.7823260433766985,1.09,0.30392845716088285
2027.5784,2341.3,900.1,2.2299,113.4783,0.4561,2.2491760000000007,1.0,1.0,2.601155427174758,5265.995768800002,2024.4833176000006,0.7386722423849128,2.7681875587815856,1.09,0.3092691016958812
2027.7308,2364.1,867.0,2.1568,106.1214,0.4713,2.2516160000000003,1.0,1.0,2.7267589388696654,5323.0453856,1952.1510720000006,0.6552077790799383,2.7548332446527897,1.09,0.3022628520117872
2027.8832,2407.5,907.0,2.0949,99.3157,0.4649,2.2554960000000004,1.0,1.0,2.6543550165380374,5430.106620000001,2045.7348720000007,0.5779967122019511,2.7424794739523124,1.09,0.29469865231522113
2028.0356,2508.100000000001,910.3,2.087,104.864,0.4614,2.262559999999996,1.0,1.0,2.7552455234538065,5674.726735999991,2059.6083679999965,0.6409425021073447,2.7525508003371746,1.09,0.29472230276380484
2028.188,2551.6,953.0,2.1224,107.9111,0.4603,2.279560000000021,1.0,1.0,2.6774396642182583,5816.5252960000535,2172.4206800000197,0.6755120308676361,2.7580819249388218,1.09,0.2868695582540714
2028.3405,2535.8,979.5,2.1896,108.131,0.4594,2.2966450000000007,1.0,1.0,2.5888718734047984,5823.832391000004,2249.563777500001,0.6780068093043096,2.7584810894886886,1.09,0.27680031400908434
2028.4928,2464.5,868.6,2.2880000000000003,104.6245,0.4626,2.316383999999997,1.0,1.0,2.8373244301174303,5708.728367999993,2012.0111423999977,0.6382253605176069,2.752116057682817,1.09,0.2621550135856825
2028.6451,2249.8,901.1,2.3327,100.1349,0.4198,2.3302940000000008,1.0,1.0,2.4967262235046057,5242.695441200002,2099.8279234000006,0.5872905843953253,2.7439664935032515,1.09,0.2501093553757883
2028.7976,2247.8,902.4,2.3269,97.3308,0.3922,2.300647999999991,1.0,1.0,2.490913120567376,5171.396574399979,2076.1047551999923,0.555477904930676,2.738876464788909,1.09,0.2657739825554609
2028.95,2263.8,818.0,2.2728,97.1191,0.4079,2.263,1.0,1.0,2.7674816625916865,5122.979399999998,1851.134,0.5530761559764068,2.7384921849562254,1.09,0.28844066674714114
2029.1024,2244.7,759.1,2.2334,101.0155,0.4788,2.233048000000001,1.0,1.0,2.957054406534053,5012.522845600003,1695.1067368000013,0.5972810432008495,2.745564966912136,1.09,0.3095722470306022
2029.2548,2254.0,774.7,2.2149,104.454,0.504,2.234452000000001,1.0,1.0,2.9095133600103265,5036.454808000002,1731.0299644000006,0.6362910279871256,2.75180656447794,1.09,0.3113205685527348
2029.4072,2266.8,762.3,2.233,104.3137,0.5015,2.232928,1.0,1.0,2.9736324281778828,5061.601190399999,1702.1610143999994,0.6346993162333042,2.7515518905973284,1.09,0.3121322262230903
2029.5596,2278.3,775.1,2.1829,100.9013,0.4636,2.2328940000000004,1.0,1.0,2.9393626628822087,5087.202400200002,1730.7161394000007,0.5959854374824861,2.7453576699971967,1.09,0.30957881748786337
2029.712,2259.8,775.1,2.0938,94.9703,0.4522,2.2353599999999987,1.0,1.0,2.9154947748677587,5051.466527999995,1732.627535999999,0.5286978935629271,2.7345916629700686,1.09,0.3035596459661462
2029.8644,2240.5,834.9,2.0488,88.5362,0.4561,2.2367120000000007,1.0,1.0,2.683554916756498,5011.353236000002,1867.4308488000006,0.4557026505460943,2.722912424087375,1.09,0.2977504591889604
2030.0168,2234.3,793.3,2.0773,89.0158,0.4897,2.233159999999994,1.0,1.0,2.8164628765914537,4989.549387999988,1771.565827999995,0.4611437407608677,2.7237829985217394,1.09,0.30029875385266275
2030.1692,2266.3,777.3,2.0981,96.3309,0.4884,2.228308,1.0,1.0,2.9156053003988167,5050.014420399998,1732.063808399999,0.5441339806067564,2.737061436897081,1.09,0.3088855251541369
2030.3217,2275.1,766.0,2.1324,101.3536,0.4891,2.2287359999999983,1.0,1.0,2.9701044386422977,5070.597273599996,1707.2117759999987,0.6011168075912058,2.746178689214593,1.09,0.3124316793739091
2030.474,2255.1,763.7,2.1573,101.496,0.4633,2.235739999999999,1.0,1.0,2.9528610711012173,5041.817273999997,1707.4346379999995,0.6027323439685696,2.7464371750349708,1.09,0.3083106215750018
2030.6263,2226.2,813.1,2.1919,96.2144,0.4668,2.2356850000000024,1.0,1.0,2.737916615422457,4977.081947000005,1817.835473500002,0.5428122812530843,2.7368499650004936,1.09,0.3043173183055209
2030.7788,2185.1,796.6999999999997,2.1765,91.1571,0.4565,2.2292420000000006,1.0,1.0,2.7426885904355465,4871.116694200001,1776.0371014000007,0.4854369152331239,2.7276699064373,1.09,0.30435187486690396
2030.9312,2183.0,781.2,2.1413,91.636,0.4528,2.2218800000000067,1.0,1.0,2.79441884280594,4850.364040000016,1735.7326560000058,0.4908700639067163,2.7285392102250747,1.09,0.30921396757754205
2031.0836,2175.3,785.9000000000003,2.0827,95.7548,0.4225,2.2145820000000005,1.0,1.0,2.767909403231964,4817.380224600001,1740.4399938000006,0.5375980922149072,2.7360156947543848,1.09,0.3167853723485862
2031.236,2150.8,794.1,2.0076,98.5973,0.4094,2.2132799999999984,1.0,1.0,2.7084750031482177,4760.322623999996,1757.5656479999984,0.569846421938621,2.7411754275101794,1.09,0.3197088684308964
2031.3884,2175.3,790.9000000000003,1.9901,99.7667,0.4349,2.209347999999998,1.0,1.0,2.7504109242634973,4805.9947043999955,1747.3733331999988,0.583113333734192,2.74329813339747,1.09,0.3229605856387338
2031.5408,2185.3,785.2,2.0052,98.6916,0.4841,2.208448000000001,1.0,1.0,2.7831125827814565,4826.121414400001,1734.0733696000011,0.5709162609862712,2.741346601757804,1.09,0.3227054824169253
2031.6932,2198.0,794.9000000000003,2.0329,98.4323,0.4889,2.213398,1.0,1.0,2.7651276890174863,4865.048804,1759.4300702000005,0.5679744872317035,2.7408759179570725,1.09,0.3195139696566755
2031.8456,2216.5,799.5,2.0539,93.4254,0.4668,2.2163680000000023,1.0,1.0,2.772357723577236,4912.579672000005,1771.9862160000018,0.511170912176765,2.7317873459482818,1.09,0.3139379452645118
2031.998,2197.2,775.0,2.0588,91.0594,0.4655,2.220450000000001,1.0,1.0,2.8350967741935484,4878.772740000001,1720.8487500000006,0.4843285029854522,2.727492560477672,1.09,0.3096457185306308
2032.1504,2208.1,777.3,2.0594,85.7454,0.4665,2.22048,1.0,1.0,2.840730734594108,4903.041887999998,1725.9791039999993,0.42404086036388144,2.7178465376582204,1.09,0.3055365024603121
2032.3029,2203.9,749.5,2.0512,87.5868,0.4928,2.2195434999999977,1.0,1.0,2.940493662441628,4891.651919649995,1663.5478532499985,0.4449316516930798,2.7211890642708925,1.09,0.3075336729866565
2032.4552,2205.1,750.8000000000003,2.061,85.82600000000002,0.4838,2.220724,1.0,1.0,2.93700053276505,4896.918492399999,1667.3195792,0.4249552721055633,2.7179928435368903,1.09,0.3054490353019924
2032.6075,2202.100000000001,828.7,2.0649,88.1296,0.4775,2.22,1.0,1.0,2.6572945577410403,4888.662000000001,1839.714,0.4510897496258967,2.722174359940144,1.09,0.3076720062913863
2032.76,2205.5,777.9000000000003,2.1186,86.9401,0.4646,2.2197000000000005,1.0,1.0,2.8351973261344643,4895.548350000001,1726.7046300000006,0.4375948021478465,2.7200151683436555,1.09,0.3069389647778872
2032.9124,2209.0,776.6999999999997,2.1662,90.142,0.4745,2.2191239999999985,1.0,1.0,2.844083944895069,4902.044915999997,1723.5936107999987,0.4739205460149913,2.7258272873623985,1.09,0.30975353649920245
2033.0648,2207.6,776.6999999999997,2.1944,88.5505,0.4831,2.2203240000000006,1.0,1.0,2.842281447148191,4901.587262400001,1724.5256508000007,0.4558648848873605,2.7229383815819777,1.09,0.3077975184189426
2033.2172,2220.0,794.5,2.1882,88.5862,0.5167,2.221,1.0,1.0,2.794210195091253,4930.62,1764.5845000000006,0.4562699034875846,2.7230031845580136,1.09,0.3074110260806901
2033.3696,2215.2,791.1,2.172,85.8964,0.5255,2.2220440000000004,1.0,1.0,2.8001516875237007,4922.2718688,1757.8590084000002,0.4257539642471816,2.7181206342795488,1.09,0.3046927996825399
2033.522,2226.2,771.4,2.1781,89.3399,0.5163,2.223560000000001,1.0,1.0,2.885921700803733,4950.089272000002,1715.2541840000006,0.4648206743276067,2.7243713078924165,1.09,0.30642443701378425
2033.6744,2228.4,758.9,2.1958,89.5774,0.5054,2.2231160000000028,1.0,1.0,2.9363552510212148,4953.991694400006,1687.1227324000022,0.4675151257996848,2.7248024201279497,1.09,0.3068789316379174
2033.8268,2218.5,758.9,2.213,89.8482,0.4745,2.2252680000000007,1.0,1.0,2.9233100540255634,4936.757058000002,1688.7558852000006,0.4705873677307954,2.725293978836928,1.09,0.3057713079776401
