DEPTH,VP,VS,RHO_OLD,GR,NPHI,RHO,SWE,SWX,VPVS,IP,IS,VSH,RHOm,RHOf,PHIE,VP_FRMB,VS_FRMB,RHO_FRMB,K_FRMB,K_DRY,VP_FRMO,VS_FRMO,RHO_FRMO,K_FRMO,VP_FRMG,VS_FRMG,RHO_FRMG,K_FRMG
2015.3864,2200.0,766.7,2.0668,80.9337,0.505,2.214,1.0,1.0,2.869440459110473,4870.8,1697.4738,0.3694518407925205,2.709112294526804,1.09,0.3057924371277183,2200.0,766.7,2.214,8.980489116720001,3.6199865971647744,2200.0,766.7,2.214,5.709240786995791,2200.0,766.7,2.214,3.773716433445447
2015.5388,2206.8,787.5,2.0839,83.6182,0.4759,2.215940000000004,1.0,1.0,2.802285714285714,4890.136392000007,1745.0527500000023,0.3999076512211254,2.71398522419538,1.09,0.3066808840222903,2206.8,787.5,2.215940000000004,8.959247602365615,3.7978924695673406,2206.8,787.5,2.215940000000004,5.810997112853827,2206.8,787.5,2.215940000000004,3.9460831199785873
2015.6912,2210.4,789.5,2.0904,84.59,0.4922,2.219456,1.0,1.0,2.7997466751108298,4905.8855423999985,1752.260512,0.4109327793919276,2.7157492447027085,1.09,0.3052704753330288,2210.4,789.5,2.219456,8.999423170622292,3.910629106360759,2210.4,789.5,2.219456,5.896681526326085,2210.4,789.5,2.219456,4.056882882998428
2015.8436,2261.8,851.5,2.0709999999999997,88.994,0.4982,2.2204359999999994,1.0,1.0,2.656253669994128,5022.182144799999,1890.701254,0.460896418478378,2.7237434269565406,1.09,0.3080700547295483,2261.8,851.5,2.2204359999999994,9.212595418067302,4.754414418000557,2261.8,851.5,2.2204359999999994,6.483504118286651,2261.8,851.5,2.2204359999999994,4.8812763767600025
2015.996,2271.4,860.7,2.073,90.1404,0.5066,2.227240000000006,1.0,1.0,2.639014755431625,5058.952936000012,1916.9854680000049,0.4739023939208637,2.7258243830273376,1.09,0.3047908982164865,2271.4,860.7,2.227240000000006,9.290973175753628,4.923812986043327,2271.4,860.7,2.227240000000006,6.618695676935911,2271.4,860.7,2.227240000000006,5.048212422107226
2016.1484,2293.2000000000007,835.0,2.0944,89.5602,0.4927,2.234484000000001,1.0,1.0,2.746347305389222,5124.118708800003,1865.7941400000007,0.4673199907878122,2.72477119852605,1.09,0.29991181577465026,2293.2000000000007,835.0,2.234484000000001,9.673378213820168,5.491213756953581,2293.2000000000007,835.0,2.234484000000001,7.107486670776384,2293.2000000000007,835.0,2.234484000000001,5.609551520491179
2016.3008,2351.0,864.3,2.1115,88.631,0.4738,2.2360480000000016,1.0,1.0,2.7201203285896103,5256.948848000005,1932.6162864000007,0.4567781621231597,2.7230845059397053,1.09,0.29823104938433936,2351.0,864.3,2.2360480000000016,10.131939733200646,6.23422228047984,2351.0,864.3,2.2360480000000016,7.728646798070603,2351.0,864.3,2.2360480000000016,6.3431356518906465
2016.4532,2360.9,865.1999999999997,2.1231,88.7827,0.4508,2.245723999999992,1.0,1.0,2.728733240869164,5301.929791599981,1943.0004047999926,0.4584992075476408,2.723359873207622,1.09,0.2924253748622099,2360.9,865.1999999999997,2.245723999999992,10.275880778011125,6.3816893922152,2360.9,865.1999999999997,2.245723999999992,7.877021276696016,2360.9,865.1999999999997,2.245723999999992,6.49076404470078
2016.6056,2336.2,917.0,2.1604,89.3878,0.418,2.2561120000000034,1.0,1.0,2.5476553980370773,5270.728854400008,2068.854704000003,0.4653641026455542,2.7244582564232886,1.09,0.2865452541126225,2336.2,917.0,2.2561120000000034,9.78395706489196,5.34514163465769,2336.2,917.0,2.2561120000000034,7.076091350149451,2336.2,917.0,2.2561120000000034,5.472547205422393
2016.7581,2346.3,870.8000000000003,2.0927,87.3307,0.4537,2.256257000000001,1.0,1.0,2.6944189251263198,5293.855799100002,1964.7485956000005,0.4420261821267673,2.7207241891402827,1.09,0.2848226525572961,2346.3,870.8000000000003,2.256257000000001,10.139769758697032,5.800350798620609,2346.3,870.8000000000003,2.256257000000001,7.483558624846558,2346.3,870.8000000000003,2.256257000000001,5.9238541760307575
2016.9104,2278.7000000000007,859.3,2.0373,88.0504,0.4665,2.2523119999999968,1.0,1.0,2.651809612475271,5132.343354399994,1935.411701599997,0.45019122096657627,2.722030595354652,1.09,0.28781237109870605,2278.7000000000007,859.3,2.2523119999999968,9.477605101424766,4.650847701430029,2278.7000000000007,859.3,2.2523119999999968,6.544310609087553,2278.7000000000007,859.3,2.2523119999999968,4.7907092139425975
2017.0627,2289.1,834.5,2.0036,87.2316,0.4898,2.249670500000005,1.0,1.0,2.7430796884361888,5149.7207415500125,1877.350032250005,0.44090188679673403,2.720544301887477,1.09,0.28878320039657923,2289.1,834.5,2.249670500000005,9.699360946931959,5.043955407016798,2289.1,834.5,2.249670500000005,6.860330615642359,2289.1,834.5,2.249670500000005,5.177690749679147
2017.2152,2294.4,835.4,2.0673,88.7209,0.4572,2.238456000000002,1.0,1.0,2.7464687574814457,5135.913446400004,1870.0061424000016,0.457798082911959,2.7232476932659133,1.09,0.296826804204144,2294.4,835.4,2.238456000000002,9.70090230293889,5.391557448547575,2294.4,835.4,2.238456000000002,7.060828641353938,2294.4,835.4,2.238456000000002,5.513940597112142
2017.3676,2461.8,892.7,2.0882,90.2616,0.446,2.2413380000000003,1.0,1.0,2.7577013554385568,5517.725888400001,2000.8424326000006,0.4752774150510358,2.7260443864081663,1.09,0.2962672592718028,2461.8,892.7,2.2413380000000003,11.202001539287094,8.275172113581943,2461.8,892.7,2.2413380000000003,9.37153590302851,2461.8,892.7,2.2413380000000003,8.354029186258419
2017.52,2495.4,886.7,2.0919,91.1066,0.4496,2.25,1.0,1.0,2.8142551031916088,5614.650000000002,1995.075,0.4848639897622189,2.727578238361956,1.09,0.2916368984236561,2495.4,886.7,2.25,11.65208694,9.047333240197322,2495.4,886.7,2.25,10.015401812603757,2495.4,886.7,2.25,9.116660460304649
2017.6724,2518.7,905.4,2.1092,93.1383,0.4593,2.284896,1.0,1.0,2.7818643693395178,5754.967555199999,2068.7448384,0.5079137457867288,2.7312661993258764,1.09,0.2719669725174478,2518.7,905.4,2.284896,11.997648012365756,9.488802306469807,2518.7,905.4,2.284896,10.424635631556907,2518.7,905.4,2.284896,9.555955867978968
2017.8248,2400.8,951.1,2.1034,90.3819,0.4729,2.2912400000000046,1.0,1.0,2.5242350962043947,5500.808992000014,2179.198364000005,0.476642225628261,2.726262756100521,1.09,0.2658636300793437,2400.8,951.1,2.2912400000000046,10.44282814265976,6.1721033915192045,2400.8,951.1,2.2912400000000046,7.843192681241946,2400.8,951.1,2.2912400000000046,6.295352235421036
2017.9772,2515.6,942.5,2.1174,90.1941,0.4934,2.2845779999999976,1.0,1.0,2.6690716180371346,5747.084416799994,2153.214764999998,0.4745116235800241,2.7259218597728045,1.09,0.26978297107301924,2515.6,942.5,2.2845779999999976,11.75149233755207,8.713138761561341,2515.6,942.5,2.2845779999999976,9.862093618543764,2515.6,942.5,2.2845779999999976,8.796217334555031
2018.1296,2365.5,944.9,2.1597,88.8255,0.4663,2.2756960000000084,1.0,1.0,2.5034395174092503,5383.15888800002,2150.3051504000077,0.4589847760655563,2.723437564170489,1.09,0.2741099959935463,2365.5,944.9,2.2756960000000084,10.024764567413422,5.42055160502936,2365.5,944.9,2.2756960000000084,7.227047768468571,2365.5,944.9,2.2756960000000084,5.554004033317087
2018.2820000000002,2331.2,871.6,2.1924,82.3323,0.4518,2.2796500000000237,1.0,1.0,2.674621385956861,5314.320080000056,1986.942940000021,0.3853190400718823,2.711651046411501,1.09,0.2663958114585984,2331.2,871.6,2.2796500000000237,10.079650348490773,4.692742866321217,2331.2,871.6,2.2796500000000237,6.820986465240148,2331.2,871.6,2.2796500000000237,4.850618404008073
2018.4344,2263.7,890.5,2.2275,77.373,0.4116,2.256247999999997,1.0,1.0,2.542055025266704,5107.468597599994,2009.1888439999973,0.3290554898172425,2.7026488783707587,1.09,0.2768121966027444,2263.7,890.5,2.256247999999997,9.176199776944438,2.850250261967955,2263.7,890.5,2.256247999999997,5.360307231253186,2263.7,890.5,2.256247999999997,3.0369378244960785
2018.5868,2255.9,871.8000000000003,2.2236,72.786,0.4675,2.2436219999999985,1.0,1.0,2.5876347786189493,5061.386869799997,1955.9896595999987,0.2770157049649381,2.6943225127943897,1.09,0.2809288713460528,2255.9,871.8000000000003,2.2436219999999985,9.144340259262773,2.6222124070915687,2255.9,871.8000000000003,2.2436219999999985,5.1932443182991275,2255.9,871.8000000000003,2.2436219999999985,2.812679225596531
2018.7393,2203.0,857.7,2.1874,77.594,0.4736,2.233607000000001,1.0,1.0,2.5684971435233765,4920.636221000002,1915.7647239000007,0.3315627478186288,2.7030500396509805,1.09,0.291028193863443,2203.0,857.7,2.233607000000001,8.649293056610965,2.30653207053277,2203.0,857.7,2.233607000000001,4.814829098598054,2203.0,857.7,2.233607000000001,2.4927090135658045
2018.8916,2205.6,907.5,2.1641,82.7134,0.4593,2.226588000000004,1.0,1.0,2.430413223140496,4910.962492800008,2020.6286100000034,0.38964264199192,2.7123428227187074,1.09,0.29941564502666584,2205.6,907.5,2.226588000000004,8.386658256019697,2.3871207855371885,2205.6,907.5,2.226588000000004,4.763801833006163,2205.6,907.5,2.226588000000004,2.563714070942385
2019.0439,2271.2,907.5,2.1605,85.7247,0.4332,2.2192194999999995,1.0,1.0,2.5026997245179063,5040.291328399999,2013.9416962499995,0.4238060176461045,2.717808962823377,1.09,0.3062948258735421,2271.2,907.5,2.2192194999999995,9.010640212599576,4.047843591474878,2271.2,907.5,2.2192194999999995,5.983254383975357,2271.2,907.5,2.2192194999999995,4.190304098555965
2019.1964,2339.6,884.9,2.1326,87.9105,0.4437,2.2199820000000003,1.0,1.0,2.643914566617697,5193.8698872,1964.4620718000006,0.4486040472362869,2.7217766475578062,1.09,0.3075142963400139,2339.6,884.9,2.2199820000000003,9.833774671645362,5.827614049075674,2339.6,884.9,2.2199820000000003,7.362700130851081,2339.6,884.9,2.2199820000000003,5.939452350081531
2019.3488,2352.3,845.6,2.0501,87.5561,0.4878,2.2442959999999936,1.0,1.0,2.7818117313150426,5279.2574807999845,1897.7766975999946,0.4445833583870049,2.7211333373419206,1.09,0.29233498355136106,2352.3,845.6,2.2442959999999936,10.278717404765064,6.271405438473003,2352.3,845.6,2.2442959999999936,7.811500849162536,2352.3,845.6,2.2442959999999936,6.383801280419043
2019.5012,2390.6,851.8,2.045,90.8736,0.4852,2.2545179999999987,1.0,1.0,2.8065273538389293,5389.6507307999955,1920.3984323999987,0.4822205910548749,2.7271552945687803,1.09,0.28869423452786863,2390.6,851.8,2.2545179999999987,10.703438524092714,7.2899474278964345,2390.6,851.8,2.2545179999999987,8.589665460268193,2390.6,851.8,2.2545179999999987,7.384294549584242
2019.6536,2375.3,902.1,2.0692,94.9456,0.4747,2.2584120000000083,1.0,1.0,2.6330783726859552,5364.406023600019,2037.3134652000078,0.5284176706098309,2.7345468272975726,1.09,0.28952342334938597,2375.3,902.1,2.2584120000000083,10.291592991914563,6.948451711461648,2375.3,902.1,2.2584120000000083,8.226293081529242,2375.3,902.1,2.2584120000000083,7.0414152630615385
2019.806,2412.1,903.2,2.1407,95.5885,0.4871,2.2648199999999976,1.0,1.0,2.6706155890168293,5462.972321999994,2045.5854239999976,0.5357114089315109,2.735713825429042,1.09,0.2861334808962191,2412.1,903.2,2.2648199999999976,10.713805197953784,7.730295675883689,2412.1,903.2,2.2648199999999976,8.860244600814097,2412.1,903.2,2.2648199999999976,7.812070845733921
2019.9584,2459.3,897.4,2.1659,97.24600000000001,0.4906,2.264335999999998,1.0,1.0,2.7404724760418984,5568.681524799994,2032.0151263999976,0.5545158439419087,2.738722535030705,1.09,0.2877297574038876,2459.3,897.4,2.264335999999998,11.263684641365487,8.919585405895775,2459.3,897.4,2.264335999999998,9.789689222305745,2459.3,897.4,2.264335999999998,8.981854148805423
2020.1108,2434.9,917.1,2.1502,94.7566,0.5048,2.2711880000000004,1.0,1.0,2.654999454803184,5530.1156611999995,2082.9065148000004,0.5262734544909983,2.7342037527185594,1.09,0.28160485095171417,2434.9,917.1,2.2711880000000004,10.91830053715845,7.924423618012072,2434.9,917.1,2.2711880000000004,9.058589364810233,2434.9,917.1,2.2711880000000004,8.006515849978397
2020.2632,2438.2000000000007,869.1999999999997,2.1413,97.7979,0.4914,2.279419999999999,1.0,1.0,2.8051081454210776,5557.681843999999,1981.2718639999994,0.5607771819100767,2.739724349105612,1.09,0.27901894601674776,2438.2000000000007,869.1999999999997,2.279419999999999,11.254577866455735,8.80089050549386,2438.2000000000007,869.1999999999997,2.279419999999999,9.717793200096537,2438.2000000000007,869.1999999999997,2.279419999999999,8.86675097883747
2020.4156,2439.5,972.4,2.1626,100.9127,0.4881,2.276,1.0,1.0,2.5087412587412583,5552.302,2213.1824,0.5961147711531458,2.7453783633845035,1.09,0.2835474800001833,2439.5,972.4,2.276,10.675375974653331,8.17684317515473,2439.5,972.4,2.276,9.114739825533587,2439.5,972.4,2.276,8.244381316724844
2020.568,2352.4,968.9,2.2139,106.6833,0.4793,2.2763400000000003,1.0,1.0,2.4279079368355863,5354.862215999999,2205.545826,0.6615825676364044,2.755853210821825,1.09,0.2878484176797689,2352.4,968.9,2.2763400000000003,9.747506742503207,7.165125252640266,2352.4,968.9,2.2763400000000003,8.14483347034866,2352.4,968.9,2.2763400000000003,7.236096302708962
2020.7205,2301.7,970.4,2.2529,106.2234,0.4623,2.2726950000000263,1.0,1.0,2.371908491343776,5231.06208150006,2205.4232280000256,0.6563649750805782,2.7550183960128924,1.09,0.2896805207485116,2301.7,970.4,2.2726950000000263,9.186811992387057,6.007056360849957,2301.7,970.4,2.2726950000000263,7.239538444823953,2301.7,970.4,2.2726950000000263,6.0974492634917565
2020.8728,2439.1,888.8000000000003,2.2225,101.6096,0.48700000000000004,2.2516319999999923,1.0,1.0,2.74426192619262,5491.955611199981,2001.2505215999934,0.6040211426516352,2.746643382824262,1.09,0.2988038270375181,2439.1,888.8000000000003,2.2516319999999923,11.023813646480441,9.141375878491134,2439.1,888.8000000000003,2.2516319999999923,9.828591766919496,2439.1,888.8000000000003,2.2516319999999923,9.190115732844921
2021.0251,2444.2,914.0,2.1965,93.3104,0.4951,2.2522830000000296,1.0,1.0,2.67417943107221,5505.030108600072,2058.586662000027,0.5098662304113378,2.7315785968658144,1.09,0.29197237206971416,2444.2,914.0,2.2522830000000296,10.946663646016262,8.03965112049115,2444.2,914.0,2.2522830000000296,9.13315778194986,2444.2,914.0,2.2522830000000296,8.118486445913263
2021.1776,2492.9,874.4,2.2049,93.6422,0.5003,2.277388,1.0,1.0,2.8509835315645016,5677.3005452000025,1991.3480672000005,0.5136305209310663,2.7321808833489705,1.09,0.2769444511018125,2492.9,874.4,2.277388,11.831296195849507,9.34353521689146,2492.9,874.4,2.277388,10.270252810006783,2492.9,874.4,2.277388,9.40998518702311
2021.33,2479.8,890.3,2.2343,93.0382,0.4737,2.2812999999999932,1.0,1.0,2.7853532517129063,5657.167739999983,2031.0413899999933,0.5067781053978656,2.7310844968636583,1.09,0.27407759790752184,2479.8,890.3,2.2812999999999932,11.617663028962632,8.853728896581357,2479.8,890.3,2.2812999999999932,9.892768894337788,2479.8,890.3,2.2812999999999932,8.928611464636052
2021.4824,2462.1,890.3,2.2485,101.2866,0.4787,2.2877639999999992,1.0,1.0,2.7654723127035834,5632.703744399998,2036.7962891999994,0.600356688649609,2.7460570701839373,1.09,0.2767374859448752,2462.1,890.3,2.2877639999999992,11.450466907387556,9.474503222516987,2462.1,890.3,2.2877639999999992,10.202182403385297,2462.1,890.3,2.2877639999999992,9.52635556132952
2021.6348,2338.9,812.8,2.2765,102.6424,0.4844,2.284955999999997,1.0,1.0,2.877583661417323,5344.283588399994,1857.2122367999973,0.6157383194110552,2.7485181311057687,1.09,0.2795038066883867,2338.9,812.8,2.284955999999997,10.487022076814027,7.936468512737563,2338.9,812.8,2.284955999999997,8.898998124420975,2338.9,812.8,2.284955999999997,8.005987221229404
2021.7872,2328.8,900.5,2.283,108.2303,0.4671,2.2882319999999954,1.0,1.0,2.58611882287618,5328.834681599989,2060.5529159999955,0.6791333736461089,2.758661339783377,1.09,0.2819202006828137,2328.8,900.5,2.2882319999999954,9.93575300536606,7.591789506086568,2328.8,900.5,2.2882319999999954,8.475479894160118,2328.8,900.5,2.2882319999999954,7.655578522136244
2021.9396,2311.4,869.9,2.2949,108.7142,0.4581,2.2969799999999934,1.0,1.0,2.657087021496724,5309.239571999985,1998.142901999994,0.6846232476138505,2.7595397196182154,1.09,0.27705822999167634,2311.4,869.9,2.2969799999999934,9.954196999454368,7.580190823440631,2311.4,869.9,2.2969799999999934,8.478117597629938,2311.4,869.9,2.2969799999999934,7.6451260351640045
2022.092,2342.6,809.5,2.3001,111.5204,0.4402,2.320240000000017,1.0,1.0,2.8938851142680666,5435.39422400004,1878.234280000013,0.7164597517020423,2.7646335602723267,1.09,0.2653676426979305,2342.6,809.5,2.320240000000017,10.705713642929146,9.104542708090976,2342.6,809.5,2.320240000000017,9.690946157510549,2342.6,809.5,2.320240000000017,9.1462037274841
2022.2444,2501.4,809.5,2.344,113.8826,0.4445,2.346220000000002,1.0,1.0,3.09005558987029,5868.834708000004,1899.2650900000006,0.743259049669802,2.7689214479471684,1.09,0.2517696396481248,2501.4,809.5,2.346220000000002,12.630363018117878,12.20091928027179,2501.4,809.5,2.346220000000002,12.344677972037836,2501.4,809.5,2.346220000000002,12.210682151320011
2022.3969,2778.1,866.4,2.3491,113.8872,0.4491,2.332527000000003,1.0,1.0,3.206486611265005,6479.9932587000085,2020.9013928000024,0.7433112369404192,2.768929797910467,1.09,0.2599291515664292,2778.1,866.4,2.332527000000003,15.667523983031925,15.636733645081936,2778.1,866.4,2.332527000000003,15.645682452285628,2778.1,866.4,2.332527000000003,15.637305992126432
2022.5492,2795.6,855.9,2.3154,113.5013,0.4568,2.3241019999999843,1.0,1.0,3.2662694239981307,6497.259551199956,1989.1989017999865,0.7389331787379982,2.7682293085980803,1.09,0.26464041971064145,2795.6,855.9,2.3241019999999843,15.893665014600455,15.841738485869078,2795.6,855.9,2.3241019999999843,15.856697601910259,2795.6,855.9,2.3241019999999843,15.842692025517753
2022.7017,2673.2,946.2,2.2762,113.0393,0.4867,2.352068000000001,1.0,1.0,2.825195518917776,6287.548177600002,2225.526741600001,0.7336917615586296,2.7673906818493808,1.09,0.2476004465408573,2673.2,946.2,2.352068000000001,14.000149251157765,13.87810787253122,2673.2,946.2,2.352068000000001,13.917040151374344,2673.2,946.2,2.352068000000001,13.88069474817489
2022.854,2673.1,905.4,2.3069,105.9077,0.4491,2.3600500000000046,1.0,1.0,2.9523967307267505,6308.649655000015,2136.7892700000048,0.6527833400080096,2.7544453344012814,1.09,0.2369530114626109,2673.1,905.4,2.3600500000000046,14.284119386036526,13.786265807847368,2673.1,905.4,2.3600500000000046,13.955297718925548,2673.1,905.4,2.3600500000000046,13.797822188035413
2023.0063,2613.9,902.8,2.3714,95.8867,0.435,2.372134000000002,1.0,1.0,2.8953256535223746,6200.521062600007,2141.5625752000024,0.5390945054745582,2.7362551208759296,1.09,0.22118146589708865,2613.9,902.8,2.372134000000002,13.629671748342743,11.650554626943821,2613.9,902.8,2.372134000000002,12.38660846396519,2613.9,902.8,2.372134000000002,11.703286271540737
2023.1588,2609.0,859.1999999999997,2.3890000000000002,86.0494,0.4376,2.367537999999997,1.0,1.0,3.036545623836127,6176.906641999994,2034.1886495999966,0.4274897582481415,2.7183983613197027,1.09,0.215463469906318,2609.0,859.1999999999997,2.367537999999997,13.785182911996221,10.67326289422326,2609.0,859.1999999999997,2.367537999999997,11.865679277757572,2609.0,859.1999999999997,2.367537999999997,10.760135521805061
2023.3112,2618.6,881.0,2.307,94.5306,0.5098,2.3164480000000047,1.0,0.9984011818778704,2.972304199772985,6065.850732800013,2040.7906880000048,0.523709471195463,2.733793515391274,1.09,0.2538916910691959,2618.6,881.0,2.3164480000000047,13.486787934072774,11.806114996156959,2618.6,881.0,2.3164480000000047,12.416880989624357,2618.6,881.0,2.3164480000000047,11.849327694333834
2023.4636,2825.5,936.2,2.3196,100.0706,0.4519,2.3552980000000048,1.0,0.9966000000000018,3.0180516983550523,6654.894499000014,2205.0299876000045,0.5865610971125691,2.7438497755380107,1.09,0.2349377684025787,2825.5,936.2,2.3552980000000048,16.05093897440304,15.72038782365916,2825.5,936.2,2.3552980000000048,15.830890222585102,2825.5,936.2,2.3552980000000048,15.727887395064704
2023.616,2629.4,902.7,2.4314,104.0902,0.36,2.451800000000071,1.0,1.0,2.9128171042428272,6446.762920000187,2213.2398600000643,0.6321636955848434,2.751146191293575,1.09,0.18020460382261472,2629.4,902.7,2.451800000000071,14.287262926352408,12.965142882435813,2629.4,902.7,2.451800000000071,13.451331050728912,2629.4,902.7,2.451800000000071,12.999760201871728
2023.7684,2649.8,948.7,2.5614,102.0292,0.2736,2.5452680000000303,1.0,1.0,2.793085274586276,6744.45114640008,2414.6957516000284,0.6087815293366203,2.74740504469386,1.09,0.12195995501580364,2649.8,948.7,2.5452680000000303,14.817017501673675,12.035543352183721,2649.8,948.7,2.5452680000000303,13.174742688051623,2649.8,948.7,2.5452680000000303,12.121966996936475
2023.9208,2558.7,951.3,2.5154,106.7842,0.3175,2.4991919999999794,1.0,1.0,2.68968779564806,6394.6825703999475,2377.481349599981,0.6627272840723315,2.756036365451573,1.09,0.1541649214733538,2558.7,951.3,2.4991919999999794,13.346476949049732,10.904054963555298,2558.7,951.3,2.4991919999999794,11.873998164942659,2558.7,951.3,2.4991919999999794,10.976232519317826
2024.0732,2575.6,871.1,2.4386,112.5356,0.3989,2.4166739999999916,1.0,1.0,2.956721386752382,6224.385554399979,2105.164721399993,0.7279772554260581,2.766476360868169,1.09,0.2086533213549344,2575.6,871.1,2.4166739999999916,13.58644878216388,13.063688982589403,2575.6,871.1,2.4166739999999916,13.242749043102084,2575.6,871.1,2.4166739999999916,13.075983113756184
2024.2256,2460.3,926.6,2.3776,110.6767,0.4659,2.3718560000000086,1.0,1.0,2.6551910209367584,5835.477316800022,2197.761769600008,0.7068879255673379,2.7631020680907743,1.09,0.2338447101061969,2460.3,926.6,2.3718560000000086,11.641763434907938,10.10444980510063,2460.3,926.6,2.3718560000000086,10.669927107627744,2460.3,926.6,2.3718560000000086,10.144718600181344
