DEPTH,DT,DTS,GR,RHO,VP,VS,VPVS,IP,IS,VSH,RHOm,RHOf,PHIE,SWE,VP_FRMB,VS_FRMB,RHO_FRMB,K_FRMB,K_DRY,VP_FRMO,VS_FRMO,RHO_FRMO,K_FRMO,VP_FRMG,VS_FRMG,RHO_FRMG,K_FRMG
2110.2827,132.074,364.62,96.457,2.28,2307.79714403,835.938785585,2.76072504808,5261.77748838,1905.94043113,0.617554471098,2.74880871538,1.09,0.28261770693,1.0,2307.79714403,835.938785585,2.28,,,2307.79714403,835.938785585,2.28,,2307.79714403,835.938785585,2.28,
2110.4353,131.626,363.811,95.04,2.28,2315.65192287,837.79764768,2.76397520247,5279.68638415,1910.17863671,0.598075469104,2.74569207506,1.09,0.281267321426,1.0,2315.65192287,837.79764768,2.28,,,2315.65192287,837.79764768,2.28,,2315.65192287,837.79764768,2.28,
2110.5876,130.717,361.374,92.652,2.282,2331.75485974,843.447508675,2.76455243006,5321.06458992,1924.7472148,0.565248470685,2.74043975531,1.09,0.277768245605,1.0,2331.75485974,843.447508675,2.282,,,2331.75485974,843.447508675,2.282,,2331.75485974,843.447508675,2.282,
2110.74,130.18,360.425,88.649,2.281,2341.37348287,845.668308247,2.76866646182,5340.67291443,1928.96941111,0.510220633721,2.7316353014,1.09,0.274503905351,1.0,2341.37348287,845.668308247,2.281,,,2341.37348287,845.668308247,2.281,,2341.37348287,845.668308247,2.281,
2110.8923,129.434,355.972,86.568,2.275,2354.86811811,856.24712056,2.75022018944,5357.32496871,1947.96219927,0.481613856622,2.72705821706,1.09,0.276140587029,1.0,2354.86811811,856.24712056,2.275,,,2354.86811811,856.24712056,2.275,,2354.86811811,856.24712056,2.275,
2111.0449,128.803,352.951,86.87,2.268,2366.40450921,863.575963802,2.74023896959,5367.00542689,1958.5902859,0.485765344697,2.72772245515,1.09,0.280708403127,1.0,2366.40450921,863.575963802,2.268,,,2366.40450921,863.575963802,2.268,,2366.40450921,863.575963802,2.268,
2111.1973,128.469,348.574,85.858,2.266,2372.55680359,874.41977887,2.71329270096,5376.21371693,1981.43521892,0.471853735652,2.7254965977,1.09,0.280952340928,1.0,2372.55680359,874.41977887,2.266,,,2372.55680359,874.41977887,2.266,,2372.55680359,874.41977887,2.266,
2111.3496,128.432,346.319,84.586,2.266,2373.24031394,880.113421441,2.6965164445,5377.76255139,1994.33701299,0.454367997801,2.72269887965,1.09,0.279720213777,1.0,2373.24031394,880.113421441,2.266,,,2373.24031394,880.113421441,2.266,,2373.24031394,880.113421441,2.266,
2111.502,128.525,345.262,86.855,2.259,2371.52304999,882.807838685,2.68634117876,5357.27056993,1994.26290759,0.485559144958,2.72768946319,1.09,0.286189460045,1.0,2371.52304999,882.807838685,2.259,,,2371.52304999,882.807838685,2.259,,2371.52304999,882.807838685,2.259,
2111.6545,128.583,344.893,89.541,2.252,2370.45332587,883.752352179,2.68225970774,5338.26088985,1990.21029711,0.522482644855,2.73359722318,1.09,0.293014137762,1.0,2370.45332587,883.752352179,2.252,,,2370.45332587,883.752352179,2.252,,2370.45332587,883.752352179,2.252,
2111.8069,128.608,341.254,89.785,2.255,2369.99253546,893.176343721,2.65344302065,5344.33316745,2014.11265509,0.525836827273,2.73413389236,1.09,0.291420239306,1.0,2369.99253546,893.176343721,2.255,,,2369.99253546,893.176343721,2.255,,2369.99253546,893.176343721,2.255,
2111.9592,128.6,337.026,88.507,2.264,2370.1399689,904.381264353,2.62073094868,5365.99688958,2047.5191825,0.508268609526,2.73132297752,1.09,0.284723350568,1.0,2370.1399689,904.381264353,2.264,,,2370.1399689,904.381264353,2.264,,2370.1399689,904.381264353,2.264,
2112.1116,128.561,335.644,86.779,2.273,2370.85896967,908.105016029,2.6107762074,5388.96243806,2064.12270143,0.484514399615,2.72752230394,1.09,0.277567091969,1.0,2370.85896967,908.105016029,2.273,,,2370.85896967,908.105016029,2.273,,2370.85896967,908.105016029,2.273,
2112.2639,128.502,341.23,87.427,2.281,2371.94751833,893.2391642,2.65544505144,5410.4122893,2037.47853354,0.493422228332,2.72894755653,1.09,0.273314148917,1.0,2371.94751833,893.2391642,2.281,,,2371.94751833,893.2391642,2.281,,2371.94751833,893.2391642,2.281,
2112.4165,128.476,348.661,91.063,2.286,2372.4275351,874.201588362,2.7138220368,5423.36934525,1998.424831,0.54340504502,2.7369448072,1.09,0.27380687272,1.0,2372.4275351,874.201588362,2.286,,,2372.4275351,874.201588362,2.286,,2372.4275351,874.201588362,2.286,
2112.5688,128.522,351.993,95.644,2.285,2371.57840681,865.926311035,2.73877624064,5419.05665956,1978.64162071,0.606378445254,2.74702055124,1.09,0.278826083898,1.0,2371.57840681,865.926311035,2.285,,,2371.57840681,865.926311035,2.285,,2371.57840681,865.926311035,2.285,
2112.7212,128.631,353.429,101.558,2.287,2369.56876647,862.408008398,2.74761915868,5419.20376892,1972.32711521,0.687676128944,2.76002818063,1.09,0.283245627898,1.0,2369.56876647,862.408008398,2.287,,,2369.56876647,862.408008398,2.287,,2369.56876647,862.408008398,2.287,
2112.8735,128.729,352.847,105.356,2.289,2367.76483931,863.830498771,2.74100630006,5419.81371719,1977.30801169,0.739885902811,2.76838174445,1.09,0.285621400516,1.0,2367.76483931,863.830498771,2.289,,,2367.76483931,863.830498771,2.289,,2367.76483931,863.830498771,2.289,
2113.0261,128.96,352.852,104.578,2.283,2363.5235732,863.81825808,2.73613523573,5395.92431762,1972.0970832,0.729191009691,2.76667056155,1.09,0.288470837768,1.0,2363.5235732,863.81825808,2.283,,,2363.5235732,863.81825808,2.283,,2363.5235732,863.81825808,2.283,
2113.1785,129.24,351.098,103.592,2.28,2358.40297122,868.133683473,2.7166357165,5377.15877437,1979.34479832,0.715636813527,2.76450189016,1.09,0.28934090371,1.0,2358.40297122,868.133683473,2.28,,,2358.40297122,868.133683473,2.28,,2358.40297122,868.133683473,2.28,
2113.3308,129.714,347.643,101.084,2.288,2349.78491142,876.761505337,2.68007308386,5376.30787733,2006.03032421,0.681160217197,2.75898563475,1.09,0.282198734935,1.0,2349.78491142,876.761505337,2.288,,,2349.78491142,876.761505337,2.288,,2349.78491142,876.761505337,2.288,
2113.4832,129.489,342.516,98.652,2.298,2353.86789611,889.885436009,2.64513588027,5409.18842527,2044.95673195,0.647728366211,2.75363653859,1.09,0.273879857784,1.0,2353.86789611,889.885436009,2.298,,,2353.86789611,889.885436009,2.298,,2353.86789611,889.885436009,2.298,
2113.6357,129.029,339.33,98.189,2.299,2362.25964706,898.240650694,2.62987390432,5430.83492858,2065.05525595,0.641363667606,2.75261818682,1.09,0.272833649008,1.0,2362.25964706,898.240650694,2.299,,,2362.25964706,898.240650694,2.299,,2362.25964706,898.240650694,2.299,
2113.7881,128.661,336.952,95.888,2.296,2369.01625201,904.579880814,2.6189132682,5439.26131462,2076.91540635,0.609732627672,2.74755722043,1.09,0.272423307541,1.0,2369.01625201,904.579880814,2.296,,,2369.01625201,904.579880814,2.296,,2369.01625201,904.579880814,2.296,
2113.9404,128.495,338.698,94.123,2.299,2372.0767345,899.916739987,2.63588466477,5453.40441262,2068.90858523,0.585469791738,2.74367516668,1.09,0.268901157639,1.0,2372.0767345,899.916739987,2.299,,,2372.0767345,899.916739987,2.299,,2372.0767345,899.916739987,2.299,
2114.0928,128.397,340.736,91.449,2.303,2373.88724036,894.534184823,2.65376916906,5467.06231454,2060.11222765,0.548711251632,2.73779380026,1.09,0.263864204485,1.0,2373.88724036,894.534184823,2.303,,,2373.88724036,894.534184823,2.303,,2373.88724036,894.534184823,2.303,
2114.2451,128.009,341.472,87.303,2.295,2381.08258013,892.60612876,2.66756243702,5464.5845214,2048.5310655,0.491717643824,2.72867482301,1.09,0.264649713855,1.0,2381.08258013,892.60612876,2.295,,,2381.08258013,892.60612876,2.295,,2381.08258013,892.60612876,2.295,
2114.3977,127.312,339.631,85.99,2.278,2394.11838633,897.444579558,2.66770610783,5453.80168405,2044.37875223,0.473668293353,2.72578692694,1.09,0.273744043043,1.0,2394.11838633,897.444579558,2.278,,,2394.11838633,897.444579558,2.278,,2394.11838633,897.444579558,2.278,
