DEPTH,DT,DTS,GR,RHO,VP,VS,VPVS,IP,IS,VSH,RHOm,RHOf,PHIE,SWE,VP_FRMB,VS_FRMB,RHO_FRMB,K_FRMB,K_DRY,VP_FRMO,VS_FRMO,RHO_FRMO,K_FRMO,VP_FRMG,VS_FRMG,RHO_FRMG,K_FRMG
2158.2888,126.194,345.901,89.289,1.987,2415.3287795,881.176984166,2.7410257223,4799.25828486,1750.89866754,0.519018489243,2.73304295828,1.09,0.454061748367,1.0,2415.3287795,881.176984166,1.987,,,2415.3287795,881.176984166,1.987,,2415.3287795,881.176984166,1.987,
2158.4412,124.92,341.1,91.875,1.917,2439.96157541,893.579595427,2.73054755043,4677.40634006,1712.99208443,0.554567324215,2.73873077187,1.09,0.498402035003,1.0,2439.96157541,893.579595427,1.917,,,2439.96157541,893.579595427,1.917,,2439.96157541,893.579595427,1.917,
2158.5935,123.91,343.984,85.372,1.872,2459.84989105,886.08772501,2.77607941248,4604.83899605,1658.75622122,0.465172864114,2.72442765826,1.09,0.521545052148,1.0,2459.84989105,886.08772501,1.872,,,2459.84989105,886.08772501,1.872,,2459.84989105,886.08772501,1.872,
2158.7461,123.281,349.45,80.284,1.883,2472.400451,872.227786522,2.83458116011,4655.53004924,1642.40492202,0.395229912709,2.71323678603,1.09,0.511469918115,1.0,2472.400451,872.227786522,1.883,,,2472.400451,872.227786522,1.883,,2472.400451,872.227786522,1.883,
2158.8984,123.009,353.562,79.791,1.981,2477.86747311,862.083594956,2.87427749189,4908.65546423,1707.78760161,0.388452814626,2.71215245034,1.09,0.450729800511,1.0,2477.86747311,862.083594956,1.981,,,2477.86747311,862.083594956,1.981,,2477.86747311,862.083594956,1.981,
2159.0508,123.437,361.187,80.183,2.141,2469.27582491,843.884192953,2.92608375123,5286.71954114,1806.75605711,0.393841501134,2.71301464018,1.09,0.352439605916,1.0,2469.27582491,843.884192953,2.141,,,2469.27582491,843.884192953,2.141,,2469.27582491,843.884192953,2.141,
2159.2031,124.674,362.023,80.298,2.261,2444.77597574,841.935457139,2.90375699825,5527.63848116,1903.61606859,0.395422365798,2.71326757853,1.09,0.278615543432,1.0,2444.77597574,841.935457139,2.261,,,2444.77597574,841.935457139,2.261,,2444.77597574,841.935457139,2.261,
2159.3557,126.839,359.473,80.588,2.205,2403.04638163,847.907909634,2.83408888433,5298.7172715,1869.63694074,0.399408894082,2.71390542305,1.09,0.313383658819,1.0,2403.04638163,847.907909634,2.205,,,2403.04638163,847.907909634,2.205,,2403.04638163,847.907909634,2.205,
2159.5081,129.063,351.914,81.557,1.958,2361.6373399,866.120699944,2.72668386757,4624.08591153,1695.86433049,0.412729397209,2.71603670355,1.09,0.466186711467,1.0,2361.6373399,866.120699944,1.958,,,2361.6373399,866.120699944,1.958,,2361.6373399,866.120699944,1.958,
2159.6604,129.762,347.572,79.515,1.731,2348.91570722,876.940605112,2.67853454786,4065.97308919,1517.98418745,0.384658739432,2.71154539831,1.09,0.604698085747,1.0,2348.91570722,876.940605112,1.731,,,2348.91570722,876.940605112,1.731,,2348.91570722,876.940605112,1.731,
2159.8127,128.524,341.282,76.846,1.68,2371.54150198,893.103064328,2.6553951013,3984.18972332,1500.41314807,0.347968932573,2.70567502921,1.09,0.63482755546,1.0,2371.54150198,893.103064328,1.68,,,2371.54150198,893.103064328,1.68,,2371.54150198,893.103064328,1.68,
2159.9653,125.953,339.636,78.828,1.732,2419.95029892,897.4313677,2.69652965789,4191.35391773,1554.35112886,0.375214791395,2.71003436662,1.09,0.603712110541,1.0,2419.95029892,897.4313677,1.732,,,2419.95029892,897.4313677,1.732,,2419.95029892,897.4313677,1.732,
2160.1177,124.033,342.168,80.987,1.781,2457.41052784,890.790488883,2.75868518862,4376.64815009,1586.4978607,0.404893807135,2.71478300914,1.09,0.574712440915,1.0,2457.41052784,890.790488883,1.781,,,2457.41052784,890.790488883,1.781,,2457.41052784,890.790488883,1.781,
2160.27,123.253,348.003,81.397,1.818,2472.96211857,875.854518496,2.82348502673,4495.84513156,1592.30351462,0.410529933329,2.71568478933,1.09,0.552188711627,1.0,2472.96211857,875.854518496,1.818,,,2472.96211857,875.854518496,1.818,,2472.96211857,875.854518496,1.818,
2160.4224,123.204,364.282,82.678,1.855,2473.94565112,836.714413559,2.95673841758,4589.16918282,1552.10523715,0.428139391023,2.71850230256,1.09,0.530243218695,1.0,2473.94565112,836.714413559,1.855,,,2473.94565112,836.714413559,1.855,,2473.94565112,836.714413559,1.855,
2160.5747,123.377,370.473,83.291,1.884,2470.47666907,822.732020957,3.00277199154,4654.37804453,1550.02712748,0.436566087016,2.71985057392,1.09,0.512838776325,1.0,2470.47666907,822.732020957,1.884,,,2470.47666907,822.732020957,1.884,,2470.47666907,822.732020957,1.884,
2160.7273,123.801,364.188,81.62,1.94,2462.01565415,836.930376619,2.94172098771,4776.31036906,1623.64493064,0.413595436112,2.71617526978,1.09,0.477301115201,1.0,2462.01565415,836.930376619,1.94,,,2462.01565415,836.930376619,1.94,,2462.01565415,836.930376619,1.94,
2160.8796,124.595,344.248,80.078,2.023,2446.32609655,885.408194093,2.76293591236,4948.91769333,1791.18077665,0.392398102962,2.71278369647,1.09,0.425062007939,1.0,2446.32609655,885.408194093,2.023,,,2446.32609655,885.408194093,2.023,,2446.32609655,885.408194093,2.023,
2161.032,126.18,336.081,78.066,2.066,2415.59676652,906.924223625,2.66350451736,4990.62291964,1873.70544601,0.364739844663,2.70835837515,1.09,0.396919733609,1.0,2415.59676652,906.924223625,2.066,,,2415.59676652,906.924223625,2.066,,2415.59676652,906.924223625,2.066,
2161.1843,127.552,338.851,76.624,2.065,2389.61364777,899.510404278,2.65657143753,4934.55218264,1857.48898483,0.344917176438,2.70518674823,1.09,0.396354631396,1.0,2389.61364777,899.510404278,2.065,,,2389.61364777,899.510404278,2.065,,2389.61364777,899.510404278,2.065,
2161.3369,128.512,351.179,80.955,2.092,2371.76294821,867.933447046,2.73265531624,4961.72808765,1815.71677122,0.404453914358,2.7147126263,1.09,0.38327555053,1.0,2371.76294821,867.933447046,2.092,,,2371.76294821,867.933447046,2.092,,2371.76294821,867.933447046,2.092,
2161.4893,128.12,357.598,84.607,2.145,2379.01966906,852.353760368,2.79111770215,5102.99719013,1828.29881599,0.454656677435,2.72274506839,1.09,0.353848913449,1.0,2379.01966906,852.353760368,2.145,,,2379.01966906,852.353760368,2.145,,2379.01966906,852.353760368,2.145,
2161.6416,127.203,352.456,82.075,2.158,2396.16990165,864.788796332,2.77081515373,5170.93464777,1866.21422248,0.419850161523,2.71717602584,1.09,0.343648146828,1.0,2396.16990165,864.788796332,2.158,,,2396.16990165,864.788796332,2.158,,2396.16990165,864.788796332,2.158,
2161.7939,125.925,348.344,77.451,2.157,2420.48838594,874.997129275,2.76628151678,5220.99344848,1887.36880785,0.356285655372,2.70700570486,1.09,0.340138382448,1.0,2420.48838594,874.997129275,2.157,,,2420.48838594,874.997129275,2.157,,2420.48838594,874.997129275,2.157,
2161.9465,125.203,350.988,74.598,2.221,2434.44645895,868.405757462,2.8033513574,5406.90558533,1928.72918732,0.317066465049,2.70073063441,1.09,0.297834177956,1.0,2434.44645895,868.405757462,2.221,,,2434.44645895,868.405757462,2.221,,2434.44645895,868.405757462,2.221,
2162.0989,124.225,355.028,76.301,2.302,2453.61239686,858.52383474,2.85794324814,5648.21573757,1976.32186757,0.340477008729,2.7044763214,1.09,0.2492921798,1.0,2453.61239686,858.52383474,2.302,,,2453.61239686,858.52383474,2.302,,2453.61239686,858.52383474,2.302,
2162.2512,123.44,349.535,79.566,2.315,2469.21581335,872.015677972,2.83161860013,5716.23460791,2018.71629451,0.385359818544,2.71165757097,1.09,0.244600079615,1.0,2469.21581335,872.015677972,2.315,,,2469.21581335,872.015677972,2.315,,2469.21581335,872.015677972,2.315,
2162.4036,123.059,347.816,80.367,2.276,2476.86069284,876.325413437,2.82641659692,5637.3349369,1994.51664098,0.396370884597,2.71341934154,1.09,0.269443224153,1.0,2476.86069284,876.325413437,2.276,,,2476.86069284,876.325413437,2.276,,2476.86069284,876.325413437,2.276,
2162.5559,122.941,344.793,80.255,2.242,2479.23800848,884.008666069,2.80454038929,5558.451615,1981.94742933,0.39483125988,2.71317300158,1.09,0.290278978964,1.0,2479.23800848,884.008666069,2.242,,,2479.23800848,884.008666069,2.242,,2479.23800848,884.008666069,2.242,
2162.7085,122.943,343.092,79.407,2.253,2479.19767697,888.391451855,2.79065908592,5585.63236622,2001.54594103,0.383174101313,2.71130785621,1.09,0.282677872962,1.0,2479.19767697,888.391451855,2.253,,,2479.19767697,888.391451855,2.253,,2479.19767697,888.391451855,2.253,
2162.8608,122.758,334.488,80.101,2.295,2482.93390247,911.24345268,2.72477557471,5698.33330618,2091.3037239,0.392714275895,2.71283428414,1.09,0.257471935506,1.0,2482.93390247,911.24345268,2.295,,,2482.93390247,911.24345268,2.295,,2482.93390247,911.24345268,2.295,
2163.0132,122.59,324.761,81.329,2.324,2486.33656905,938.536339031,2.6491638796,5778.24618648,2181.15845191,0.409595161179,2.71553522579,1.09,0.240865420556,1.0,2486.33656905,938.536339031,2.324,,,2486.33656905,938.536339031,2.324,,2486.33656905,938.536339031,2.324,
2163.1655,122.525,316.816,82.815,2.327,2487.65558049,962.072622595,2.58572536217,5788.77453581,2238.74299278,0.430022681971,2.71880362912,1.09,0.240546878772,1.0,2487.65558049,962.072622595,2.327,,,2487.65558049,962.072622595,2.327,,2487.65558049,962.072622595,2.327,
2163.3181,122.551,314.061,84.808,2.316,2487.12780801,970.512097968,2.56269634683,5760.18800336,2247.70601889,0.457419753935,2.72318716063,1.09,0.249320574179,1.0,2487.12780801,970.512097968,2.316,,,2487.12780801,970.512097968,2.316,,2487.12780801,970.512097968,2.316,
2163.4705,122.614,313.341,83.832,2.287,2485.84990295,972.742156309,2.55550752769,5685.13872804,2224.66131148,0.444003024263,2.72104048388,1.09,0.266112636793,1.0,2485.84990295,972.742156309,2.287,,,2485.84990295,972.742156309,2.287,,2485.84990295,972.742156309,2.287,
2163.6228,122.678,316.486,81.057,2.199,2484.5530576,963.075775864,2.57981056098,5463.53217366,2117.80363112,0.405856072582,2.71493697161,1.09,0.317511990081,1.0,2484.5530576,963.075775864,2.199,,,2484.5530576,963.075775864,2.199,,2484.5530576,963.075775864,2.199,
2163.7751,122.741,314.25,78.872,2.081,2483.27779634,969.928400955,2.56026918471,5167.70109417,2018.42100239,0.375819643962,2.71013114303,1.09,0.388321121867,1.0,2483.27779634,969.928400955,2.081,,,2483.27779634,969.928400955,2.081,,2483.27779634,969.928400955,2.081,
2163.9277,122.804,312.352,77.149,2.028,2482.00384352,975.82214937,2.54350021172,5033.50379466,1978.96731892,0.352134167297,2.70634146677,1.09,0.419677079822,1.0,2482.00384352,975.82214937,2.028,,,2482.00384352,975.82214937,2.028,,2482.00384352,975.82214937,2.028,
2164.0801,122.868,310.845,76.242,2.037,2480.71100693,980.553008734,2.52991014748,5053.20832113,1997.38647879,0.339665956423,2.70434655303,1.09,0.41338494004,1.0,2480.71100693,980.553008734,2.037,,,2480.71100693,980.553008734,2.037,,2480.71100693,980.553008734,2.037,
2164.2324,123.195,316.608,76.866,2.047,2474.126385,962.704669497,2.56997443078,5064.53671009,1970.65645846,0.348243865558,2.70571901849,1.09,0.407694042684,1.0,2474.126385,962.704669497,2.047,,,2474.126385,962.704669497,2.047,,2474.126385,962.704669497,2.047,
2164.3848,123.922,329.456,79.22,2.027,2459.61169123,925.161478316,2.65857555559,4985.63289811,1875.30231655,0.380603477902,2.71089655646,1.09,0.421924862347,1.0,2459.61169123,925.161478316,2.027,,,2459.61169123,925.161478316,2.027,,2459.61169123,925.161478316,2.027,
2164.5371,125.276,344.182,79.782,1.994,2433.02787445,885.577979092,2.7473897634,4851.45758166,1765.84249031,0.388329094783,2.71213265517,1.09,0.442708956557,1.0,2433.02787445,885.577979092,1.994,,,2433.02787445,885.577979092,1.994,,2433.02787445,885.577979092,1.994,
2164.6897,126.349,345.275,76.238,1.978,2412.36574884,882.774599957,2.73270860869,4771.6594512,1746.12815871,0.339610969826,2.70433775517,1.09,0.449929237451,1.0,2412.36574884,882.774599957,1.978,,,2412.36574884,882.774599957,1.978,,2412.36574884,882.774599957,1.978,
2164.842,126.886,339.273,73.558,1.974,2402.15626625,898.391560778,2.6738410857,4741.85646959,1773.42494098,0.302769949825,2.69844319197,1.09,0.450400235201,1.0,2402.15626625,898.391560778,1.974,,,2402.15626625,898.391560778,1.974,,2402.15626625,898.391560778,1.974,
2164.9944,127.119,334.223,73.892,1.978,2397.75328629,911.965962845,2.62921357154,4742.75600028,1803.86867451,0.307361330676,2.69917781291,1.09,0.448165396716,1.0,2397.75328629,911.965962845,1.978,,,2397.75328629,911.965962845,1.978,,2397.75328629,911.965962845,1.978,
2165.1467,127.061,335.886,72.919,1.997,2398.84779751,907.450742216,2.64350194001,4790.49905164,1812.17913221,0.293985840951,2.69703773455,1.09,0.435607527752,1.0,2398.84779751,907.450742216,1.997,,,2398.84779751,907.450742216,1.997,,2398.84779751,907.450742216,1.997,
2165.2993,126.457,342.069,71.038,2.023,2410.30547933,891.048297273,2.70502226053,4876.04798469,1802.59070538,0.268128393704,2.69290054299,1.09,0.417930199051,1.0,2410.30547933,891.048297273,2.023,,,2410.30547933,891.048297273,2.023,,2410.30547933,891.048297273,2.023,
2165.4517,125.395,342.648,72.338,2.02,2430.71892819,889.542620999,2.7325491447,4910.05223494,1796.87609442,0.285999037735,2.69575984604,1.09,0.42083493849,1.0,2430.71892819,889.542620999,2.02,,,2430.71892819,889.542620999,2.02,,2430.71892819,889.542620999,2.02,
2165.604,124.685,338.522,74.145,1.985,2444.56029194,900.384613112,2.71501784497,4852.45217949,1787.26345703,0.310839232937,2.69973427727,1.09,0.444007615022,1.0,2444.56029194,900.384613112,1.985,,,2444.56029194,900.384613112,1.985,,2444.56029194,900.384613112,1.985,
2165.7563,124.556,341.76,73.074,1.97,2447.09207104,891.853932584,2.7438260702,4820.77137994,1756.95224719,0.296116571586,2.69737865145,1.09,0.452524768072,1.0,2447.09207104,891.853932584,1.97,,,2447.09207104,891.853932584,1.97,,2447.09207104,891.853932584,1.97,
2165.9089,124.745,350.496,73.336,1.954,2443.38450439,869.62476034,2.80969978757,4774.37332158,1699.2467817,0.29971819369,2.69795491099,1.09,0.462671500243,1.0,2443.38450439,869.62476034,1.954,,,2443.38450439,869.62476034,1.954,,2443.38450439,869.62476034,1.954,
2166.0613,123.514,351.173,77.442,1.861,2467.73645093,867.948276206,2.84318376864,4592.45753518,1615.25174202,0.356161935528,2.70698590968,1.09,0.523186939736,1.0,2467.73645093,867.948276206,1.861,,,2467.73645093,867.948276206,1.861,,2467.73645093,867.948276206,1.861,
2166.2136,122.792,344.381,81.026,1.753,2482.24640042,885.066249299,2.80458824679,4351.37793993,1551.52113502,0.405429926455,2.71486878823,1.09,0.591967053093,1.0,2482.24640042,885.066249299,1.753,,,2482.24640042,885.066249299,1.753,,2482.24640042,885.066249299,1.753,
2166.366,122.886,337.886,79.173,1.737,2480.34763928,902.079399561,2.74958905001,4308.36384942,1566.91191704,0.379957385387,2.71079318166,1.09,0.600812733345,1.0,2480.34763928,902.079399561,1.737,,,2480.34763928,902.079399561,1.737,,2480.34763928,902.079399561,1.737,
2166.5183,123.084,333.841,73.996,1.766,2476.35760944,913.009486552,2.71230216763,4373.24753827,1612.37475325,0.308790982198,2.69940655715,1.09,0.579969401146,1.0,2476.35760944,913.009486552,1.766,,,2476.35760944,913.009486552,1.766,,2476.35760944,913.009486552,1.766,
2166.6709,123.365,333.88,71.745,1.764,2470.71697807,912.902839343,2.70644023832,4358.34474932,1610.3606086,0.277847274727,2.69445556396,1.09,0.579919808849,1.0,2470.71697807,912.902839343,1.764,,,2470.71697807,912.902839343,1.764,,2470.71697807,912.902839343,1.764,
2166.8232,123.871,333.245,73.326,1.781,2460.62435921,914.642380231,2.690258414,4382.37198376,1628.97807919,0.299580727198,2.69793291635,1.09,0.570255703473,1.0,2460.62435921,914.642380231,1.781,,,2460.62435921,914.642380231,1.781,,2460.62435921,914.642380231,1.781,
2166.9756,124.703,333.642,76.534,1.852,2444.20743687,913.554048951,2.6754929713,4526.67217308,1691.90209866,0.343679978005,2.70498879648,1.09,0.528170101452,1.0,2444.20743687,913.554048951,1.852,,,2444.20743687,913.554048951,1.852,,2444.20743687,913.554048951,1.852,
2167.1279,125.897,341.019,78.892,1.908,2421.02671231,893.79184151,2.70871426642,4619.31896709,1705.3548336,0.376094576947,2.71017513231,1.09,0.495116309536,1.0,2421.02671231,893.79184151,1.908,,,2421.02671231,893.79184151,1.908,,2421.02671231,893.79184151,1.908,
2167.2805,126.818,342.339,78.545,1.936,2403.44430601,890.345534689,2.69945118201,4653.06817644,1723.70895516,0.371324489656,2.70941191834,1.09,0.477588135288,1.0,2403.44430601,890.345534689,1.936,,,2403.44430601,890.345534689,1.936,,2403.44430601,890.345534689,1.936,
2167.4329,127.192,338.351,78.955,1.977,2396.37713064,900.839660589,2.66015944399,4737.63758727,1780.96000898,0.37696061585,2.71031369854,1.09,0.452575139739,1.0,2396.37713064,900.839660589,1.977,,,2396.37713064,900.839660589,1.977,,2396.37713064,900.839660589,1.977,
2167.5852,127.446,337.02,80.448,2.019,2391.60114872,904.397365142,2.6444141048,4828.64271927,1825.97828022,0.397484363186,2.71359749811,1.09,0.427813850981,1.0,2391.60114872,904.397365142,2.019,,,2391.60114872,904.397365142,2.019,,2391.60114872,904.397365142,2.019,
2167.7375,127.917,343.874,80.211,2.032,2382.79509369,886.371170836,2.68825879281,4841.83963039,1801.10621914,0.394226407313,2.71307622517,1.09,0.419620603523,1.0,2382.79509369,886.371170836,2.032,,,2382.79509369,886.371170836,2.032,,2382.79509369,886.371170836,2.032,
2167.8901,129.037,359.056,80.618,2.026,2362.11319234,848.892651843,2.78258174012,4785.64132768,1719.85651263,0.39982129356,2.71397140697,1.09,0.423635172403,1.0,2362.11319234,848.892651843,2.026,,,2362.11319234,848.892651843,2.026,,2362.11319234,848.892651843,2.026,
2168.0425,130.125,361.155,82.863,2.018,2342.36311239,843.958964987,2.77544668588,4726.88876081,1703.10919134,0.430682521135,2.71890920338,1.09,0.430293598886,1.0,2342.36311239,843.958964987,2.018,,,2342.36311239,843.958964987,2.018,,2342.36311239,843.958964987,2.018,
2168.1948,130.23,360.289,85.158,1.992,2340.47454504,845.98752668,2.76655916456,4662.22529371,1685.20715315,0.462231081174,2.72395697299,1.09,0.447965879817,1.0,2340.47454504,845.98752668,1.992,,,2340.47454504,845.98752668,1.992,,2340.47454504,845.98752668,1.992,
2168.3472,129.719,360.426,84.677,1.927,2349.6943393,845.665961945,2.77851355623,4527.86099184,1629.59830867,0.455618942883,2.72289903086,1.09,0.487414724254,1.0,2349.6943393,845.665961945,1.927,,,2349.6943393,845.665961945,1.927,,2349.6943393,845.665961945,1.927,
2168.4995,129.628,362.427,81.604,1.836,2351.34384547,840.996945592,2.79590057704,4317.06730027,1544.07039211,0.413375489724,2.71614007836,1.09,0.541244933367,1.0,2351.34384547,840.996945592,1.836,,,2351.34384547,840.996945592,1.836,,2351.34384547,840.996945592,1.836,
2168.6521,133.642,354.367,80.608,1.767,2280.72013289,860.125237395,2.65161401356,4030.03247482,1519.84129448,0.399683827067,2.71394941233,1.09,0.583115092835,1.0,2280.72013289,860.125237395,1.767,,,2280.72013289,860.125237395,1.767,,2280.72013289,860.125237395,1.767,
2168.8044,141.165,344.677,80.037,1.753,2159.175433,884.306176507,2.44166046825,3785.03453406,1550.18872742,0.391834490343,2.71269351845,1.09,0.591420072577,1.0,2159.175433,884.306176507,1.753,,,2159.175433,884.306176507,1.753,,2159.175433,884.306176507,1.753,
2168.9568,149.721,338.581,77.553,1.784,2035.78656301,900.227715081,2.26141289465,3631.8432284,1606.00624371,0.357687813595,2.70723005018,1.09,0.570871194284,1.0,2035.78656301,900.227715081,1.784,,,2035.78656301,900.227715081,1.784,,2035.78656301,900.227715081,1.784,
2169.1091,153.736,338.102,79.757,1.779,1982.6195556,901.503096699,2.19923765416,3527.08018942,1603.77400903,0.387985428552,2.71207766857,1.09,0.575236122566,1.0,1982.6195556,901.503096699,1.779,,,1982.6195556,901.503096699,1.779,,1982.6195556,901.503096699,1.779,
2169.2617,151.474,339.965,84.869,1.717,2012.22652072,896.562881473,2.24437857322,3454.99293608,1539.39846749,0.458258299539,2.72332132793,1.09,0.616119627363,1.0,2012.22652072,896.562881473,1.717,,,2012.22652072,896.562881473,1.717,,2012.22652072,896.562881473,1.717,
2169.4141,140.63,336.997,82.695,1.692,2167.38960393,904.45909014,2.39633790799,3667.22320984,1530.34478052,0.428373084061,2.71853969345,1.09,0.630343673893,1.0,2167.38960393,904.45909014,1.692,,,2167.38960393,904.45909014,1.692,,2167.38960393,904.45909014,1.692,
2169.5664,128.941,331.205,79.2,1.713,2363.87184836,920.275962017,2.56865543155,4049.31247625,1576.43272294,0.380328544917,2.71085256719,1.09,0.615634381182,1.0,2363.87184836,920.275962017,1.713,,,2363.87184836,920.275962017,1.713,,2363.87184836,920.275962017,1.713,
2169.7188,125.016,335.084,78.509,1.715,2438.08792475,909.62266178,2.6803289179,4181.32079094,1560.00286495,0.370829610282,2.70933273765,1.09,0.614038557073,1.0,2438.08792475,909.62266178,1.715,,,2438.08792475,909.62266178,1.715,,2438.08792475,909.62266178,1.715,
2169.8713,123.756,343.077,76.693,1.719,2462.91088917,888.430294074,2.772204984,4233.74381848,1527.21167551,0.345865695237,2.70533851124,1.09,0.610607934112,1.0,2462.91088917,888.430294074,1.719,,,2462.91088917,888.430294074,1.719,,2462.91088917,888.430294074,1.719,
2170.0237,120.924,350.681,74.616,1.787,2520.59144587,869.165994166,2.90001157752,4504.29691376,1553.19963157,0.317313904736,2.70077022476,1.09,0.567287755083,1.0,2520.59144587,869.165994166,1.787,,,2520.59144587,869.165994166,1.787,,2520.59144587,869.165994166,1.787,
2170.176,117.799,349.042,73.72,1.922,2587.45829761,873.247345592,2.96303024644,4973.094848,1678.38139823,0.304996907004,2.69879950512,1.09,0.482844196961,1.0,2587.45829761,873.247345592,1.922,,,2587.45829761,873.247345592,1.922,,2587.45829761,873.247345592,1.922,
2170.3284,114.495,339.315,73.954,2.055,2662.12498362,898.280358958,2.9635791956,5470.66684135,1845.96613766,0.308213622929,2.69931417967,1.09,0.40036568857,1.0,2662.12498362,898.280358958,2.055,,,2662.12498362,898.280358958,2.055,,2662.12498362,898.280358958,2.055,
2170.4807,112.356,324.467,74.252,2.141,2712.80572466,939.386748113,2.88784755598,5808.1170565,2011.22702771,0.312310124407,2.69996961991,1.09,0.347192650715,1.0,2712.80572466,939.386748113,2.141,,,2712.80572466,939.386748113,2.141,,2712.80572466,939.386748113,2.141,
2170.6333,112.751,307.188,77.256,2.205,2703.30196628,992.226258838,2.72448137932,5960.78083565,2187.85890074,0.353605058767,2.7065768094,1.09,0.310270941959,1.0,2703.30196628,992.226258838,2.205,,,2703.30196628,992.226258838,2.205,,2703.30196628,992.226258838,2.205,
2170.7856,115.421,299.483,80.749,2.261,2640.76727805,1017.75392927,2.59470113757,5970.77481567,2301.14163408,0.401622104612,2.71425953674,1.09,0.279056103096,1.0,2640.76727805,1017.75392927,2.261,,,2640.76727805,1017.75392927,2.261,,2640.76727805,1017.75392927,2.261,
2170.938,119.274,299.903,81.841,2.276,2555.46053624,1016.32861292,2.51440380972,5816.22818049,2313.163923,0.416633445598,2.7166613513,1.09,0.270899256901,1.0,2555.46053624,1016.32861292,2.276,,,2555.46053624,1016.32861292,2.276,,2555.46053624,1016.32861292,2.276,
2171.0903,122.821,304.941,81.74,2.244,2481.66030239,999.537615473,2.48280831454,5568.84571857,2242.96240912,0.415245034023,2.71643920544,1.09,0.29047455562,1.0,2481.66030239,999.537615473,2.244,,,2481.66030239,999.537615473,2.244,,2481.66030239,999.537615473,2.244,
2171.2429,126.972,300.769,78.826,2.199,2400.52925054,1013.40231207,2.36878209369,5278.76382194,2228.47168425,0.375187298096,2.7100299677,1.09,0.315444762063,1.0,2400.52925054,1013.40231207,2.199,,,2400.52925054,1013.40231207,2.199,,2400.52925054,1013.40231207,2.199,
2171.3953,131.472,296.239,78.1,2.17,2318.36436656,1028.89896334,2.25324783984,5030.85067543,2232.71075044,0.365207230738,2.70843315692,1.09,0.332687917704,1.0,2318.36436656,1028.89896334,2.17,,,2318.36436656,1028.89896334,2.17,,2318.36436656,1028.89896334,2.17,
2171.5476,135.179,288.084,80.136,2.177,2254.78809578,1058.02474278,2.13112983526,4908.67368452,2303.31986504,0.393195408619,2.71291126538,1.09,0.330215999366,1.0,2254.78809578,1058.02474278,2.177,,,2254.78809578,1058.02474278,2.177,,2254.78809578,1058.02474278,2.177,
2171.7,135.785,287.834,81.014,2.205,2244.72511691,1058.94369671,2.11977758957,4949.61888279,2334.97085125,0.405264966664,2.71484239467,1.09,0.313779598772,1.0,2244.72511691,1058.94369671,2.205,,,2244.72511691,1058.94369671,2.205,,2244.72511691,1058.94369671,2.205,
2171.8525,131.577,281.599,82.962,2.215,2316.51428441,1082.39020735,2.14018407472,5131.07913997,2397.49430928,0.432043439412,2.71912695031,1.09,0.30944608105,1.0,2316.51428441,1082.39020735,2.215,,,2316.51428441,1082.39020735,2.215,,2316.51428441,1082.39020735,2.215,
2172.0049,124.137,270.669,80.513,2.203,2455.35174847,1126.09866664,2.18040551971,5409.13990188,2480.7953626,0.398377895388,2.71374046326,1.09,0.314545627714,1.0,2455.35174847,1126.09866664,2.203,,,2455.35174847,1126.09866664,2.203,,2455.35174847,1126.09866664,2.203,
2172.1572,115.482,259.923,75.045,2.189,2639.37236972,1172.65497859,2.2507663532,5777.58611732,2566.94174813,0.323211217266,2.70171379476,1.09,0.318117147367,1.0,2639.37236972,1172.65497859,2.189,,,2639.37236972,1172.65497859,2.189,,2639.37236972,1172.65497859,2.189,
2172.3096,110.394,247.288,72.582,2.176,2761.01962063,1232.57092944,2.24004927804,6007.97869449,2682.07434247,0.289353220153,2.69629651522,1.09,0.323910629384,1.0,2761.01962063,1232.57092944,2.176,,,2761.01962063,1232.57092944,2.176,,2761.01962063,1232.57092944,2.176,
2172.4619,108.642,237.817,70.448,2.158,2805.54481692,1281.65774524,2.18899688886,6054.36571492,2765.81741423,0.260017870644,2.6916028593,1.09,0.333168023648,1.0,2805.54481692,1281.65774524,2.158,,,2805.54481692,1281.65774524,2.158,,2805.54481692,1281.65774524,2.158,
2172.6145,108.758,231.757,64.04,2.137,2802.55245591,1315.17063131,2.13094209162,5989.05459828,2810.5196391,0.171929342223,2.67750869476,1.09,0.340476053165,1.0,2802.55245591,1315.17063131,2.137,11.856222488885425,7.947817579173292,2651.3688282605417,1344.404999102607,2.0450714656454503,9.447937578794551,2640.7153344123776,1409.24389362438,1.8612143969363502,8.050533372107482
2172.7668,109.692,233.984,59.325,2.127,2778.68942129,1302.65317287,2.13309995259,5910.27239908,2770.74329869,0.107113890989,2.66713822256,1.09,0.342479951873,1.0,2778.68942129,1302.65317287,2.127,11.610387993272953,7.229729590050416,2597.3111906430568,1331.9270941279933,2.03453041299429,8.912570486934232,2563.7941611329234,1396.9300725542591,1.84959123898287,7.345014724495407
2172.9192,111.185,238.154,59.446,2.137,2741.37698431,1279.84413447,2.14196159554,5858.32261546,2735.02691536,0.108777235549,2.66740435769,1.09,0.33625135819,1.0,2741.37698431,1279.84413447,2.137,11.392659911054665,6.807312445279072,2544.0110172532754,1307.9285376039427,2.0462121332886998,8.575857797684186,2493.7696362918937,1370.1315424594293,1.8646363998661,6.928752191128119
