%Depth:M	   Sw_deep:fract	Sw_x:fract
2120.0300	1.0000	1.0000
2120.1824	1.0000	1.0000
2120.3347	1.0000	1.0000
2120.4873	1.0000	1.0000
2120.6396	1.0000	1.0000
2120.7920	1.0000	1.0000
2120.9443	1.0000	1.0000
2121.0969	1.0000	1.0000
2121.2493	1.0000	1.0000
2121.4016	1.0000	1.0000
2121.5540	1.0000	0.9960
2121.7065	1.0000	0.9910
2121.8589	1.0000	0.9760
2122.0112	1.0000	0.9480
2122.1636	1.0000	1.0000
2122.3159	1.0000	1.0000
2122.4685	1.0000	1.0000
2122.6208	1.0000	1.0000
2122.7732	1.0000	1.0000
2122.9255	1.0000	1.0000
2123.0781	1.0000	0.9690
2123.2305	1.0000	0.8960
2123.3828	1.0000	1.0000
2123.5352	1.0000	1.0000
2123.6877	1.0000	1.0000
2123.8401	1.0000	1.0000
2123.9924	1.0000	1.0000
2124.1448	1.0000	1.0000
2124.2971	1.0000	1.0000
2124.4497	1.0000	1.0000
2124.6021	1.0000	1.0000
2124.7544	1.0000	1.0000
2124.9067	1.0000	1.0000
2125.0593	1.0000	1.0000
2125.2117	1.0000	1.0000
2125.3640	1.0000	1.0000
2125.5164	1.0000	1.0000
2125.6689	1.0000	1.0000
2125.8213	1.0000	0.9940
2125.9736	1.0000	0.9660
2126.1260	1.0000	1.0000
2126.2783	1.0000	1.0000
2126.4309	1.0000	1.0000
2126.5833	1.0000	1.0000
2126.7356	1.0000	1.0000
2126.8879	1.0000	1.0000
2127.0405	1.0000	1.0000
2127.1929	1.0000	1.0000
2127.3452	1.0000	1.0000
2127.4976	1.0000	0.9320
2127.6501	1.0000	1.0000
2127.8025	1.0000	1.0000
2127.9548	1.0000	1.0000
2128.1072	1.0000	0.9860
2128.2595	1.0000	0.9450
2128.4121	1.0000	1.0000
2128.5645	1.0000	1.0000
2128.7168	1.0000	1.0000
2128.8691	1.0000	1.0000
2129.0217	0.8850	1.0000
2129.1741	0.8830	1.0000
2129.3264	0.8410	1.0000
2129.4788	0.8650	1.0000
2129.6313	0.7740	1.0000
2129.7837	0.7310	1.0000
2129.9360	0.6840	1.0000
2130.0884	0.6740	1.0000
2130.2407	0.6800	1.0000
2130.3933	0.6650	1.0000
2130.5457	0.7050	1.0000
2130.6980	0.7400	1.0000
2130.8503	0.7550	1.0000
2131.0029	0.7450	1.0000
2131.1553	0.7170	1.0000
2131.3076	0.7000	1.0000
2131.4600	0.6990	1.0000
2131.6123	0.6910	1.0000
2131.7649	0.6800	1.0000
2131.9172	0.6680	1.0000
2132.0696	0.6620	1.0000
2132.2219	0.6570	1.0000
2132.3745	0.6470	1.0000
2132.5269	0.6430	1.0000
2132.6792	0.6230	1.0000
2132.8315	0.6120	0.9690
2132.9841	0.6170	0.9770
2133.1365	0.6170	1.0000
2133.2888	0.6340	0.9400
2133.4412	0.6270	0.8850
2133.5935	0.6030	1.0000
2133.7461	0.5900	0.9790
2133.8984	0.5490	0.9840
2134.0508	0.5370	0.9500
2134.2031	0.5430	0.9750
2134.3557	0.5520	0.9640
2134.5081	0.5740	0.9710
2134.6604	0.6120	0.9840
2134.8127	0.6290	1.0000
2134.9653	0.6280	1.0000
2135.1177	0.6000	0.9350
2135.2700	0.5040	0.8740
2135.4224	0.4050	0.8360
2135.5747	0.3820	0.7890
2135.7273	0.4000	0.8260
2135.8796	0.3710	0.8300
2136.0320	0.3200	0.8430
2136.1843	0.3030	0.8030
2136.3369	0.2950	0.7850
2136.4893	0.2880	0.7710
2136.6416	0.2870	0.7590
2136.7939	0.2830	0.7610
2136.9465	0.2890	0.7640
2137.0989	0.2930	0.7810
2137.2512	0.2920	0.7950
2137.4036	0.2870	0.7620
2137.5559	0.2720	0.7840
2137.7085	0.2650	0.8100
2137.8608	0.2660	0.7900
2138.0132	0.2690	0.7720
2138.1655	0.2870	0.7120
2138.3181	0.3010	0.7110
2138.4705	0.2930	0.7080
2138.6228	0.2840	0.7440
2138.7751	0.2570	0.7010
2138.9277	0.2100	0.7460
2139.0801	0.2010	0.7810
2139.2324	0.2080	0.7590
2139.3848	0.2630	0.7260
2139.5371	0.3740	0.7090
2139.6897	0.5130	0.9330
2139.8420	0.6580	1.0000
2139.9944	0.7710	1.0000
2140.1467	0.7400	1.0000
2140.2993	0.6530	0.9390
2140.4517	0.5670	0.8340
2140.6040	0.5150	1.0000
2140.7563	0.5500	1.0000
2140.9089	0.6300	1.0000
2141.0613	0.7920	1.0000
2141.2136	0.7270	1.0000
2141.3660	0.5880	0.9460
2141.5183	0.4730	0.8050
2141.6709	0.3860	0.7710
2141.8232	0.2830	0.7700
2141.9756	0.2270	0.7570
2142.1279	0.2100	0.7400
2142.2805	0.2010	0.7110
2142.4329	0.1990	0.7270
2142.5852	0.1940	0.7710
2142.7375	0.1960	0.7340
2142.8901	0.1920	0.7460
2143.0425	0.1940	0.7650
2143.1948	0.1980	0.7780
2143.3472	0.2070	0.7910
2143.4995	0.2110	0.7980
2143.6521	0.2180	0.8370
2143.8044	0.2180	0.8410
2143.9568	0.2210	0.8620
2144.1091	0.2220	0.8900
2144.2617	0.2230	0.9210
2144.4141	0.2320	0.9560
2144.5664	0.2500	0.9200
2144.7188	0.2620	0.8780
2144.8713	0.2610	0.8960
2145.0237	0.2480	0.9180
2145.1760	0.2360	0.8800
2145.3284	0.2310	0.8640
2145.4807	0.2080	0.8590
2145.6333	0.2100	0.8820
2145.7856	0.2120	0.8700
2145.9380	0.2050	0.8430
2146.0903	0.2070	0.8380
2146.2429	0.2030	0.8610
2146.3953	0.2060	0.8620
2146.5476	0.2060	0.9080
2146.7000	0.1980	0.9110
2146.8525	0.1930	0.8830
2147.0049	0.1960	0.8350
2147.1572	0.2000	0.8380
2147.3096	0.2070	0.8800
2147.4619	0.2250	0.8930
2147.6145	0.2610	0.9740
2147.7668	0.2970	0.9580
2147.9192	0.3060	0.9410
2148.0715	0.3020	0.9580
2148.2241	0.2980	0.9630
2148.3765	0.3020	0.9110
2148.5288	0.3250	0.8880
2148.6812	0.3750	0.9260
2148.8337	0.4290	0.9450
2148.9861	0.4500	0.9840
2149.1384	0.4840	1.0000
2149.2908	0.5170	1.0000
2149.4431	0.5740	1.0000
2149.5957	0.5180	1.0000
2149.7480	0.4310	1.0000
2149.9004	0.3830	1.0000
2150.0527	0.3650	0.9790
2150.2053	0.3490	0.9570
2150.3577	0.3270	0.9600
2150.5100	0.2900	0.9040
2150.6624	0.2390	0.9000
2150.8149	0.2040	0.8700
2150.9673	0.2010	0.8000
2151.1196	0.2030	0.7890
2151.2720	0.2050	0.8250
2151.4243	0.2020	0.8660
2151.5769	0.2020	0.9180
2151.7292	0.2050	0.9370
2151.8816	0.2060	0.9440
2152.0339	0.2130	0.8980
2152.1865	0.2210	0.8760
2152.3389	0.2340	0.8930
2152.4912	0.2580	0.8690
2152.6436	0.2740	0.8810
2152.7961	0.2840	0.8730
2152.9485	0.2980	0.8410
2153.1008	0.3260	0.8540
2153.2532	0.3520	0.8690
2153.4055	0.3810	0.8980
2153.5581	0.3910	0.9190
2153.7104	0.4100	0.8990
2153.8628	0.4350	0.8980
2154.0151	0.4820	0.9060
2154.1677	0.5320	0.9010
2154.3201	0.5760	0.8930
2154.4724	0.5990	0.9210
2154.6248	0.6170	0.9880
2154.7773	0.6080	1.0000
2154.9297	0.4490	0.9880
2155.0820	0.3190	0.9230
2155.2344	0.2770	0.9400
2155.3867	0.2660	0.9070
2155.5393	0.2700	0.9550
2155.6917	0.2820	1.0000
2155.8440	0.3050	0.9430
2155.9963	0.3260	0.9160
2156.1489	0.3480	0.9200
2156.3013	0.3980	0.9230
2156.4536	0.4220	0.9230
2156.6060	0.4340	0.9500
2156.7585	0.4480	0.9960
2156.9109	0.4810	1.0000
2157.0632	0.5370	0.9300
2157.2156	0.5720	1.0000
2157.3679	0.5620	1.0000
2157.5205	0.5270	1.0000
2157.6729	0.5150	0.9990
2157.8252	0.5220	1.0000
2157.9775	0.5210	1.0000
2158.1301	0.5130	1.0000
2158.2825	0.5260	0.9910
2158.4348	0.4990	0.9930
2158.5872	0.4600	0.9530
2158.7397	0.4430	0.9580
2158.8921	0.4570	0.9490
2159.0444	0.4740	0.9380
2159.1968	0.5150	0.9470
2159.3491	0.5270	0.9640
2159.5017	0.5600	0.9540
2159.6541	0.6210	1.0000
2159.8064	0.7050	1.0000
2159.9587	0.7780	0.9460
2160.1113	0.8780	0.8720
2160.2637	0.9090	1.0000
2160.4160	0.9870	1.0000
2160.5684	1.0000	1.0000
2160.7209	0.9850	1.0000
2160.8733	0.8400	1.0000
2161.0256	0.6880	1.0000
2161.1780	0.6590	0.9930
2161.3303	0.6940	0.9750
2161.4829	0.7510	0.9740
2161.6353	0.8000	0.9900
2161.7876	0.9020	1.0000
2161.9399	0.9820	1.0000
2162.0925	0.9560	1.0000
2162.2449	0.9150	1.0000
2162.3972	0.9370	1.0000
2162.5496	0.9910	1.0000
2162.7021	0.9600	1.0000
2162.8545	0.8800	1.0000
2163.0068	0.8590	1.0000
2163.1592	0.9730	1.0000
2163.3115	1.0000	1.0000
2163.4641	1.0000	1.0000
2163.6165	1.0000	1.0000
2163.7688	1.0000	1.0000
2163.9211	1.0000	1.0000
2164.0737	0.9790	1.0000
2164.2261	0.9160	1.0000
2164.3784	0.9160	1.0000
2164.5308	0.9400	1.0000
2164.6831	1.0000	1.0000
2164.8357	1.0000	1.0000
2164.9880	1.0000	1.0000
2165.1404	1.0000	1.0000
2165.2927	0.9820	1.0000
2165.4453	0.9970	1.0000
2165.5977	1.0000	1.0000
2165.7500	1.0000	1.0000
2165.9023	1.0000	1.0000
2166.0549	1.0000	1.0000
2166.2073	0.9720	1.0000
2166.3596	0.9590	1.0000
2166.5120	0.9880	1.0000
2166.6643	0.9550	1.0000
2166.8169	1.0000	1.0000
2166.9692	0.9380	0.9990
2167.1216	0.9120	1.0000
2167.2739	0.9860	1.0000
2167.4265	0.9760	1.0000
2167.5789	0.9950	1.0000
2167.7312	0.9990	1.0000
2167.8835	1.0000	1.0000
2168.0361	0.9950	1.0000
2168.1885	0.9720	1.0000
2168.3408	0.9860	1.0000
2168.4932	1.0000	1.0000
2168.6455	1.0000	1.0000
2168.7981	0.9640	1.0000
2168.9504	1.0000	1.0000
2169.1028	0.9890	1.0000
2169.2551	0.9650	1.0000
2169.4077	1.0000	1.0000
2169.5601	0.9770	1.0000
2169.7124	0.9170	1.0000
2169.8647	0.8990	1.0000
2170.0173	0.9060	1.0000
2170.1697	0.9130	1.0000
2170.3220	0.9650	1.0000
2170.4744	1.0000	1.0000
2170.6267	1.0000	1.0000
2170.7793	0.9920	1.0000
2170.9316	0.9330	1.0000
2171.0840	0.9550	1.0000
2171.2363	0.9780	1.0000
2171.3889	0.9970	1.0000
2171.5413	1.0000	1.0000
2171.6936	1.0000	1.0000
2171.8459	1.0000	1.0000
2171.9985	1.0000	1.0000
2172.1509	0.9560	1.0000
2172.3032	0.9290	0.9260
2172.4556	0.9490	0.9930
2172.6079	0.9690	1.0000
2172.7605	0.9610	1.0000
2172.9128	1.0000	1.0000
2173.0652	1.0000	1.0000
2173.2175	1.0000	1.0000
2173.3701	1.0000	1.0000
2173.5225	1.0000	1.0000
2173.6748	0.9860	1.0000
2173.8271	0.9280	1.0000
2173.9797	0.9190	1.0000
2174.1321	1.0000	1.0000
2174.2844	1.0000	1.0000
2174.4368	1.0000	1.0000
2174.5891	0.9840	1.0000
2174.7417	0.8870	1.0000
2174.8940	0.9370	1.0000
2175.0464	0.9820	1.0000
2175.1987	0.9450	1.0000
2175.3513	0.9550	1.0000
2175.5037	0.9480	1.0000
2175.6560	0.9030	1.0000
2175.8083	0.9180	1.0000
2175.9609	0.9440	1.0000
2176.1133	0.9720	1.0000
2176.2656	0.9920	1.0000
2176.4180	0.9480	1.0000
2176.5703	0.9400	1.0000
2176.7229	0.9490	1.0000
2176.8752	0.9340	1.0000
2177.0276	0.9920	1.0000
2177.1799	0.9930	1.0000
2177.3325	0.9480	1.0000
2177.4849	0.9720	1.0000
2177.6372	0.9960	1.0000
2177.7896	1.0000	1.0000
2177.9421	0.9500	1.0000
2178.0945	0.9260	1.0000
2178.2468	0.9170	1.0000
2178.3992	0.9380	1.0000
2178.5515	0.9600	1.0000
2178.7041	0.9540	1.0000
2178.8564	0.9340	1.0000
2179.0088	0.9770	1.0000
2179.1611	0.9870	1.0000
2179.3137	0.9930	1.0000
2179.4661	1.0000	1.0000
2179.6184	1.0000	1.0000
2179.7708	1.0000	1.0000
2179.9233	1.0000	1.0000
2180.0757	1.0000	1.0000
2180.2280	1.0000	1.0000
2180.3804	0.9670	1.0000
2180.5327	0.9460	1.0000
2180.6853	0.9310	1.0000
2180.8376	0.9600	1.0000
2180.9900	0.9880	1.0000
2181.1423	1.0000	1.0000
2181.2949	0.9260	1.0000
2181.4473	0.8550	1.0000
2181.5996	0.8460	1.0000
2181.7520	0.9280	1.0000
2181.9045	0.9790	1.0000
2182.0569	1.0000	1.0000
2182.2092	1.0000	1.0000
2182.3616	1.0000	1.0000
2182.5139	1.0000	1.0000
2182.6665	0.9710	1.0000
2182.8188	0.9610	1.0000
2182.9712	1.0000	1.0000
2183.1235	1.0000	1.0000
2183.2761	0.9420	1.0000
2183.4285	0.9340	1.0000
2183.5808	0.8930	1.0000
2183.7332	0.9710	1.0000
2183.8857	1.0000	1.0000
2184.0381	0.9860	1.0000
2184.1904	0.9360	1.0000
2184.3428	0.9800	1.0000
2184.4951	1.0000	1.0000
2184.6477	1.0000	1.0000
2184.8000	1.0000	1.0000
2184.9524	1.0000	1.0000
2185.1047	1.0000	1.0000
2185.2573	1.0000	1.0000
2185.4097	1.0000	1.0000
2185.5620	1.0000	1.0000
2185.7144	1.0000	1.0000
2185.8669	1.0000	1.0000
2186.0193	0.9880	1.0000
2186.1716	0.9530	1.0000
2186.3240	0.9350	1.0000
2186.4763	0.9500	1.0000
2186.6289	0.9540	1.0000
2186.7812	0.9740	1.0000
2186.9336	0.9810	1.0000
2187.0859	0.9580	1.0000
2187.2385	0.9330	1.0000
2187.3909	0.9440	1.0000
2187.5432	0.9830	1.0000
2187.6956	0.9910	1.0000
2187.8481	1.0000	1.0000
2188.0005	1.0000	1.0000
2188.1528	1.0000	1.0000
2188.3052	1.0000	1.0000
2188.4575	1.0000	1.0000
2188.6101	1.0000	1.0000
2188.7625	0.9530	1.0000
2188.9148	1.0000	1.0000
2189.0671	1.0000	1.0000
2189.2197	1.0000	1.0000
2189.3721	1.0000	1.0000
2189.5244	0.9810	1.0000
2189.6768	0.9530	1.0000
2189.8293	0.9930	1.0000
2189.9817	1.0000	1.0000
2190.1340	1.0000	1.0000
2190.2864	0.9450	1.0000
2190.4387	0.9130	1.0000
2190.5913	0.8920	0.9350
2190.7437	0.8700	1.0000
2190.8960	0.8560	1.0000
2191.0483	0.8690	1.0000
2191.2009	0.9240	1.0000
2191.3533	0.9640	1.0000
2191.5056	1.0000	1.0000
2191.6580	1.0000	1.0000
2191.8105	0.9640	1.0000
2191.9629	0.9280	1.0000
2192.1152	0.9540	1.0000
2192.2676	1.0000	1.0000
2192.4199	1.0000	1.0000
2192.5725	1.0000	1.0000
2192.7249	1.0000	1.0000
2192.8772	0.8580	1.0000
2193.0295	0.7950	1.0000
2193.1821	0.8200	1.0000
2193.3345	0.8640	1.0000
2193.4868	0.9120	1.0000
2193.6392	0.9190	1.0000
2193.7917	0.9980	1.0000
2193.9441	1.0000	1.0000
2194.0964	0.9580	1.0000
2194.2488	0.9280	1.0000
2194.4011	0.9460	1.0000
2194.5537	0.9350	1.0000
2194.7061	0.9030	1.0000
2194.8584	0.9040	1.0000
2195.0107	0.9470	1.0000
2195.1633	1.0000	1.0000
2195.3157	1.0000	1.0000
2195.4680	1.0000	1.0000
2195.6204	0.9900	1.0000
2195.7729	0.9710	1.0000
2195.9253	0.9880	1.0000
2196.0776	0.9390	1.0000
2196.2300	0.9650	1.0000
2196.3823	0.9930	1.0000
2196.5349	1.0000	1.0000
2196.6873	1.0000	1.0000
2196.8396	1.0000	1.0000
2196.9919	1.0000	1.0000
2197.1445	1.0000	1.0000
2197.2969	1.0000	1.0000
2197.4492	0.9910	1.0000
2197.6016	0.9980	1.0000
2197.7539	1.0000	1.0000
2197.9065	1.0000	1.0000
2198.0588	1.0000	1.0000
2198.2112	1.0000	1.0000
2198.3635	1.0000	1.0000
2198.5161	1.0000	1.0000
2198.6685	1.0000	1.0000
2198.8208	0.9990	1.0000
2198.9731	0.9860	1.0000
2199.1257	0.9770	1.0000
2199.2781	0.9700	1.0000
2199.4304	0.9870	1.0000
2199.5828	0.9970	1.0000
2199.7351	1.0000	1.0000
2199.8877	1.0000	1.0000
2200.0400	1.0000	1.0000
2200.1924	1.0000	1.0000
2200.3447	1.0000	1.0000
2200.4973	1.0000	1.0000
2200.6497	0.8810	1.0000
2200.8020	0.8690	1.0000
2200.9543	0.9010	1.0000
2201.1069	0.9150	1.0000
2201.2593	0.9360	1.0000
2201.4116	1.0000	1.0000
2201.5640	1.0000	1.0000
2201.7163	1.0000	1.0000
2201.8689	1.0000	1.0000
2202.0212	1.0000	1.0000
2202.1736	1.0000	1.0000
2202.3259	0.9740	1.0000
2202.4785	0.9950	1.0000
2202.6309	1.0000	0.9990
2202.7832	1.0000	1.0000
2202.9355	1.0000	1.0000
2203.0881	1.0000	1.0000
2203.2405	1.0000	1.0000
2203.3928	1.0000	1.0000
2203.5452	1.0000	1.0000
2203.6975	1.0000	1.0000
2203.8501	1.0000	1.0000
2204.0024	1.0000	1.0000
2204.1548	1.0000	1.0000
2204.3071	1.0000	1.0000
2204.4597	1.0000	1.0000
2204.6121	1.0000	1.0000
2204.7644	1.0000	1.0000
2204.9167	1.0000	1.0000
2205.0693	1.0000	1.0000
2205.2217	1.0000	1.0000
2205.3740	1.0000	1.0000
2205.5264	0.9850	1.0000
2205.6787	0.9990	1.0000
2205.8313	1.0000	1.0000
2205.9836	1.0000	1.0000
2206.1360	1.0000	1.0000
2206.2883	0.9860	1.0000
2206.4409	0.9570	1.0000
2206.5933	1.0000	1.0000
2206.7456	1.0000	1.0000
2206.8979	1.0000	1.0000
2207.0505	1.0000	1.0000
2207.2029	1.0000	1.0000
2207.3552	1.0000	1.0000
2207.5076	1.0000	1.0000
2207.6599	0.9850	1.0000
2207.8125	0.9740	1.0000
2207.9648	1.0000	1.0000
2208.1172	1.0000	1.0000
2208.2695	1.0000	1.0000
2208.4221	1.0000	1.0000
2208.5745	1.0000	1.0000
2208.7268	1.0000	1.0000
2208.8792	1.0000	1.0000
2209.0317	1.0000	1.0000
2209.1841	1.0000	1.0000
2209.3364	1.0000	1.0000
2209.4888	0.9690	1.0000
2209.6411	0.9460	1.0000
2209.7937	0.9730	1.0000
2209.9460	0.9790	1.0000
2210.0984	0.9750	0.9980
2210.2507	0.9370	0.9410
2210.4033	0.8950	0.9770
2210.5557	0.8840	1.0000
2210.7080	0.9610	1.0000
2210.8604	1.0000	1.0000
2211.0129	1.0000	1.0000
2211.1653	1.0000	1.0000
2211.3176	1.0000	1.0000
2211.4700	1.0000	1.0000
2211.6223	0.9970	1.0000
2211.7749	0.9770	1.0000
2211.9272	0.9720	1.0000
2212.0796	0.9850	1.0000
2212.2319	1.0000	1.0000
2212.3845	1.0000	1.0000
2212.5369	1.0000	1.0000
2212.6892	1.0000	1.0000
2212.8416	1.0000	1.0000
2212.9941	0.9840	1.0000
2213.1465	0.9700	1.0000
2213.2988	0.9630	1.0000
2213.4512	0.9790	1.0000
2213.6035	1.0000	1.0000
2213.7561	1.0000	1.0000
2213.9084	1.0000	1.0000
2214.0608	0.9330	1.0000
2214.2131	0.8740	1.0000
2214.3657	0.8920	1.0000
2214.5181	0.8480	1.0000
2214.6704	0.8780	1.0000
2214.8228	0.9350	1.0000
2214.9753	1.0000	1.0000
2215.1277	1.0000	1.0000
2215.2800	1.0000	1.0000
2215.4324	1.0000	1.0000
2215.5847	1.0000	1.0000
2215.7373	0.9690	1.0000
2215.8896	0.9570	1.0000
2216.0420	0.9440	1.0000
2216.1943	0.9600	1.0000
2216.3469	0.9680	1.0000
2216.4993	0.9980	1.0000
2216.6516	0.9990	1.0000
2216.8040	0.9990	1.0000
2216.9565	0.9850	1.0000
2217.1089	0.9910	1.0000
2217.2612	1.0000	1.0000
2217.4136	1.0000	1.0000
2217.5659	1.0000	1.0000
2217.7185	0.9980	1.0000
2217.8708	0.9680	1.0000
2218.0232	0.9650	1.0000
2218.1755	1.0000	1.0000
2218.3281	1.0000	1.0000
2218.4805	1.0000	1.0000
2218.6328	1.0000	1.0000
2218.7852	1.0000	1.0000
2218.9377	1.0000	1.0000
2219.0901	1.0000	1.0000
2219.2424	1.0000	1.0000
2219.3948	0.9830	1.0000
2219.5471	0.9780	1.0000
2219.6997	0.9950	1.0000
2219.8521	1.0000	1.0000
2220.0044	1.0000	1.0000
2220.1567	1.0000	1.0000
2220.3093	0.9500	1.0000
2220.4617	0.8960	1.0000
2220.6140	0.9300	1.0000
2220.7664	0.9410	1.0000
2220.9189	1.0000	1.0000
2221.0713	1.0000	1.0000
2221.2236	1.0000	1.0000
2221.3760	1.0000	1.0000
2221.5283	1.0000	1.0000
2221.6809	0.9930	1.0000
2221.8333	0.8770	1.0000
2221.9856	0.8250	0.9430
2222.1379	0.8890	1.0000
2222.2905	1.0000	1.0000
2222.4429	1.0000	1.0000
2222.5952	1.0000	1.0000
2222.7476	1.0000	1.0000
2222.9001	1.0000	1.0000
2223.0525	1.0000	1.0000
2223.2048	1.0000	1.0000
2223.3572	1.0000	1.0000
2223.5095	1.0000	1.0000
2223.6621	1.0000	1.0000
2223.8145	1.0000	1.0000
2223.9668	1.0000	1.0000
2224.1191	1.0000	1.0000
2224.2717	0.9780	1.0000
2224.4241	0.9170	1.0000
2224.5764	0.9500	1.0000
2224.7288	1.0000	1.0000
2224.8813	1.0000	1.0000
2225.0337	1.0000	1.0000
2225.1860	1.0000	1.0000
2225.3384	1.0000	1.0000
2225.4907	1.0000	1.0000
2225.6433	1.0000	1.0000
2225.7957	1.0000	1.0000
2225.9480	0.9970	1.0000
2226.1003	0.9970	1.0000
2226.2529	0.9960	1.0000
2226.4053	0.9950	1.0000
2226.5576	0.9960	1.0000
2226.7100	0.9490	1.0000
2226.8625	0.9110	1.0000
2227.0149	0.9840	1.0000
2227.1672	1.0000	1.0000
2227.3196	1.0000	1.0000
2227.4719	1.0000	1.0000
2227.6245	1.0000	1.0000
2227.7769	1.0000	1.0000
2227.9292	1.0000	1.0000
2228.0815	1.0000	1.0000
2228.2341	1.0000	1.0000
2228.3865	1.0000	1.0000
2228.5388	1.0000	1.0000
2228.6912	1.0000	1.0000
2228.8435	1.0000	1.0000
2228.9961	1.0000	1.0000
2229.1484	1.0000	1.0000
2229.3008	1.0000	1.0000
2229.4531	0.9470	1.0000
2229.6057	0.9340	1.0000
2229.7581	0.9320	1.0000
2229.9104	0.9540	1.0000
2230.0627	0.9810	1.0000
2230.2153	1.0000	1.0000
2230.3677	1.0000	1.0000
2230.5200	1.0000	1.0000
2230.6724	1.0000	1.0000
2230.8247	1.0000	1.0000
2230.9773	1.0000	1.0000
2231.1296	1.0000	1.0000
2231.2820	1.0000	1.0000
2231.4343	1.0000	1.0000
2231.5869	1.0000	1.0000
2231.7393	1.0000	1.0000
2231.8916	1.0000	1.0000
2232.0439	1.0000	1.0000
2232.1965	1.0000	1.0000
2232.3489	1.0000	1.0000
2232.5012	1.0000	1.0000
2232.6536	1.0000	1.0000
2232.8059	1.0000	1.0000
2232.9585	1.0000	1.0000
2233.1108	1.0000	1.0000
2233.2632	1.0000	1.0000
2233.4155	1.0000	1.0000
2233.5681	1.0000	1.0000
2233.7205	1.0000	1.0000
2233.8728	1.0000	1.0000
2234.0251	1.0000	1.0000
2234.1777	1.0000	1.0000
2234.3301	1.0000	1.0000
2234.4824	1.0000	1.0000
2234.6348	1.0000	1.0000
2234.7871	1.0000	1.0000
2234.9397	1.0000	1.0000
2235.0920	1.0000	1.0000
2235.2444	1.0000	1.0000
2235.3967	1.0000	1.0000
2235.5493	1.0000	1.0000
2235.7017	0.9900	1.0000
2235.8540	0.9560	1.0000
2236.0063	0.9410	1.0000
2236.1589	0.9530	1.0000
2236.3113	0.9810	1.0000
2236.4636	0.9980	1.0000
2236.6160	1.0000	1.0000
2236.7683	1.0000	1.0000
2236.9209	1.0000	1.0000
2237.0732	1.0000	1.0000
2237.2256	1.0000	1.0000
2237.3779	1.0000	1.0000
2237.5305	1.0000	1.0000
2237.6829	1.0000	1.0000
2237.8352	1.0000	1.0000
2237.9875	1.0000	1.0000
2238.1401	1.0000	1.0000
2238.2925	1.0000	1.0000
2238.4448	1.0000	1.0000
2238.5972	1.0000	1.0000
2238.7495	1.0000	1.0000
2238.9021	1.0000	1.0000
2239.0544	1.0000	1.0000
2239.2068	1.0000	1.0000
2239.3591	1.0000	1.0000
2239.5117	1.0000	1.0000
2239.6641	1.0000	1.0000
2239.8164	1.0000	1.0000
2239.9688	1.0000	1.0000
2240.1213	1.0000	1.0000
2240.2737	1.0000	1.0000
2240.4260	1.0000	1.0000
2240.5784	1.0000	1.0000
2240.7307	1.0000	1.0000
2240.8833	1.0000	1.0000
2241.0356	1.0000	1.0000
2241.1880	1.0000	1.0000
2241.3403	1.0000	1.0000
2241.4929	1.0000	1.0000
2241.6453	1.0000	1.0000
2241.7976	1.0000	1.0000
2241.9500	1.0000	1.0000
2242.1025	1.0000	1.0000
2242.2549	1.0000	1.0000
2242.4072	1.0000	1.0000
2242.5596	1.0000	1.0000
2242.7119	1.0000	1.0000
2242.8645	1.0000	1.0000
2243.0168	1.0000	1.0000
2243.1692	1.0000	1.0000
2243.3215	1.0000	1.0000
2243.4741	1.0000	1.0000
2243.6265	1.0000	1.0000
2243.7788	1.0000	1.0000
2243.9312	1.0000	1.0000
2244.0837	1.0000	1.0000
2244.2361	1.0000	1.0000
2244.3884	1.0000	1.0000
2244.5408	1.0000	1.0000
2244.6931	1.0000	1.0000
2244.8457	1.0000	1.0000
2244.9980	1.0000	1.0000
2245.1504	1.0000	1.0000
2245.3027	1.0000	1.0000
2245.4553	1.0000	1.0000
2245.6077	1.0000	1.0000
2245.7600	0.9750	1.0000
2245.9124	1.0000	1.0000
2246.0649	1.0000	1.0000
2246.2173	1.0000	1.0000
2246.3696	1.0000	1.0000
2246.5220	1.0000	1.0000
2246.6743	1.0000	1.0000
2246.8269	1.0000	1.0000
2246.9792	1.0000	1.0000
2247.1316	1.0000	1.0000
2247.2839	1.0000	1.0000
2247.4365	1.0000	1.0000
2247.5889	1.0000	1.0000
2247.7412	1.0000	1.0000
2247.8936	1.0000	1.0000
2248.0461	1.0000	1.0000
2248.1985	1.0000	1.0000
2248.3508	1.0000	1.0000
2248.5032	1.0000	1.0000
2248.6555	1.0000	1.0000
2248.8081	1.0000	1.0000
2248.9604	1.0000	1.0000
2249.1128	1.0000	1.0000
2249.2651	1.0000	1.0000
2249.4177	1.0000	1.0000
2249.5701	1.0000	1.0000
2249.7224	1.0000	1.0000
2249.8748	1.0000	1.0000
2250.0273	1.0000	1.0000
2250.1797	1.0000	1.0000
2250.3320	1.0000	1.0000
2250.4844	1.0000	1.0000
2250.6367	1.0000	1.0000
2250.7893	1.0000	1.0000
2250.9417	1.0000	1.0000
2251.0940	1.0000	1.0000
2251.2463	1.0000	1.0000
2251.3989	1.0000	1.0000
2251.5513	1.0000	1.0000
2251.7036	1.0000	1.0000
2251.8560	1.0000	1.0000
2252.0085	1.0000	1.0000
2252.1609	1.0000	1.0000
2252.3132	1.0000	1.0000
2252.4656	1.0000	1.0000
2252.6179	1.0000	1.0000
2252.7705	1.0000	1.0000
2252.9229	1.0000	1.0000
