DEPTH,FACIES,PHIE,RHO,RHO_FRMB,RHO_FRMG,RHO_FRMO,VP,VP_FRMB,VP_FRMG,VP_FRMO,VS,VSH,VS_FRMB,VS_FRMG,VS_FRMO,WELL,IP,IS,VPVS,PR,IP_FRMB,IS_FRMB,VPVS_FRMB,PR_FRMB,IP_FRMO,IS_FRMO,VPVS_FRMO,PR_FRMO,IP_FRMG,IS_FRMG,VPVS_FRMG,PR_FRMG
2132.7344,SH,0.2977465330556617,2.2506879999999976,,,,2307.9,,,,932.3,0.5800308812501348,,,,qsiwell2_frm,5194.362835199995,2098.3164223999975,2.4754907218706426,0.40249713256188313,,,,,,,,,,,,
2132.8867,SH,0.2963044044860308,2.248965500000003,,,,2316.2,,,,884.6,0.5435621896417344,,,,qsiwell2_frm,5209.053891100006,1989.4348813000026,2.6183585801492195,0.41461459429079583,,,,,,,,,,,,
2135.7825,SH,0.2855190596012243,2.263350000000002,,,,2384.9,,,,910.9,0.5140071768842157,,,,qsiwell2_frm,5397.863415000005,2061.685515000002,2.618179822153914,0.41460094291299404,,,,,,,,,,,,
2135.6299,SH,0.2864694215039026,2.2642990000000003,,,,2372.0,,,,913.5,0.5359904973787242,,,,qsiwell2_frm,5370.917228,2068.4371365,2.5966064586754243,0.41292786313909713,,,,,,,,,,,,
2135.4775,SH,0.2842640387001931,2.2652250000000005,,,,2375.5,,,,947.5,0.512382564459788,,,,qsiwell2_frm,5381.041987500002,2146.3006875000005,2.5071240105540897,0.40540462724361487,,,,,,,,,,,,
2135.3252,SH,0.279434547785405,2.271235999999996,,,,2384.2,,,,956.2,0.4957382286505846,,,,qsiwell2_frm,5415.08087119999,2171.7558631999964,2.4934114202049775,0.40416132504971813,,,,,,,,,,,,
2135.1729,SH,0.2780382813871189,2.2691870000000005,,,,2371.6,,,,956.2,0.4581849494180552,,,,qsiwell2_frm,5381.603889200001,2169.7966094000008,2.480234260614934,0.4029420588919446,,,,,,,,,,,,
2135.0205,SH,0.2803402275715314,2.2662050000000007,,,,2393.8,,,,963.5,0.4649397974453196,,,,qsiwell2_frm,5424.841529000002,2183.488517500001,2.484483653347172,0.40333791620434634,,,,,,,,,,,,
2134.8679,SH,0.2831225028594412,2.262037000000002,,,,2396.7000000000007,,,,974.7,0.4682468820942072,,,,qsiwell2_frm,5421.4240779000065,2204.807463900002,2.458910433979687,0.40091633607493565,,,,,,,,,,,,
2134.7156,SH,0.2851146021172856,2.2549360000000074,,,,2393.8,,,,903.7,0.4346394143226829,,,,qsiwell2_frm,5397.865796800018,2037.7856632000069,2.6488879052783005,0.41689668465905816,,,,,,,,,,,,
2134.5632,SH,0.2885760326555741,2.252632000000001,,,,2369.5,,,,893.0,0.4639516428212439,,,,qsiwell2_frm,5337.611524000003,2011.600376000001,2.6534154535274355,0.4172269514864421,,,,,,,,,,,,
2134.4109,SH,0.294186623515399,2.245762999999984,,,,2342.3,,,,876.8000000000003,0.4843182924325054,,,,qsiwell2_frm,5260.250674899963,1969.0849983999867,2.671418795620437,0.41852004213040034,,,,,,,,,,,,
2134.2583,SH,0.2979888726682057,2.2435830000000005,,,,2334.4,,,,876.8000000000003,0.5203411232288945,,,,qsiwell2_frm,5237.420155200001,1967.1735744000011,2.662408759124087,0.4178768930040138,,,,,,,,,,,,
2134.106,SH,0.2983664561526104,2.2411200000000067,,,,2308.1,,,,850.4000000000003,0.5039282266198192,,,,qsiwell2_frm,5172.729072000016,1905.8484480000063,2.714134524929444,0.42146423610487793,,,,,,,,,,,,
2133.9536,SH,0.2970435586452871,2.2380719999999963,,,,2297.9,,,,846.7,0.4575314740294586,,,,qsiwell2_frm,5142.8656487999915,1894.975562399997,2.713948269753159,0.421451762593525,,,,,,,,,,,,
2133.8013,SH,0.296897883880465,2.2360130000000007,,,,2288.9,,,,824.1,0.4371137716534629,,,,qsiwell2_frm,5118.010155700002,1842.6983133000006,2.7774541924523724,0.4255315386507454,,,,,,,,,,,,
2133.6487,SH,0.2957717539002379,2.237051999999987,,,,2274.7000000000007,,,,853.8,0.430044665496613,,,,qsiwell2_frm,5088.622184399972,1909.9949975999887,2.664207074256267,0.41800589462681664,,,,,,,,,,,,
2133.4963,SH,0.2950022233588589,2.243148000000008,,,,2265.5,,,,853.8,0.4729755026144688,,,,qsiwell2_frm,5081.851794000018,1915.1997624000069,2.6534317170297497,0.4172281341258543,,,,,,,,,,,,
2133.344,SH,0.2971562393652574,2.2430799999999937,,,,2281.8,,,,861.5,0.503701325443223,,,,qsiwell2_frm,5118.259943999986,1932.4134199999946,2.648636099825885,0.4168782556893127,,,,,,,,,,,,
2133.1917,SH,0.2978385541021741,2.2437905000000065,,,,2315.0,,,,859.8,0.5199894264051705,,,,qsiwell2_frm,5194.375007500015,1929.2110719000054,2.6924866247964645,0.41999339753139814,,,,,,,,,,,,
2133.0393,SH,0.2995406231498554,2.245785999999999,,,,2285.3,,,,875.7,0.5627500876405794,,,,qsiwell2_frm,5132.294745799998,1966.6348001999993,2.609683681626128,0.4139481291301729,,,,,,,,,,,,
2129.5339,SH,0.2931603061257567,2.252135999999984,,,,2360.6,,,,825.7,0.5258094415848593,,,,qsiwell2_frm,5316.392241599962,1859.5886951999871,2.8589075935569817,0.43029758525830214,,,,,,,,,,,,
2135.9348,SH,0.28599523792726,2.2620439999999977,,,,2387.6,,,,918.6,0.5094203695993266,,,,qsiwell2_frm,5400.856254399994,2077.913618399998,2.5991726540387545,0.4131295704145427,,,,,,,,,,,,
2129.3816,SH,0.3029033657354924,2.2380800000000027,,,,2403.6,,,,858.0,0.5434078968416491,,,,qsiwell2_frm,5379.449088000007,1920.2726400000024,2.8013986013986014,0.426984212679217,,,,,,,,,,,,
2129.0769,SH,0.3141225708311253,2.218843500000011,,,,2263.7,,,,850.6,0.5364908144731184,,,,qsiwell2_frm,5022.796030950024,1887.3482811000092,2.6612979073595104,0.4177970470317159,,,,,,,,,,,,
2125.4192,SH,0.2882445285086154,2.2645440000000456,,,,2300.1,,,,941.5,0.5637949675588043,,,,qsiwell2_frm,5208.677654400105,2132.068176000043,2.4430164630908124,0.39936255110582886,,,,,,,,,,,,
2125.2668,SH,0.2809810282635002,2.275326000000001,,,,2329.0,,,,1003.3,0.5533268817765454,,,,qsiwell2_frm,5299.234254000003,2282.834575800001,2.32133957938802,0.3860689029032356,,,,,,,,,,,,
2125.1145,SH,0.2722030579002406,2.2952449999999547,,,,2357.9,,,,994.7,0.6001139043906512,,,,qsiwell2_frm,5411.958185499893,2283.080201499955,2.370463456318488,0.39175373449735174,,,,,,,,,,,,
2124.9619,SH,0.2716698038055804,2.298,,,,2390.1,,,,994.7,0.6161773731877687,,,,qsiwell2_frm,5492.4498,2285.8206,2.40283502563587,0.3952576027906393,,,,,,,,,,,,
2124.8096,SH,0.2750449954381572,2.2961919999999973,,,,2402.8,,,,1021.8,0.6488522771234829,,,,qsiwell2_frm,5517.290137599994,2346.248985599997,2.3515365042082603,0.3896179971102299,,,,,,,,,,,,
2124.6572,SH,0.2756156829420212,2.296,,,,2424.9,,,,1021.0,0.6553881655153322,,,,qsiwell2_frm,5567.5704,2344.216,2.375024485798237,0.3922585925824269,,,,,,,,,,,,
2124.5049,SH,0.2738487600641555,2.2940979999999978,,,,2432.6,,,,1039.6,0.6136984778334568,,,,qsiwell2_frm,5580.622794799994,2384.9442807999976,2.3399384378607158,0.38827594322877895,,,,,,,,,,,,
2124.3523,SH,0.2723797174342772,2.2925229999999988,,,,2477.2,,,,1037.7,0.5792458031791123,,,,qsiwell2_frm,5679.037975599997,2378.951117099999,2.387202466994314,0.39358839470782303,,,,,,,,,,,,
2125.5715,SH,0.2965792333964565,2.254290000000005,,,,2295.4,,,,918.9,0.5948929083171761,,,,qsiwell2_frm,5174.497266000012,2071.4670810000043,2.497986723256067,0.4045790176275812,,,,,,,,,,,,
2124.2,SH,0.2704178116383254,2.289999999999995,,,,2470.7,,,,1037.7,0.5298562240694499,,,,qsiwell2_frm,5657.9029999999875,2376.332999999995,2.3809386142430373,0.3929076755513614,,,,,,,,,,,,
2123.8953,SH,0.2669206036351161,2.292070499999999,,,,2487.1,,,,1075.0,0.4984678498050352,,,,qsiwell2_frm,5700.608540549997,2463.975787499999,2.3135813953488373,0.385127685260945,,,,,,,,,,,,
2123.7429,SH,0.2641435575323651,2.2943564999999952,,,,2501.8,,,,1100.4,0.4792073434296794,,,,qsiwell2_frm,5740.021091699989,2524.709892599995,2.2735368956743,0.3800662998097899,,,,,,,,,,,,
2123.5903,SH,0.2636748590782567,2.291160499999997,,,,2504.8,,,,1083.4,0.4455681094934317,,,,qsiwell2_frm,5738.898820399993,2482.243285699997,2.3119808011814658,0.384931960470434,,,,,,,,,,,,
2123.438,SH,0.2647834523433112,2.2898599999999987,,,,2498.1,,,,1083.4,0.4498860388840546,,,,qsiwell2_frm,5720.299265999996,2480.8343239999986,2.3057965663651463,0.3841707197183408,,,,,,,,,,,,
2123.2856,SH,0.2632398657547365,2.2915719999999986,,,,2489.1,,,,1084.5,0.4430392958802688,,,,qsiwell2_frm,5703.951865199996,2485.2098339999984,2.295159059474412,0.3828423873176181,,,,,,,,,,,,
2123.1333,SH,0.2664707846319144,2.292,,,,2500.2,,,,1085.9,0.4915825336012281,,,,qsiwell2_frm,5730.4583999999995,2488.8828,2.3024219541394233,0.3837519348054781,,,,,,,,,,,,
2122.9807,SH,0.2688618477875897,2.283649000000004,,,,2507.4,,,,1080.4,0.4536889026038045,,,,qsiwell2_frm,5726.0215026000105,2467.2543796000045,2.3208071084783413,0.3860046971452309,,,,,,,,,,,,
2122.8284,SH,0.2734648437873056,2.274419999999986,,,,2506.2000000000007,,,,1066.8,0.438942595136827,,,,qsiwell2_frm,5700.1514039999665,2426.351255999985,2.3492688413948266,0.38935762137106533,,,,,,,,,,,,
2124.0476,SH,0.2695076887761779,2.2895720000000024,,,,2470.8,,,,1061.7,0.5133866021662256,,,,qsiwell2_frm,5657.074497600006,2430.8385924000027,2.327211076575304,0.3867730904715347,,,,,,,,,,,,
2125.7241,SH,0.2954426507074881,2.263446,,,,2321.0,,,,905.1,0.6594258719528591,,,,qsiwell2_frm,5253.458166,2048.6449746000003,2.564357529554745,0.410328852531514,,,,,,,,,,,,
2125.8765,SH,0.2967620768979603,2.2672350000000026,,,,2283.1,,,,889.0,0.7126307943469841,,,,qsiwell2_frm,5176.324228500006,2015.5719150000023,2.568166479190101,0.41064214623870043,,,,,,,,,,,,
2126.0288,SH,0.298811033687304,2.2622559999999905,,,,2275.9,,,,889.0,0.6988238577511144,,,,qsiwell2_frm,5148.668430399978,2011.1455839999915,2.560067491563555,0.4099739105333401,,,,,,,,,,,,
2128.9243,SH,0.3105242754684579,2.222868999999989,,,,2257.6,,,,851.8,0.5192973778165526,,,,qsiwell2_frm,5018.349054399975,1893.4398141999907,2.6503874148861235,0.4170062969423745,,,,,,,,,,,,
2128.772,SH,0.2999794047184708,2.2365999999999984,,,,2167.3,,,,828.4,0.4871988028693922,,,,qsiwell2_frm,4847.383179999997,1852.7994399999986,2.616248189280541,0.41445320885945436,,,,,,,,,,,,
2128.6196,SH,0.2912091877051556,2.247627999999993,,,,2233.6,,,,848.0999999999997,0.4577719892766503,,,,qsiwell2_frm,5020.301900799985,1906.2133067999935,2.6336516920174518,0.4157699143570045,,,,,,,,,,,,
2128.4673,SH,0.2924144346444203,2.245018999999993,,,,2293.3,,,,844.7,0.4521142084382278,,,,qsiwell2_frm,5148.502072699985,1896.3675492999942,2.714928376938558,0.4215173655722802,,,,,,,,,,,,
2128.3147,SH,0.2992576034731213,2.237881999999984,,,,2322.9,,,,853.3,0.4880882554816488,,,,qsiwell2_frm,5198.376097799963,1909.5847105999862,2.7222547755771713,0.4220050451700911,,,,,,,,,,,,
2128.1624,SH,0.3025453732696373,2.2363120000000007,,,,2297.5,,,,854.7,0.5222811282887908,,,,qsiwell2_frm,5137.9268200000015,1911.3758664000006,2.688077688077688,0.41968854133269157,,,,,,,,,,,,
2128.01,SH,0.306306667342028,2.2351000000000023,,,,2273.8,,,,852.5,0.5670589409841386,,,,qsiwell2_frm,5082.170380000006,1905.422750000002,2.6672140762463346,0.41822089128350315,,,,,,,,,,,,
2127.8577,SH,0.3071791334986879,2.240692000000004,,,,2270.4,,,,818.8,0.6304971064427454,,,,qsiwell2_frm,5087.26711680001,1834.6786096000033,2.7728382999511485,0.42524630115203793,,,,,,,,,,,,
2127.7051,SH,0.3139134632034128,2.235408000000023,,,,2265.8,,,,819.5,0.684252264190116,,,,qsiwell2_frm,5064.987446400053,1831.916856000019,2.764856619890177,0.4247490243972025,,,,,,,,,,,,
2127.5527,SH,0.3207233038925484,2.226898500000013,,,,2296.8,,,,819.5,0.7105614556164281,,,,qsiwell2_frm,5114.740474800031,1824.9433207500108,2.8026845637583895,0.4270609734910778,,,,,,,,,,,,
2127.4004,SH,0.327473941404533,2.222007999999998,,,,2265.8,,,,802.1,0.7701128039199446,,,,qsiwell2_frm,5034.625726399996,1782.2726167999983,2.824834808627353,0.4283635980247952,,,,,,,,,,,,
2127.248,SH,0.3322328420641676,2.2204800000000016,,,,2223.3,,,,779.3,0.8307839095299628,,,,qsiwell2_frm,4936.793184000004,1730.420064000001,2.8529449505966897,0.42996507251425503,,,,,,,,,,,,
2127.0957,SH,0.3307244300412165,2.226064500000001,,,,2212.9,,,,817.4,0.8590875622985542,,,,qsiwell2_frm,4926.058132050002,1819.5851223000009,2.707242476143871,0.42100059789060146,,,,,,,,,,,,
2126.9431,SH,0.3308685063425981,2.2283535000000017,,,,2206.0,,,,803.9,0.8827522205116395,,,,qsiwell2_frm,4915.747821000004,1791.3733786500013,2.7441224032839906,0.4234327577231591,,,,,,,,,,,,
2126.7908,SH,0.3329759488920053,2.2224480000000164,,,,2228.9,,,,805.0,0.8610116842760888,,,,qsiwell2_frm,4953.614347200037,1789.070640000013,2.7688198757763978,0.42499658927046163,,,,,,,,,,,,
2126.6384,SH,0.3347756518596438,2.2231600000000054,,,,2243.2,,,,825.0,0.8964082678250728,,,,qsiwell2_frm,4986.992512000012,1834.1070000000045,2.7190303030303027,0.42179099606077347,,,,,,,,,,,,
2126.4861,SH,0.3301900009467654,2.2275694999999995,,,,2193.7000000000007,,,,850.1,0.8646659277251683,,,,qsiwell2_frm,4886.619212150001,1893.6568319499997,2.5805199388307267,0.41164646527865933,,,,,,,,,,,,
2126.3335,SH,0.3175953708267401,2.242629999999993,,,,2233.8,,,,853.5,0.8066949461166429,,,,qsiwell2_frm,5009.586893999985,1914.084704999994,2.617223198594025,0.4145278291734436,,,,,,,,,,,,
2126.1812,SH,0.308348400767615,2.2517820000000004,,,,2238.5,,,,880.7,0.748258817096096,,,,qsiwell2_frm,5040.614007000001,1983.1444074000005,2.5417281707732484,0.40843131645676545,,,,,,,,,,,,
2129.2292,SH,0.3054235093675655,2.233292000000003,,,,2300.5,,,,862.0,0.537671835097301,,,,qsiwell2_frm,5137.688246000007,1925.0977040000028,2.6687935034802783,0.41833346384917314,,,,,,,,,,,,
2136.0872,SH,0.2866876848314769,2.264,,,,2380.2,,,,918.6,0.5365180426143099,,,,qsiwell2_frm,5388.772799999999,2079.7104,2.591116917047681,0.41249389239018697,,,,,,,,,,,,
2136.2395,SH,0.2866479115659688,2.2636049999999983,,,,2349.1,,,,974.3,0.5324837396944322,,,,qsiwell2_frm,5317.434505499996,2205.4303514999983,2.411064353895104,0.39611968199712894,,,,,,,,,,,,
2136.3921,SH,0.289337302622895,2.2593160000000028,,,,2397.9,,,,945.8,0.5336761053774444,,,,qsiwell2_frm,5417.613836400007,2136.8610728000026,2.5353140198773527,0.40788193789966604,,,,,,,,,,,,
2149.3459,SH,0.2507513759703503,2.3098359999999865,,,,2615.4,,,,1078.5,0.4254941623999792,,,,qsiwell2_frm,6041.145074399965,2491.1581259999853,2.425034770514604,0.39755764388680387,,,,,,,,,,,,
2149.1936,SH,0.254388808731309,2.311723999999999,,,,2596.2000000000007,,,,1030.5,0.4909608243773548,,,,qsiwell2_frm,6001.6978487999995,2382.231581999999,2.5193595342066963,0.4064926363424136,,,,,,,,,,,,
2149.0413,SH,0.2667690708880842,2.293280999999964,,,,2577.3,,,,1030.5,0.5066680583272164,,,,qsiwell2_frm,5910.473121299908,2363.226070499963,2.501018922852984,0.4048542532684227,,,,,,,,,,,,
2148.8889,SH,0.2807294412647906,2.273000499999992,,,,2607.3,,,,1070.7,0.5295158723045559,,,,qsiwell2_frm,5926.39420364998,2433.7016353499916,2.4351358924068367,0.3985777931999187,,,,,,,,,,,,
2148.7363,SH,0.2717929856983683,2.279191999999989,,,,2446.8,,,,1041.4,0.4565070152171274,,,,qsiwell2_frm,5576.726985599974,2373.550548799989,2.349529479546764,0.3893875978152923,,,,,,,,,,,,
2148.1267,SH,0.2577186760483355,2.299398000000005,,,,2496.9,,,,1040.7,0.4331169074277234,,,,qsiwell2_frm,5741.366866200013,2392.983498600005,2.3992505044681463,0.39487854545398643,,,,,,,,,,,,
2147.9744,SH,0.2625662095836045,2.2991160000000006,,,,2519.0,,,,1055.5,0.4976657541457681,,,,qsiwell2_frm,5791.473204000002,2426.7169380000005,2.386546660350545,0.3935174479022178,,,,,,,,,,,,
2147.822,SH,0.2663401292738874,2.2972200000000003,,,,2547.6,,,,1007.3,0.5342274752365729,,,,qsiwell2_frm,5852.397672,2313.9897060000003,2.529137297726596,0.4073479637612119,,,,,,,,,,,,
2150.1079,SH,0.2857130914870942,2.253474000000004,,,,2375.4,,,,931.8,0.4303804792379749,,,,qsiwell2_frm,5352.90213960001,2099.7870732000038,2.5492594977462977,0.40906981307013074,,,,,,,,,,,,
2147.6697,SH,0.2683672418036276,2.287227499999994,,,,2533.8,,,,1005.9,0.4773603678521875,,,,qsiwell2_frm,5795.377039499986,2300.722142249994,2.5189382642409783,0.40645550519469986,,,,,,,,,,,,
2146.4504,SH,0.2503272515786481,2.3077479999999992,,,,2578.5,,,,1060.4,0.4023298212812882,,,,qsiwell2_frm,5950.528217999998,2447.1359791999994,2.4316295737457563,0.39822550849038507,,,,,,,,,,,,
2146.2981,SH,0.2530948991611881,2.3069810000000004,,,,2572.7000000000007,,,,1086.0,0.4335310020750113,,,,qsiwell2_frm,5935.170018700002,2505.3813660000005,2.3689686924493563,0.39158746165049724,,,,,,,,,,,,
2146.1455,SH,0.2561853391312673,2.3005500000000216,,,,2576.4,,,,1048.5,0.4218047492685273,,,,qsiwell2_frm,5927.137020000056,2412.1266750000227,2.4572246065808296,0.4007533370982259,,,,,,,,,,,,
2145.9932,SH,0.2626751675311437,2.2901259999999937,,,,2569.8,,,,983.8,0.4229755593397629,,,,qsiwell2_frm,5885.165794799984,2253.0259587999935,2.61211628379752,0.41413584178422974,,,,,,,,,,,,
2145.8408,SH,0.2682559761434997,2.27907999999998,,,,2522.3,,,,983.8,0.4062155039304956,,,,qsiwell2_frm,5748.52348399995,2242.1589039999803,2.5638341126245177,0.410285665179468,,,,,,,,,,,,
2145.6885,SH,0.2754287342693189,2.2705400000000067,,,,2474.5,,,,954.0,0.4330908137924149,,,,qsiwell2_frm,5618.451230000016,2166.095160000006,2.5938155136268346,0.41270765197830805,,,,,,,,,,,,
2145.3835,SH,0.2697893104786519,2.2779125000000047,,,,2397.2000000000007,,,,985.8,0.4175492177014683,,,,qsiwell2_frm,5460.611845000013,2245.5661425000044,2.431730574152973,0.3982356832466478,,,,,,,,,,,,
2145.2312,SH,0.2711666438760499,2.277936000000007,,,,2431.9,,,,978.4,0.4369651513827925,,,,qsiwell2_frm,5539.712558400018,2228.732582400007,2.485588716271464,0.40344044152611147,,,,,,,,,,,,
2147.5171,SH,0.2661726820376333,2.287802999999997,,,,2529.3,,,,1007.5,0.4516762891673974,,,,qsiwell2_frm,5786.540127899993,2304.961522499997,2.5104714640198513,0.40570426884834326,,,,,,,,,,,,
2150.2605,SH,0.2819274444649314,2.2599075,,,,2388.2,,,,948.8,0.4327062162980847,,,,qsiwell2_frm,5397.1110915,2144.200236,2.5170741989881957,0.40629092491798,,,,,,,,,,,,
2150.4128,SH,0.2819639633040317,2.2623839999999995,,,,2525.1,,,,1015.1,0.4547802972632314,,,,qsiwell2_frm,5712.745838399998,2296.5459983999995,2.4875381735789577,0.40362088926767714,,,,,,,,,,,,
2150.5652,SH,0.2753694746726486,2.27510600000001,,,,2622.7,,,,1012.1,0.471640189190201,,,,qsiwell2_frm,5966.920506200026,2302.63478260001,2.5913447287817406,0.41251196950799607,,,,,,,,,,,,
2166.2625,SH,0.2859976133998387,2.232000000000013,,,,2032.0,,,,1030.9,0.4929473441784533,,,,qsiwell2_frm,4535.424000000026,2300.9688000000137,1.9710932195169268,0.3267022977848856,,,,,,,,,,,,
2166.1101,SH,0.2839924829804882,2.238403999999999,,,,2039.0,,,,1067.9,0.4502195836136508,,,,qsiwell2_frm,4564.105755999998,2390.3916315999995,1.9093548085026686,0.3110095112556016,,,,,,,,,,,,
2165.9575,SH,0.3237938055339525,2.1610499999999693,,,,2034.8,,,,1106.6,0.4447784933988776,,,,qsiwell2_frm,4397.304539999937,2391.417929999966,1.838785469004157,0.29001584129496377,,,,,,,,,,,,
2165.8052,SH,0.3428393281981346,2.113883999999933,,,,2031.4,,,,1106.6,0.4167062798304141,,,,qsiwell2_frm,4294.143957599864,2339.2240343999256,1.8357129947587207,0.2890154879576396,,,,,,,,,,,,
2165.3479,SH,0.2832040183353278,2.2275119999999493,,,,2023.2,,,,822.6999999999997,0.4549958533809977,,,,qsiwell2_frm,4506.702278399897,1832.5741223999576,2.4592196426400883,0.40094618680191696,,,,,,,,,,,,
2165.1956,SH,0.2670471976192933,2.2724400000000027,,,,2026.7,,,,968.8,0.5360642402611179,,,,qsiwell2_frm,4605.554148000006,2201.5398720000026,2.091969446738233,0.3519104806499222,,,,,,,,,,,,
2165.0432,SH,0.2603262707673683,2.280864000000002,,,,2033.0,,,,968.8,0.4753375438628338,,,,qsiwell2_frm,4636.996512000004,2209.701043200002,2.0984723369116436,0.35309612328199147,,,,,,,,,,,,
2154.0703,SH,0.3081824477843497,2.2038419999999896,,,,2669.0,,,,1136.7,0.4124484792515892,,,,qsiwell2_frm,5882.054297999973,2505.1072013999883,2.348024984604557,0.3892143851085365,,,,,,,,,,,,
