DEPTH,VP,VS,GR,NPHI,RHO,SWE,SWX,VPVS,IP,IS,VSH,RHOm,RHOfluid,PHIE,LFC,VP_FRMB,VS_FRMB,RHO_FRMB,IP_FRMB,IS_FRMB,VPVS_FRMB,VP_FRMO,VS_FRMO,RHO_FRMO,IP_FRMO,IS_FRMO,VPVS_FRMO,VP_FRMG,VS_FRMG,RHO_FRMG,IP_FRMG,IS_FRMG,VPVS_FRMG,LFC_B,LFC_O,LFC_G
2102.4067,2380.1,986.2,86.13799999999998,0.4057,2.2897320000000034,1.0,1.0,2.413404988846076,5449.791133200008,2258.133698400003,0.4284949304604619,2.718559188873673,1.09,0.2633169195221276,4.0,2380.1,986.2,2.2897320000000034,5449.791133200008,2258.1336984000036,2.4134049888460756,2380.1,986.2,2.2897320000000034,5449.791133200008,2258.1336984000036,2.4134049888460756,2380.1,986.2,2.2897320000000034,5449.791133200008,2258.1336984000036,2.4134049888460756,4.0,4.0,4.0
2102.5591,2367.5,986.2,86.8705,0.4112,2.2792035000000004,1.0,0.9885121470781314,2.400628675725005,5396.0142862500015,2247.7504917,0.4368051860532923,2.719888829768528,1.09,0.2703775384675234,4.0,2367.5,986.2,2.2792035000000004,5396.014286250001,2247.7504917000006,2.400628675725005,2367.5,986.2,2.2792035000000004,5396.014286250001,2247.7504917000006,2.400628675725005,2367.5,986.2,2.2792035000000004,5396.014286250001,2247.7504917000006,2.400628675725005,4.0,4.0,4.0
2102.7117,2348.9,985.3,87.9711,0.4093,2.260309000000005,1.0,0.9749094488188516,2.383943976453872,5309.239810100013,2227.082457700005,0.449291557801373,2.72188664924822,1.09,0.2828490872579019,4.0,2348.9,985.3,2.260309000000005,5309.239810100012,2227.0824577000044,2.383943976453872,2348.9,985.3,2.260309000000005,5309.239810100012,2227.0824577000044,2.383943976453872,2348.9,985.3,2.260309000000005,5309.239810100012,2227.0824577000044,2.383943976453872,4.0,4.0,4.0
2102.864,2349.8,983.8,86.831,0.4221,2.2348800000000075,1.0,0.9986408404464868,2.3884935962594027,5251.521024000018,2198.674944000007,0.4363570562295151,2.7198171289967226,1.09,0.29754082244505003,4.0,2349.8,983.8,2.2348800000000075,5251.521024000018,2198.674944000007,2.3884935962594027,2349.8,983.8,2.2348800000000075,5251.521024000018,2198.674944000007,2.3884935962594027,2349.8,983.8,2.2348800000000075,5251.521024000018,2198.674944000007,2.3884935962594027,4.0,4.0,4.0
2103.0164,2352.9,985.1,89.1146,0.4243,2.224164,1.0,0.9653918741809994,2.388488478327073,5233.2354756,2191.0239564,0.4622646325732522,2.72396234121172,1.09,0.3058811874703781,4.0,2352.9,985.1,2.224164,5233.2354756,2191.0239564,2.3884884783270732,2352.9,985.1,2.224164,5233.2354756,2191.0239564,2.3884884783270732,2352.9,985.1,2.224164,5233.2354756,2191.0239564,2.3884884783270732,4.0,4.0,4.0
2103.1687,2358.1,931.5,87.9305,0.4231,2.2322135000000176,1.0,0.8776496062991841,2.5315083199141166,5263.7826543500405,2079.3068752500158,0.4488309484128829,2.721812951746061,1.09,0.3000340518330644,4.0,2358.1,931.5,2.2322135000000176,5263.782654350041,2079.306875250016,2.531508319914117,2358.1,931.5,2.2322135000000176,5263.782654350041,2079.306875250016,2.531508319914117,2358.1,931.5,2.2322135000000176,5263.782654350041,2079.306875250016,2.531508319914117,4.0,4.0,4.0
2103.3213,2365.2000000000007,931.5,89.1956,0.3995,2.2508989999999773,1.0,0.8582147078135515,2.5391304347826087,5323.826314799947,2096.712418499979,0.4631835823384662,2.724109373174154,1.09,0.2895830480765162,4.0,2365.2000000000007,931.5,2.2508989999999773,5323.826314799948,2096.712418499979,2.5391304347826096,2365.2000000000007,931.5,2.2508989999999773,5323.826314799948,2096.712418499979,2.5391304347826096,2365.2000000000007,931.5,2.2508989999999773,5323.826314799948,2096.712418499979,2.5391304347826096,4.0,4.0,4.0
2103.4736,2368.7,982.4,88.1013,0.3855,2.2734159999999872,1.0,0.8996231122783855,2.411135993485342,5385.040479199969,2233.403878399988,0.4507686844610132,2.722122989513762,1.09,0.27492228980087624,4.0,2368.7,982.4,2.2734159999999872,5385.040479199969,2233.403878399987,2.411135993485342,2368.7,982.4,2.2734159999999872,5385.040479199969,2233.403878399987,2.411135993485342,2368.7,982.4,2.2734159999999872,5385.040479199969,2233.403878399987,2.411135993485342,4.0,4.0,4.0
2103.626,2365.600000000001,972.6,88.3197,0.4017,2.277879999999962,1.0,0.9386022280471908,2.4322434711083702,5388.552927999911,2215.4660879999633,0.4532464453094421,2.7225194312495105,1.09,0.2723639441824146,4.0,2365.600000000001,972.6,2.277879999999962,5388.552927999912,2215.466087999963,2.4322434711083702,2365.600000000001,972.6,2.277879999999962,5388.552927999912,2215.466087999963,2.4322434711083702,2365.600000000001,972.6,2.277879999999962,5388.552927999912,2215.466087999963,2.4322434711083702,4.0,4.0,4.0
2103.7783,2355.9,973.5,91.8008,0.4225,2.261169999999998,1.0,0.9333897637795104,2.420030816640986,5327.090402999996,2201.2489949999976,0.4927397296018678,2.728838356736299,1.09,0.2853657621656167,4.0,2355.9,973.5,2.261169999999998,5327.090402999996,2201.248994999998,2.420030816640986,2355.9,973.5,2.261169999999998,5327.090402999996,2201.248994999998,2.420030816640986,2355.9,973.5,2.261169999999998,5327.090402999996,2201.248994999998,2.420030816640986,4.0,4.0,4.0
2103.9309,2351.6,979.8,91.6248,0.4324,2.2471460000000136,1.0,0.9060282337491856,2.4000816493161867,5284.388533600032,2201.753650800013,0.4907429992478225,2.728518879879652,1.09,0.2937853727477309,4.0,2351.6,979.8,2.2471460000000136,5284.388533600032,2201.7536508000135,2.400081649316187,2351.6,979.8,2.2471460000000136,5284.388533600032,2201.7536508000135,2.400081649316187,2351.6,979.8,2.2471460000000136,5284.388533600032,2201.7536508000135,2.400081649316187,4.0,4.0,4.0
2104.0833,2352.6,962.3,96.0881,0.4336,2.250080499999988,1.0,0.90079724409443,2.444767743946794,5293.539384299971,2165.2524651499884,0.5413794003228803,2.736620704051661,1.09,0.29547800708110644,4.0,2352.6,962.3,2.250080499999988,5293.539384299972,2165.2524651499884,2.444767743946794,2352.6,962.3,2.250080499999988,5293.539384299972,2165.2524651499884,2.444767743946794,2352.6,962.3,2.250080499999988,5293.539384299972,2165.2524651499884,2.444767743946794,4.0,4.0,4.0
2104.2356,2348.0,962.3,92.1372,0.4266,2.267832000000006,1.0,0.952429415627036,2.439987529876338,5324.869536000014,2182.334733600006,0.4965562073922135,2.7294489931827544,1.09,0.2815683776087388,4.0,2348.0,962.3,2.267832000000006,5324.869536000014,2182.3347336000056,2.4399875298763383,2348.0,962.3,2.267832000000006,5324.869536000014,2182.3347336000056,2.4399875298763383,2348.0,962.3,2.267832000000006,5324.869536000014,2182.3347336000056,2.4399875298763383,4.0,4.0,4.0
2104.3879,2343.6,961.1,90.9255,0.4321,2.2789234999999977,1.0,0.992964613368274,2.4384559359067737,5340.885114599994,2190.2733758499976,0.4828093996081417,2.7272495039373017,1.09,0.27382876150468083,4.0,2343.6,961.1,2.2789234999999977,5340.885114599994,2190.2733758499976,2.4384559359067732,2343.6,961.1,2.2789234999999977,5340.885114599994,2190.2733758499976,2.4384559359067732,2343.6,961.1,2.2789234999999977,5340.885114599994,2190.2733758499976,2.4384559359067732,4.0,4.0,4.0
2104.5403,2345.9,955.1,89.3201,0.425,2.268148999999974,1.0,0.9757662508207412,2.456182598680768,5320.850739099939,2166.309109899975,0.4645960421627766,2.724335366746044,1.09,0.2791265342647119,4.0,2345.9,955.1,2.268148999999974,5320.850739099939,2166.3091098999753,2.4561825986807664,2345.9,955.1,2.268148999999974,5320.850739099939,2166.3091098999753,2.4561825986807664,2345.9,955.1,2.268148999999974,5320.850739099939,2166.3091098999753,2.4561825986807664,4.0,4.0,4.0
2104.6929,2356.8,955.5,90.0203,0.4279,2.2514970000000023,1.0,0.9620157480314772,2.466562009419152,5306.328129600004,2151.3053835000023,0.4725398523554045,2.7256063763768648,1.09,0.2898676498358319,4.0,2356.8,955.5,2.2514970000000023,5306.328129600006,2151.3053835000023,2.4665620094191523,2356.8,955.5,2.2514970000000023,5306.328129600006,2151.3053835000023,2.4665620094191523,2356.8,955.5,2.2514970000000023,5306.328129600006,2151.3053835000023,2.4665620094191523,4.0,4.0,4.0
2104.8452,2366.2000000000007,966.2,91.6612,0.4332,2.241739999999997,1.0,0.9247360472750732,2.4489753674187544,5304.405187999993,2165.969187999997,0.4911559593892274,2.728584953502276,1.09,0.2971130379671235,4.0,2366.2000000000007,966.2,2.241739999999997,5304.405187999994,2165.9691879999973,2.4489753674187544,2366.2000000000007,966.2,2.241739999999997,5304.405187999994,2165.9691879999973,2.4489753674187544,2366.2000000000007,966.2,2.241739999999997,5304.405187999994,2165.9691879999973,2.4489753674187544,4.0,4.0,4.0
2104.9976,2380.7,966.2,92.4772,0.4331,2.236071999999996,1.0,0.8731821756224731,2.463982612295591,5323.416610399989,2160.492766399996,0.5004135273943462,2.7300661643830955,1.09,0.30120380208496883,4.0,2380.7,966.2,2.236071999999996,5323.4166103999905,2160.492766399996,2.463982612295591,2380.7,966.2,2.236071999999996,5323.4166103999905,2160.492766399996,2.463982612295591,2380.7,966.2,2.236071999999996,5323.4166103999905,2160.492766399996,2.463982612295591,4.0,4.0,4.0
2105.1499,2384.6,965.6,93.4056,0.4255,2.2337484999999986,1.0,0.8501456692913344,2.4695526097763048,5326.596673099995,2156.907551599999,0.5109462800119351,2.7317514048019094,1.09,0.30333636587446616,4.0,2384.6,965.6,2.2337484999999986,5326.596673099996,2156.907551599999,2.4695526097763048,2384.6,965.6,2.2337484999999986,5326.596673099996,2156.907551599999,2.4695526097763048,2384.6,965.6,2.2337484999999986,5326.596673099996,2156.907551599999,2.4695526097763048,4.0,4.0,4.0
2105.3025,2376.1,960.8,90.7311,0.4053,2.2362999999999524,1.0,0.8708555482599297,2.47304329725229,5313.672429999887,2148.637039999954,0.480603920171628,2.72689662722746,1.09,0.2997114289730498,4.0,2376.1,960.8,2.2362999999999524,5313.672429999887,2148.637039999954,2.47304329725229,2376.1,960.8,2.2362999999999524,5313.672429999887,2148.637039999954,2.47304329725229,2376.1,960.8,2.2362999999999524,5313.672429999887,2148.637039999954,2.47304329725229,4.0,4.0,4.0
2105.4548,2344.7,948.2,87.2954,0.4141,2.2510139999999965,1.0,0.9059330269205446,2.4727905505167684,5277.952525799991,2134.411474799997,0.4416257015500754,2.720660112248012,1.09,0.28800981192859737,4.0,2344.7,948.2,2.2510139999999965,5277.952525799991,2134.411474799997,2.4727905505167684,2344.7,948.2,2.2510139999999965,5277.952525799991,2134.411474799997,2.4727905505167684,2344.7,948.2,2.2510139999999965,5277.952525799991,2134.411474799997,2.4727905505167684,4.0,4.0,4.0
2105.6072,2325.6,938.6,85.5143,0.4151,2.2583519999999977,1.0,0.9503925294887692,2.477732793522267,5252.023411199995,2119.6891871999983,0.4214190172683141,2.7174270427629303,1.09,0.28208640430574805,4.0,2325.6,938.6,2.2583519999999977,5252.023411199994,2119.689187199998,2.477732793522267,2325.6,938.6,2.2583519999999977,5252.023411199994,2119.689187199998,2.477732793522267,2325.6,938.6,2.2583519999999977,5252.023411199994,2119.689187199998,2.477732793522267,4.0,4.0,4.0
2105.7595,2311.6,938.6,85.2641,0.4108,2.243454999999976,1.0,1.0,2.4628169614319195,5185.970577999944,2105.7068629999776,0.41858048354909744,2.716972877367856,1.09,0.29104226871559474,4.0,2311.6,938.6,2.243454999999976,5185.970577999944,2105.7068629999776,2.4628169614319195,2311.6,938.6,2.243454999999976,5185.970577999944,2105.7068629999776,2.4628169614319195,2311.6,938.6,2.243454999999976,5185.970577999944,2105.7068629999776,2.4628169614319195,4.0,4.0,4.0
2105.9121,2292.8,920.6,89.665,0.41,2.227879000000001,1.0,1.0,2.490549641538128,5108.080971200003,2050.985407400001,0.4685089529531756,2.7249614324725084,1.09,0.3040331243292893,4.0,2292.8,920.6,2.227879000000001,5108.080971200003,2050.985407400001,2.4905496415381276,2292.8,920.6,2.227879000000001,5108.080971200003,2050.985407400001,2.4905496415381276,2292.8,920.6,2.227879000000001,5108.080971200003,2050.985407400001,2.4905496415381276,4.0,4.0,4.0
2106.0645,2284.8,901.3,91.6857,0.4332,2.2282900000000003,1.0,1.0,2.5350049927881946,5091.196992,2008.357777,0.4914339133305575,2.728629426132889,1.09,0.30534019355045616,4.0,2284.8,901.3,2.2282900000000003,5091.196992000001,2008.3577770000002,2.535004992788195,2284.8,901.3,2.2282900000000003,5091.196992000001,2008.3577770000002,2.535004992788195,2284.8,901.3,2.2282900000000003,5091.196992000001,2008.3577770000002,2.535004992788195,4.0,4.0,4.0
2106.2168,2292.0,896.9,95.64200000000001,0.4445,2.2294879999999755,1.0,1.0,2.555468837105586,5109.986495999944,1999.627787199978,0.5363183695789054,2.735810939132625,1.09,0.3076434401386903,4.0,2292.0,896.9,2.2294879999999755,5109.986495999944,1999.627787199978,2.555468837105586,2292.0,896.9,2.2294879999999755,5109.986495999944,1999.627787199978,2.555468837105586,2292.0,896.9,2.2294879999999755,5109.986495999944,1999.627787199978,2.555468837105586,4.0,4.0,4.0
2106.3691,2303.7000000000007,895.8000000000003,94.3688,0.4488,2.216817500000017,1.0,1.0,2.5716677829872743,5106.882474750039,1985.8251165000158,0.5218738406768008,2.733499814508288,1.09,0.31437929590692104,4.0,2303.7000000000007,895.8000000000003,2.216817500000017,5106.882474750041,1985.825116500016,2.571667782987274,2303.7000000000007,895.8000000000003,2.216817500000017,5106.882474750041,1985.825116500016,2.571667782987274,2303.7000000000007,895.8000000000003,2.216817500000017,5106.882474750041,1985.825116500016,2.571667782987274,4.0,4.0,4.0
2106.5215,2316.1,890.5999999999997,93.3062,0.4254,2.205065000000013,1.0,0.9834064346685178,2.6006063328093423,5107.15104650003,1963.830889000012,0.5098185811642526,2.7315709729862805,1.09,0.3207329939737352,4.0,2316.1,890.5999999999997,2.205065000000013,5107.15104650003,1963.830889000011,2.6006063328093427,2316.1,890.5999999999997,2.205065000000013,5107.15104650003,1963.830889000011,2.6006063328093427,2316.1,890.5999999999997,2.205065000000013,5107.15104650003,1963.830889000011,2.6006063328093427,4.0,4.0,4.0
2106.6741,2318.1,890.5999999999997,90.2965,0.4219,2.2024460000000103,1.0,0.9646850393701636,2.602852009880979,5105.490072600024,1961.498407600009,0.4756733576041958,2.726107737216671,1.09,0.32006555882897325,4.0,2318.1,890.5999999999997,2.2024460000000103,5105.490072600024,1961.4984076000085,2.60285200988098,2318.1,890.5999999999997,2.2024460000000103,5105.490072600024,1961.4984076000085,2.60285200988098,2318.1,890.5999999999997,2.2024460000000103,5105.490072600024,1961.4984076000085,2.60285200988098,4.0,4.0,4.0
2106.8264,2322.9,895.2,93.1687,0.4137,2.2115839999999856,1.0,1.0,2.5948391420911534,5137.288473599969,1979.809996799988,0.5082586355751548,2.731321381692025,1.09,0.3166578998418006,4.0,2322.9,895.2,2.2115839999999856,5137.288473599967,1979.8099967999872,2.594839142091153,2322.9,895.2,2.2115839999999856,5137.288473599967,1979.8099967999872,2.594839142091153,2322.9,895.2,2.2115839999999856,5137.288473599967,1979.8099967999872,2.594839142091153,4.0,4.0,4.0
2106.9788,2323.6,900.4,100.45700000000001,0.43,2.222697999999987,1.0,0.9820550458716292,2.5806308307418924,5164.6610727999705,2001.3172791999882,0.5909448278444047,2.7445511724551053,1.09,0.3154046735712419,4.0,2323.6,900.4,2.222697999999987,5164.66107279997,2001.3172791999882,2.5806308307418924,2323.6,900.4,2.222697999999987,5164.66107279997,2001.3172791999882,2.5806308307418924,2323.6,900.4,2.222697999999987,5164.66107279997,2001.3172791999882,2.5806308307418924,4.0,4.0,4.0
2107.1311,2322.2,900.5999999999997,107.6881,0.4209,2.2389090000000342,1.0,0.9471889763779592,2.5785032200755054,5199.1944798000795,2016.3614454000306,0.6729820827485902,2.7576771332397745,1.09,0.3110722830575342,4.0,2322.2,900.5999999999997,2.2389090000000342,5199.1944798000795,2016.36144540003,2.578503220075506,2322.2,900.5999999999997,2.2389090000000342,5199.1944798000795,2016.36144540003,2.578503220075506,2322.2,900.5999999999997,2.2389090000000342,5199.1944798000795,2016.36144540003,2.578503220075506,4.0,4.0,4.0
2107.2837,2329.9,914.6,108.2494,0.4366,2.255766500000001,1.0,0.9687393302691952,2.54745243822436,5255.710368350001,2063.124040900001,0.6793500642697582,2.758696010283161,1.09,0.3013907309563342,4.0,2329.9,914.6,2.255766500000001,5255.710368350003,2063.124040900001,2.5474524382243606,2329.9,914.6,2.255766500000001,5255.710368350003,2063.124040900001,2.5474524382243606,2329.9,914.6,2.255766500000001,5255.710368350003,2063.124040900001,2.5474524382243606,4.0,4.0,4.0
2107.436,2337.4,914.6,108.6079,0.4308,2.2552399999999846,1.0,1.0,2.555652744369123,5271.397975999968,2062.6425039999867,0.6834172678602425,2.7593467628576387,1.09,0.30197845892408115,4.0,2337.4,914.6,2.2552399999999846,5271.397975999964,2062.642503999986,2.555652744369123,2337.4,914.6,2.2552399999999846,5271.397975999964,2062.642503999986,2.555652744369123,2337.4,914.6,2.2552399999999846,5271.397975999964,2062.642503999986,2.555652744369123,4.0,4.0,4.0
2107.5884,2340.4,923.0,108.9983,0.428,2.244557999999999,1.0,1.0,2.535644637053087,5253.1635431999985,2071.727033999999,0.6878463788273974,2.7600554206123835,1.09,0.3086708466377477,4.0,2340.4,923.0,2.244557999999999,5253.1635431999985,2071.727033999999,2.535644637053088,2340.4,923.0,2.244557999999999,5253.1635431999985,2071.727033999999,2.535644637053088,2340.4,923.0,2.244557999999999,5253.1635431999985,2071.727033999999,2.535644637053088,4.0,4.0,4.0
2107.7407,2335.5,939.4,109.4286,0.4195,2.242779000000004,1.0,1.0,2.4861613796040025,5238.010354500009,2106.866592600004,0.6927281576418615,2.7608365052226977,1.09,0.3100587661350171,4.0,2335.5,939.4,2.242779000000004,5238.010354500009,2106.866592600004,2.4861613796040025,2335.5,939.4,2.242779000000004,5238.010354500009,2106.866592600004,2.4861613796040025,2335.5,939.4,2.242779000000004,5238.010354500009,2106.866592600004,2.4861613796040025,4.0,4.0,4.0
2107.8933,2336.7,913.6,106.1826,0.4103,2.244265500000003,1.0,1.0,2.5576838879159367,5244.1751938500065,2050.360960800003,0.6559020966803223,2.754944335468852,1.09,0.3067242697486583,4.0,2336.7,913.6,2.244265500000003,5244.1751938500065,2050.360960800003,2.5576838879159367,2336.7,913.6,2.244265500000003,5244.1751938500065,2050.360960800003,2.5576838879159367,2336.7,913.6,2.244265500000003,5244.1751938500065,2050.360960800003,2.5576838879159367,4.0,4.0,4.0
2108.0457,2320.7,923.1,100.0803,0.4388,2.25348400000002,1.0,1.0,2.514028815946268,5229.660318800045,2080.191080400018,0.5866711441832181,2.7438673830693148,1.09,0.2965070767398662,4.0,2320.7,923.1,2.25348400000002,5229.660318800045,2080.191080400018,2.5140288159462676,2320.7,923.1,2.25348400000002,5229.660318800045,2080.191080400018,2.5140288159462676,2320.7,923.1,2.25348400000002,5229.660318800045,2080.191080400018,2.5140288159462676,4.0,4.0,4.0
2108.198,2311.4,913.5,92.2342,0.4349,2.261469999999997,1.0,1.0,2.5302681992337166,5227.161757999993,2065.852844999997,0.4976566780987043,2.729625068495793,1.09,0.2855256835791645,4.0,2311.4,913.5,2.261469999999997,5227.161757999993,2065.852844999997,2.5302681992337166,2311.4,913.5,2.261469999999997,5227.161757999993,2065.852844999997,2.5302681992337166,2311.4,913.5,2.261469999999997,5227.161757999993,2065.852844999997,2.5302681992337166,4.0,4.0,4.0
2108.3503,2307.9,913.5,90.3316,0.4382,2.260485000000004,1.0,1.0,2.5264367816091955,5216.973331500009,2064.9530475000033,0.4760715691691218,2.726171451067059,1.09,0.2846195921358667,4.0,2307.9,913.5,2.260485000000004,5216.973331500009,2064.953047500004,2.5264367816091955,2307.9,913.5,2.260485000000004,5216.973331500009,2064.953047500004,2.5264367816091955,2307.9,913.5,2.260485000000004,5216.973331500009,2064.953047500004,2.5264367816091955,4.0,4.0,4.0
