DEPTH,VP,RHO,GR,IP,VSH,RHOm,RHOf,PHIE
2075.1272,2510.71,2.3788,84.2878,5972.476948,0.222920993923,2.68566735903,1.09,0.192312863512
2075.27954,2521.09,2.3711,87.4199,5977.756499,0.250301596626,2.69004825546,1.09,0.199336647737
2075.43188,2490.2,2.3624,86.3102,5882.84848,0.240600675576,2.68849610809,1.09,0.204001815482
2075.58447,2502.46,2.3523,87.4641,5886.536658,0.250687989985,2.6901100784,1.09,0.211116774376
2075.73682,2533.67,2.3483,87.6169,5949.817261,0.252023757072,2.69032380113,1.09,0.213721623642
2075.88916,2589.63,2.3518,84.3651,6090.291834,0.223596745204,2.68577547923,1.09,0.209287261008
2076.0415,2618.56,2.3587,81.125,6176.397472,0.195272013931,2.68124352223,1.09,0.202699032375
2076.19409,2627.59,2.3581,74.6957,6196.119979,0.139067515683,2.67225080251,1.09,0.198546780328
2076.34644,2678.38,2.3499,84.4732,6293.925162,0.224541747967,2.68592667967,1.09,0.21055270518
2076.49878,2723.86,2.3532,81.1349,6409.787352,0.19535855905,2.68125736945,1.09,0.206162356729
2076.65112,2768.39,2.3501,81.8398,6505.993339,0.201520746351,2.68224331942,1.09,0.208600856016
2076.80371,2778.49,2.3518,75.6734,6534.452782,0.147614501815,2.67361832029,1.09,0.203217098569
2076.95605,2778.49,2.3585,78.8483,6553.068665,0.175369259174,2.67805908147,1.09,0.201226191895
2077.1084,2723.86,2.3741,75.4556,6466.716026,0.1457105092,2.67331368147,1.09,0.188979407538
2077.26074,2704.53,2.3958,75.5769,6479.512974,0.146770905454,2.67348334487,1.09,0.175362340104
2077.41309,2760.87,2.3856,78.5919,6586.331472,0.173127828015,2.67770045248,1.09,0.183977054378
2077.56567,2778.49,2.3733,77.9354,6594.190317,0.167388750184,2.67678220003,1.09,0.191256367776
2077.71802,2811.81,2.3607,78.7791,6637.839867,0.174764317535,2.67796229081,1.09,0.199792081111
2077.87036,2848.6,2.3533,72.7861,6703.61038,0.122373923868,2.66957982782,1.09,0.200230353825
2078.02271,2760.87,2.352,76.4893,6493.56624,0.154747043479,2.67475952696,1.09,0.203664670549
2078.17529,2716.58,2.3549,74.7901,6397.274242,0.139892753988,2.67238284064,1.09,0.200635922284
2078.32764,2699.73,2.3494,75.6988,6342.745662,0.147836546867,2.6736538475,1.09,0.204750456049
2078.47998,2678.38,2.3317,79.032,6245.178646,0.176975151935,2.67831602431,1.09,0.218228626422
2078.63232,2781.02,2.3172,76.9035,6444.179544,0.158367951381,2.67533887222,1.09,0.225906825661
2078.78491,2796.33,2.3214,74.0573,6491.400462,0.133486666807,2.67135786669,1.09,0.22130213158
2078.93726,2765.88,2.4038,72.4898,6648.622344,0.119783689654,2.66916539034,1.09,0.168041543949
2079.0896,2755.88,2.4947,74.7185,6875.093836,0.139266831714,2.67228269307,1.09,0.112231963259
2079.24194,2743.47,2.5308,74.3789,6943.173876,0.13629807188,2.6718076915,1.09,0.0891433846595
2079.39429,2773.43,2.4484,75.5769,6790.466012,0.146770905454,2.67348334487,1.09,0.142144434674
2079.54688,2706.93,2.3598,72.453,6387.813414,0.119461986586,2.66911391785,1.09,0.195878153157
2079.69922,2687.83,2.3209,73.6226,6238.184647,0.129686549315,2.67074984789,1.09,0.221318919219
2079.85156,2620.81,2.3164,73.5095,6070.844284,0.128697836897,2.6705916539,1.09,0.224088019843
2080.00391,2657.37,2.3031,75.8071,6120.188847,0.148783298016,2.67380532768,1.09,0.234059906987
2080.15649,2685.46,2.3029,73.9984,6184.345834,0.132971767059,2.67127548273,1.09,0.232960977864
2080.30884,2697.35,2.3039,74.8506,6214.424665,0.140421640826,2.67246746253,1.09,0.232906818787
2080.46118,2768.39,2.3257,65.9204,6438.444623,0.0623544468456,2.6599767115,1.09,0.212918261174
2080.61353,2728.74,2.3452,66.2365,6399.441048,0.0651177712971,2.66041884341,1.09,0.200722784709
2080.76611,2853.93,2.3524,62.7965,6713.584932,0.0350455279777,2.65560728448,1.09,0.193667522809
2080.91846,3072.58,2.3462,61.52,7208.887196,0.0238864528041,2.65382183245,1.09,0.196711560144
2081.0708,3139.03,2.3262,58.7876,7302.011586,0.0,2.65,1.09,0.207564102564
2081.22314,3152.02,2.3103,60.3547,7282.111806,0.0136994803796,2.65219191686,1.09,0.218853978932
2081.37549,3100.71,2.2977,66.5538,7124.501367,0.0678915860661,2.66086265377,1.09,0.2311867641
2081.52808,2822.22,2.2988,66.9487,6487.719336,0.071343774696,2.66141500395,1.09,0.230756994836
2081.68042,2853.93,2.3006,68.6881,6565.751358,0.0865494898209,2.66384791837,1.09,0.230802426417
2081.83276,2936.42,2.302,69.4702,6759.63884,0.0933865542105,2.66494184867,1.09,0.230447777471
2081.98511,2911.17,2.3052,69.3647,6710.829084,0.0924642804691,2.66479428488,1.09,0.228343656266
2082.1377,2878.19,2.2945,67.9955,6604.006955,0.0804948282735,2.66287917252,1.09,0.234206911096
2082.29004,2804.05,2.2793,61.1984,6391.271165,0.0210750477309,2.65337200764,1.09,0.239272550493
2082.44238,2814.4,2.2772,58.9484,6408.95168,0.00140570253656,2.65022491241,1.09,0.23908406374
2082.59473,2811.81,2.2862,67.3238,6428.360022,0.0746228730881,2.66193965969,1.09,0.239029314756
2082.74731,2832.71,2.2859,65.6297,6475.291789,0.0598131674464,2.65957010679,1.09,0.238071625584
2082.89966,2758.37,2.2765,68.9983,6279.429305,0.0892612368784,2.6642817979,1.09,0.246322988945
2083.052,2819.61,2.2671,67.2101,6392.337831,0.073628915511,2.66178062648,1.09,0.251104142545
2083.20435,2853.93,2.2575,70.4138,6442.746975,0.101635440488,2.66626167048,1.09,0.259323485519
2083.35669,2824.84,2.2475,73.3659,6348.8279,0.127442495577,2.67039079929,1.09,0.267586219485
2083.50928,2835.35,2.2446,72.736,6364.22661,0.121935953115,2.6695097525,1.09,0.269013693538
2083.66162,2755.88,2.2351,73.6635,6159.667388,0.130044094301,2.67080705509,1.09,0.275623172155
2083.81396,2763.37,2.2158,70.2423,6123.075246,0.100136199288,2.66602179189,1.09,0.285669775763
2083.96631,2773.43,2.1906,74.95,6075.475758,0.141290588787,2.67260649421,1.09,0.304564966699
2084.1189,2781.02,2.153,75.0212,5987.53606,0.141913014288,2.67270608229,1.09,0.328365505196
2084.27124,2773.43,2.1119,75.3799,5857.206817,0.145048745008,2.6732077992,1.09,0.354538298437
2084.42358,2763.37,2.1105,74.2105,5832.092385,0.134825930666,2.67157214891,1.09,0.354755961841
2084.57593,2736.09,2.1492,80.1599,5880.404628,0.186835176132,2.67989362818,1.09,0.333791908323
2084.72852,2745.95,2.2007,80.9711,6043.012165,0.19392663072,2.68102826092,1.09,0.301898006915
2084.88086,2781.02,2.2265,82.5559,6191.94103,0.207780843282,2.68324493493,1.09,0.286675905828
2085.0332,2817.01,2.2411,83.8267,6313.201111,0.218890089447,2.68502241431,1.09,0.278317351737
2085.18555,2891.84,2.267,83.7941,6555.80128,0.21860510249,2.6849768164,1.09,0.262058239406
2085.33789,2905.62,2.2777,83.5652,6618.130674,0.216604074439,2.68465665191,1.09,0.255200172039
2085.49048,2837.99,2.2805,79.2223,6472.036195,0.178638741442,2.67858219863,1.09,0.250589613162
2085.64282,2861.97,2.2557,89.8936,6455.745729,0.27192651183,2.69350824189,1.09,0.273031488367
2085.79517,2778.49,2.2394,97.3748,6222.150506,0.337326647504,2.7039722636,1.09,0.287844019428
2085.94751,2758.37,2.2142,96.001,6107.582854,0.325316982425,2.70205071719,1.09,0.302627399986
2086.1001,2775.96,2.127,95.0709,5904.46692,0.317186112218,2.70074977795,1.09,0.356200438955
2086.25244,2781.02,2.048,84.3929,5695.52896,0.223839770891,2.68581436334,1.09,0.399679547944
2086.40479,2760.87,2.0518,81.023,5664.753066,0.194380336949,2.68110085391,1.09,0.395512862912
2086.55713,2733.63,2.1553,87.0056,5891.792739,0.246679814531,2.68946877032,1.09,0.33396636448
2086.70972,2706.93,2.2273,90.3568,6029.145189,0.27597577436,2.6941561239,1.09,0.291029106795
2086.86206,2750.9,2.1946,84.4397,6037.12514,0.224248893272,2.68587982292,1.09,0.307842618139
2087.0144,3215.19,2.1757,80.5791,6995.288883,0.19049979369,2.68047996699,1.09,0.317375872357
2087.16675,3394.21,2.1883,67.5293,7427.549743,0.0764193399492,2.66222709439,1.09,0.301436793757
2087.31909,3581.67,2.2112,74.3731,7919.788704,0.136247368679,2.67179957899,1.09,0.291187066368
2087.47168,3455.78,2.1739,77.2339,7512.520142,0.161256285449,2.67580100567,1.09,0.316496839059
2087.62402,3002.96,2.1553,75.6441,6472.279688,0.147358363231,2.67357733812,1.09,0.32728261869
2087.77637,2745.95,2.1436,72.7246,5886.21842,0.1218362951,2.66949380722,1.09,0.332950850971
2087.92871,2676.03,2.1798,75.085,5833.210194,0.142470749498,2.67279531992,1.09,0.311471302521
2088.0813,2669.0,2.173,81.2826,5799.737,0.196649742288,2.68146395877,1.09,0.319494485543
2088.23364,2673.68,2.1502,82.2361,5748.946736,0.204985173685,2.68279762779,1.09,0.334378717357
2088.38599,2676.03,2.1586,83.6735,5776.478358,0.217550825588,2.68480813209,1.09,0.329950745488
2088.53833,2678.38,2.1943,81.5812,5877.169234,0.199260082943,2.68188161327,1.09,0.306292634582
2088.69092,2775.96,2.2434,77.6185,6227.588664,0.164618432187,2.67633894915,1.09,0.272917051795
2088.84326,2798.9,2.2599,77.1282,6325.23411,0.160332263321,2.67565316213,1.09,0.262196785565
2088.99561,2880.91,2.2539,78.237,6493.283049,0.170025316633,2.67720405066,1.09,0.266697939994
2089.14795,2832.71,2.1909,84.7631,6206.184339,0.227076033821,2.68633216541,1.09,0.310356563719
2089.30029,2719.0,2.0639,95.6215,5611.7441,0.321999419536,2.70151990713,1.09,0.395663686379
2089.45288,2673.68,1.9686,99.5104,5263.406448,0.35599591577,2.70695934652,1.09,0.456634452877
2089.60522,2598.47,1.9837,116.6171,5154.584939,0.505541510186,2.73088664163,1.09,0.455355429603
2089.75757,2585.24,2.0804,118.0197,5378.333296,0.517802942884,2.73284847086,1.09,0.397144643851
2089.90991,2565.66,2.1651,118.0317,5554.910466,0.517907846058,2.73286525537,1.09,0.345594535835
2090.0625,2526.62,2.1812,118.7361,5511.063544,0.524065662394,2.73385050598,1.09,0.336192679305
2090.21484,2453.64,2.2012,117.1993,5400.952368,0.510631062529,2.73170097,1.09,0.323141046815
2090.36719,2485.65,2.2413,128.5623,5571.087345,0.609965626727,2.74759450028,1.09,0.305439297845
2090.51953,2449.69,2.1922,131.187,5370.210418,0.632910573541,2.75126569177,1.09,0.336529969009
2090.67212,2430.16,2.1138,135.2301,5136.872208,0.668255075565,2.75692081209,1.09,0.385813655589
2090.82446,2364.19,1.9893,127.9986,4703.083167,0.60503780011,2.74680604802,1.09,0.457208644865
2090.97681,2355.06,1.9144,119.2692,4508.526864,0.528725985915,2.73459615775,1.09,0.498721922633
2091.12915,2362.36,1.8587,116.9564,4390.918532,0.508507647441,2.73136122359,1.09,0.531669209098
2091.28149,2375.24,1.8665,124.0737,4433.38546,0.570726594353,2.7413162551,1.09,0.529769056894
2091.43408,2392.02,1.9238,124.8241,4601.768076,0.577286539524,2.74236584632,1.09,0.49539019954
2091.58643,2345.99,2.0269,123.4594,4755.087131,0.565356426019,2.74045702816,1.09,0.432339052751
2091.73877,2353.24,2.0989,122.2771,4939.215436,0.555020840764,2.73880333452,1.09,0.38810167418
2091.89111,2287.88,2.1104,130.3528,4828.341952,0.625618054536,2.75009888873,1.09,0.38533782118
2092.0437,2305.18,2.1122,133.7765,4869.001196,0.655547804377,2.7548876487,1.09,0.386024636078
2092.19604,2262.41,2.1181,134.2921,4792.010621,0.660055144102,2.75560882306,1.09,0.382748226493
2092.34839,2200.35,2.118,137.6069,4660.3413,0.689032897635,2.76024526362,1.09,0.384521529628
2092.50073,2260.73,2.1091,136.84641,4768.105643,0.682384746379,2.75918155942,1.09,0.389461263666
2092.65332,2260.73,2.1087,138.35629,4767.201351,0.695584013456,2.76129344215,1.09,0.390472089277
2092.80566,2265.77,2.1137,140.7746,4789.158049,0.71672471309,2.76467595409,1.09,0.388717562047
2092.95801,2369.7,2.1248,134.80099,5035.13856,0.664503825469,2.75632061208,1.09,0.378991058203
2093.11035,2329.85,2.1466,130.58279,5001.25601,0.627628611292,2.75042057781,1.09,0.363655200301
2093.2627,2353.24,2.1627,128.3116,5089.352148,0.607774024575,2.74724384393,1.09,0.352720479893
2093.41528,2395.78,2.1591,127.077,5172.728598,0.596981236319,2.74551699781,1.09,0.354219859166
2093.56763,2355.06,2.1268,123.9893,5008.741608,0.56998877536,2.74119820406,1.09,0.372092340306
2093.71997,2367.86,2.0367,124.0325,4822.620462,0.570366426788,2.74125862829,1.09,0.426679755804
2093.87231,2362.36,1.9106,138.8006,4513.525016,0.699468140906,2.76191490254,1.09,0.509185546016
2094.0249,2349.61,1.8323,136.1098,4305.190403,0.67594535244,2.75815125639,1.09,0.555016370874
2094.17725,2227.68,1.8503,135.94521,4121.876304,0.674506517984,2.75792104288,1.09,0.544163074597
2094.32959,2232.58,1.9628,144.48199,4382.108024,0.749134461392,2.76986151382,1.09,0.48043336143
2094.48193,2206.72,2.0875,127.4111,4606.528,0.599901915532,2.74598430649,1.09,0.397639219108
2094.63452,2229.31,2.1238,128.31419,4734.608578,0.607796666177,2.74724746659,1.09,0.376194551
2094.78687,2356.88,2.1379,117.1461,5038.773752,0.51016599179,2.73162655869,1.09,0.361669683976
2094.93921,2377.1,2.1657,121.5524,5148.08547,0.548685563225,2.73778969012,1.09,0.347186108487
2095.09155,2366.02,2.21,114.4155,5228.9042,0.486295274462,2.72780724391,1.09,0.316158843379
2095.2439,2403.34,2.2286,99.7388,5356.083524,0.357992572855,2.70727881166,1.09,0.295977915624
2095.39648,2435.99,2.2409,97.7179,5458.809991,0.340326004098,2.70445216066,1.09,0.28712660056
2095.54883,2493.79,2.2342,97.6129,5571.625618,0.339408101322,2.70430529621,1.09,0.291212137701
2095.70117,2565.14,2.2469,93.6555,5763.613066,0.304812782801,2.69877004525,1.09,0.280879201215
2095.85352,2533.17,2.2556,96.2361,5713.818252,0.32737221045,2.70237955367,1.09,0.277093289018
2096.0061,2562.99,2.2276,102.3944,5709.316524,0.381207645343,2.71099322325,1.09,0.298208046968
2096.15845,2437.94,2.1998,106.159,5362.980412,0.414117519529,2.71625880312,1.09,0.31757479322
2096.31079,2369.7,2.1906,105.443,5191.06482,0.407858296792,2.71525732749,1.09,0.322814928205
2096.46313,2356.88,2.2339,99.8184,5265.034232,0.358688430579,2.70739014889,1.09,0.292749494744
2096.61548,2386.4,2.2658,95.7117,5407.10512,0.32278794173,2.70164607068,1.09,0.270435350917
2096.76807,2412.85,2.2636,94.2396,5461.72726,0.309918944814,2.69958703117,1.09,0.270868876754
2096.92041,2541.62,2.2456,93.0551,5707.461872,0.29956412731,2.69793026037,1.09,0.281312113789
2097.07275,2615.78,2.2234,91.9102,5815.925252,0.289555490282,2.69632887845,1.09,0.294415972215
2097.2251,2694.4,2.2129,104.2743,5962.43776,0.397641601802,2.71362265629,1.09,0.308398416559
2097.37769,2455.61,2.2056,107.2358,5416.093416,0.423530831043,2.71776493297,1.09,0.314643056005
2097.53003,2375.24,2.2129,106.4783,5256.168596,0.416908818161,2.71670541091,1.09,0.309709064424
2097.68237,2310.43,2.2031,104.8412,5090.108333,0.402597402597,2.71441558442,1.09,0.314768947873
2097.83472,2301.7,2.1985,101.5847,5060.28745,0.374129303653,2.70986068858,1.09,0.31568189301
2097.9873,2434.04,2.1956,94.3916,5344.178224,0.311247718356,2.69979963494,1.09,0.313206453769
2098.13965,2652.19,2.2136,86.9019,5870.887784,0.245773276266,2.6893237242,1.09,0.297453052814
2098.29199,2806.02,2.21,87.8158,6201.3042,0.253762527187,2.69060200435,1.09,0.300263277844
2098.44434,2932.92,2.1869,91.2107,6414.002748,0.28344050941,2.69535048151,1.09,0.316722415051
2098.59668,2880.26,2.172,98.6669,6255.92472,0.348622096805,2.70577953549,1.09,0.330354187415
2098.74927,2677.83,2.164,102.4324,5794.82412,0.381539838729,2.7110463742,1.09,0.337464975034
2098.90161,2654.5,2.1938,102.1115,5823.4421,0.378734553008,2.71059752848,1.09,0.318893197971
2099.05396,2473.55,2.225,106.0526,5503.64875,0.41318737805,2.71610998049,1.09,0.302015230446
2099.2063,2375.24,2.2145,106.9942,5259.96898,0.421418780466,2.71742700487,1.09,0.309031989372
2099.35889,2340.59,2.1494,109.179,5030.864146,0.440518151746,2.72048290428,1.09,0.350253843681
2099.51123,2416.67,2.065,108.1297,4990.42355,0.43134524334,2.71901523893,1.09,0.401478895533
2099.66357,2501.98,1.9852,91.7793,4966.930696,0.288411171489,2.69614578744,1.09,0.442640881668
2099.81592,2556.54,1.9897,88.175,5086.747638,0.256902628874,2.69110442062,1.09,0.438075375714
2099.96851,2541.62,2.0472,78.5972,5203.204464,0.17317416025,2.67770786564,1.09,0.397118310796
2100.12085,2545.86,2.0988,74.618,5343.250968,0.138388267629,2.67214212282,1.09,0.36238345124
2100.27319,2543.74,2.0952,75.9589,5329.644048,0.150110323172,2.67401765171,1.09,0.365411112107
2100.42554,2516.44,2.0816,74.2645,5238.221504,0.135297994951,2.67164767919,1.09,0.373058859413
2100.57788,2545.86,2.1262,72.433,5413.007532,0.119287147962,2.66908594367,1.09,0.343797591163
2100.73047,2543.74,2.1722,72.2182,5525.512028,0.117409381141,2.66878550098,1.09,0.314536395649
2100.88281,2556.54,2.1521,72.7748,5501.929734,0.122275140046,2.66956402241,1.09,0.327599271107
2101.03516,2550.12,2.0974,71.6539,5348.621688,0.112476309366,2.6679962095,1.09,0.361595424668
2101.1875,2547.99,2.0469,70.4023,5215.480731,0.10153490828,2.66624558532,1.09,0.392924548745
2101.34009,2565.14,2.0561,67.9281,5274.184354,0.0799056221108,2.66278489954,1.09,0.385739270333
2101.49243,2586.92,2.0662,81.1998,5345.094104,0.195925910385,2.68134814566,1.09,0.386557867515
2101.64478,2531.06,2.1174,85.4661,5359.266444,0.233221611453,2.68731545783,1.09,0.356795807013
2101.79712,2420.51,2.1829,99.9113,5283.731279,0.359500555987,2.70752008896,1.09,0.324336057734
2101.94971,2410.94,2.2376,103.7431,5394.719344,0.392997887949,2.71287966207,1.09,0.29286192512
2102.10205,2291.32,2.2719,111.6457,5205.649908,0.462081873431,2.72393309975,1.09,0.276653370826
2102.25439,2364.19,2.2743,100.0259,5376.877317,0.360502381302,2.70768038101,1.09,0.26790235333
2102.40674,2382.67,2.2485,98.1724,5357.433495,0.344299211827,2.70508787389,1.09,0.282701567681
2102.55908,2382.67,2.2104,97.1634,5266.653768,0.335478603249,2.70367657652,1.09,0.305684908424
2102.71167,2455.61,2.2208,97.384,5453.418688,0.337407073271,2.70398513172,1.09,0.299373967099
2102.86401,2495.83,2.2423,97.1772,5596.399609,0.3355992419,2.7036958787,1.09,0.285924928478
2103.01636,2567.31,2.2729,94.9068,5835.238899,0.315751561309,2.70052024981,1.09,0.265516841443
2103.1687,2571.64,2.2665,72.0878,5828.62206,0.116269433313,2.66860310933,1.09,0.254720839553
2103.32129,2620.27,2.2638,71.7715,5931.767226,0.113504360475,2.66816069768,1.09,0.256222765065
2103.47363,2723.28,2.2621,68.2838,6160.331688,0.0830151270377,2.66328242033,1.09,0.254997078174
2103.62598,2740.42,2.2669,67.9711,6212.258098,0.0802815251523,2.66284504402,1.09,0.251738113382
2103.77832,2777.89,2.2699,70.8725,6305.532511,0.105645364329,2.66690325829,1.09,0.25176132791
2103.93091,2847.97,2.2757,70.444,6481.125329,0.101899446811,2.66630391149,1.09,0.247797336949
2104.08325,2806.02,2.292,69.866,6431.39784,0.0968466105784,2.66549545769,1.09,0.237065397979
2104.2356,2832.09,2.2885,70.9935,6481.237965,0.106703138004,2.66707250208,1.09,0.240047620881
2104.38794,2845.31,2.2916,71.645,6520.312396,0.112398506179,2.66798376099,1.09,0.238521948257
2104.54028,2847.97,2.2875,68.8199,6514.731375,0.0877016763527,2.66403226822,1.09,0.239215088419
2104.69287,2872.12,2.2961,66.9981,6594.674732,0.0717756260971,2.66148410018,1.09,0.232508938611
2104.84521,2853.3,2.2777,68.5797,6498.96141,0.0856018644791,2.66369629832,1.09,0.24528004465
2104.99756,2785.5,2.2693,68.3329,6321.13515,0.0834443558595,2.66335109694,1.09,0.250453377955
2105.1499,2765.29,2.2644,65.4098,6261.722676,0.0578908167761,2.65926253068,1.09,0.251622990394
2105.30249,2740.42,2.2625,64.1828,6200.20025,0.0471644671968,2.65754631475,1.09,0.252015721025
2105.45483,2730.6,2.2696,65.0751,6197.36976,0.0549648924043,2.65879438278,1.09,0.248085018059
2105.60718,2755.29,2.2786,64.4411,6278.203794,0.0494225080251,2.65790760128,1.09,0.241919613741
2105.75952,2755.29,2.29,65.5467,6309.6141,0.0590875871571,2.65945401395,1.09,0.235402892128
2105.91211,2733.05,2.2908,59.1025,6260.87094,0.00275283413409,2.65044045346,1.09,0.230473679828
2106.06445,2652.19,2.2848,67.2696,6059.723712,0.0741490604172,2.66186384967,1.09,0.239883275989
2106.2168,2586.92,2.2793,93.1159,5896.366756,0.300095636727,2.69801530188,1.09,0.260392610311
2106.36914,2405.23,2.2813,116.5804,5487.051199,0.505220681311,2.73083530901,1.09,0.27396735464
2106.52148,2366.02,2.2891,122.9484,5416.056382,0.560889299177,2.73974228787,1.09,0.273159202611
2106.67407,2237.5,2.2866,127.3931,5116.2675,0.59974456077,2.74595912972,1.09,0.277397625025
2106.82642,2242.43,2.2788,119.2826,5110.049484,0.528843127793,2.73461490045,1.09,0.277156007965
2106.97876,2279.33,2.2658,116.4274,5164.505914,0.503883165838,2.73062130653,1.09,0.283320291333
2107.1311,2310.43,2.2782,119.7191,5263.621626,0.532658980761,2.73522543692,1.09,0.277788944096
2107.28369,2369.7,2.291,111.4496,5428.9827,0.460367580723,2.72365881292,1.09,0.264840375172
2107.43604,2424.36,2.2915,109.2371,5555.42094,0.441026057949,2.72056416927,1.09,0.263138475233
2107.58838,2459.58,2.2814,105.7806,5611.285812,0.410809572764,2.71572953164,1.09,0.267159772391
2107.74072,2422.44,2.2703,106.192,5499.665532,0.414406003259,2.71630496052,1.09,0.274244358437
2107.89331,2439.89,2.2693,111.9139,5536.842377,0.464426459378,2.7243082335,1.09,0.278410292608
2108.04565,2384.53,2.2693,114.9571,5411.213929,0.491029904398,2.7285647847,1.09,0.280284788854
2108.198,2333.42,2.2695,126.1344,5295.69669,0.588741091972,2.74419857472,1.09,0.28696589513
2108.35034,2244.09,2.2617,129.4209,5075.458353,0.617471448853,2.74879543182,1.09,0.293644063924
2108.50269,2262.41,2.2613,126.8493,5115.987733,0.594990698585,2.74519851177,1.09,0.292350741214
2108.65527,2324.52,2.2646,108.7953,5264.107992,0.437163872745,2.71994621964,1.09,0.279362726299
2108.80762,2356.88,2.2687,96.0721,5347.053656,0.325938533733,2.7021501654,1.09,0.26886463476
2108.95996,2508.15,2.2698,96.3419,5692.99887,0.32829710677,2.70252753708,1.09,0.268353579788
2109.1123,2533.17,2.2691,97.1483,5748.016047,0.335346600088,2.70365545601,1.09,0.269298786426
2109.26489,2562.99,2.2761,95.5922,5833.621539,0.321743280952,2.70147892495,1.09,0.263968034807
2109.41724,2636.14,2.2864,93.3643,6027.270496,0.302267132437,2.69836274119,1.09,0.256137953609
2109.56958,2580.35,2.2951,94.8709,5922.161285,0.315437725979,2.70047003616,1.09,0.251709145191
2109.72192,2571.64,2.2807,84.9308,5865.139348,0.228542055683,2.68656672891,1.09,0.254212192676
2109.87451,2636.14,2.2612,83.6989,5960.839768,0.21777287064,2.6848436593,1.09,0.265633347088
2110.02686,2745.36,2.2356,80.6392,6137.526816,0.191025183755,2.6805640294,1.09,0.279752352735
2110.1792,2745.36,2.2406,79.1729,6151.253616,0.17820689004,2.67851310241,1.09,0.275674844446
2110.33154,2666.11,2.2421,92.3739,5977.685231,0.293609123779,2.6969774598,1.09,0.283063995098
2110.48389,2580.35,2.2516,120.3842,5809.91606,0.5384732392,2.73615571827,1.09,0.294355942693
2110.63647,2445.76,2.2533,124.6243,5511.031008,0.575539901671,2.74208638427,1.09,0.295860064535
2110.78882,2326.3,2.2554,124.4249,5246.73702,0.57379676059,2.74180748169,1.09,0.294469838092
2110.94116,2347.8,2.2515,122.8204,5286.0717,0.559770331984,2.73956325312,1.09,0.295874227433
2111.09351,2308.68,2.2427,122.2095,5177.676636,0.554429886215,2.73870878179,1.09,0.300846812531
2111.24609,2274.22,2.2426,122.459,5100.165772,0.556610998049,2.73905775969,1.09,0.301055409837
2111.39844,2269.15,2.2445,123.3036,5093.107175,0.563994433138,2.7402391093,1.09,0.300404412008
2111.55078,2249.05,2.2458,125.1465,5050.91649,0.580104938142,2.7428167901,1.09,0.300708943108
2111.70312,2265.77,2.2295,124.2314,5051.534215,0.572105196903,2.7415368315,1.09,0.310036580315
2111.85571,2289.6,2.1758,123.1607,4981.71168,0.56274521117,2.74003923379,1.09,0.341955040967
2112.00806,2324.52,2.1583,108.9917,5017.011516,0.438880788033,2.72022092609,1.09,0.344690046051
2112.1604,2329.85,2.1717,109.6775,5059.735245,0.444876004448,2.72118016071,1.09,0.336860497661
2112.31274,2329.85,2.2363,110.7677,5210.243555,0.454406457839,2.72270503325,1.09,0.297913599424
2112.46509,2319.22,2.2641,109.2772,5250.946002,0.44137660939,2.7206202575,1.09,0.279967242773
2112.61768,2306.93,2.2512,119.8909,5193.360816,0.53416084454,2.73546573513,1.09,0.294303141529
2112.77002,2320.98,2.2354,120.8901,5188.318692,0.542895782193,2.73686332515,1.09,0.304496018275
2112.92236,2328.07,2.2303,118.915,5192.294521,0.525629593885,2.73410073502,1.09,0.3064293594
2113.07471,2331.64,2.23,116.2971,5199.5572,0.502744092203,2.73043905475,1.09,0.305064094459
2113.22729,2328.07,2.2434,112.1802,5222.792238,0.466754435656,2.7246807097,1.09,0.29441878579
2113.37964,2345.99,2.2425,113.8413,5260.882575,0.481275657568,2.72700410521,1.09,0.295970000117
2113.53198,2326.3,2.2461,110.9472,5225.10243,0.455975634489,2.72295610152,1.09,0.292020159682
2113.68433,2340.59,2.2477,116.8698,5260.944143,0.5077505962,2.73124009539,1.09,0.29461874393
2113.83691,2355.06,2.2426,122.208,5281.457556,0.554416773318,2.73870668373,1.09,0.300906576425
2113.98926,2344.19,2.2491,124.7473,5272.317729,0.576615159208,2.74225842547,1.09,0.298475358255
2114.1416,2342.39,2.2559,126.1082,5284.197601,0.588512053375,2.74416192854,1.09,0.295171784646
2114.29395,2347.8,2.2739,123.7629,5338.66242,0.568009602137,2.74088153634,1.09,0.282867986625
2114.44629,2355.06,2.2854,120.4974,5382.254124,0.539462825812,2.73631405213,1.09,0.273893095638
2114.59888,2351.42,2.2788,114.6855,5358.415896,0.488655595885,2.72818489534,1.09,0.274318788202
2114.75122,2358.7,2.24,121.1029,5283.488,0.544756065152,2.73716097042,1.09,0.301829013285
2114.90356,2364.19,2.1901,123.7282,5177.812519,0.567706257125,2.74083300114,1.09,0.333609154142
2115.05591,2345.99,2.1569,108.7912,5060.065831,0.437128030828,2.71994048493,1.09,0.345436223063
2115.2085,2353.24,2.1644,106.1048,5093.352656,0.413643706859,2.7161829931,1.09,0.339311747472
2115.36084,2364.19,2.2085,107.7922,5221.313615,0.428394841561,2.71854317465,1.09,0.313189838986
2115.51318,2358.7,2.2485,106.0315,5303.53695,0.413002923302,2.71608046773,1.09,0.287550632953
2115.66553,2364.19,2.2796,106.4247,5389.407524,0.416440250649,2.7166304401,1.09,0.268672237608
2115.81812,2324.52,2.2788,104.6968,5297.116176,0.401335067732,2.71421361084,1.09,0.268076568212
2115.97046,2299.97,2.2791,107.8665,5241.861627,0.429044367049,2.71864709873,1.09,0.269884801361
