DEPTH,VP,RHO,GR,IP,VSH,RHOm,RHOf,PHIE
2034.13159,2388.71,2.2838,100.2327,5455.335898,0.362310212674,2.70796963403,1.09,0.262161677888
2034.28406,2332.06,2.2682,100.4456,5289.578492,0.364171369826,2.70826741917,1.09,0.271937390544
2034.4364,2339.22,2.2586,97.7559,5283.362292,0.340658197484,2.7045053116,1.09,0.276186958565
2034.58875,2364.62,2.2354,96.1469,5285.871548,0.326592430187,2.70225478883,1.09,0.289566383716
2034.74121,2321.4,2.2139,97.4604,5139.34746,0.338074956815,2.70409199309,1.09,0.303695201506
2034.89355,2324.94,2.2208,97.7361,5163.226752,0.340485107246,2.70447761716,1.09,0.299587688314
2035.04602,2330.28,2.226,101.4503,5187.20328,0.3729543881,2.7096727021,1.09,0.298623729023
2035.19836,2271.24,2.2121,100.0103,5024.210004,0.360366007175,2.70765856115,1.09,0.306343114085
2035.35083,2271.24,2.2049,99.3959,5007.857076,0.354994964648,2.70679919434,1.09,0.310427662322
2035.50317,2346.42,2.1949,100.6003,5150.157258,0.365523746582,2.70848379945,1.09,0.317324028592
2035.65564,2303.85,2.1609,98.3589,4978.389465,0.345929581996,2.70534873312,1.09,0.337047178703
2035.80798,2271.24,2.1429,101.2493,4867.040196,0.371197259929,2.70939156159,1.09,0.349817533341
2035.96045,2272.93,2.2015,98.6139,5003.855395,0.348158774451,2.70570540391,1.09,0.312065183846
2036.11279,2291.73,2.2478,98.6273,5151.350694,0.348275916329,2.70572414661,1.09,0.283417282321
2036.26526,2341.01,2.224,99.6523,5206.40624,0.357236395807,2.70715782333,1.09,0.298769740565
2036.4176,2346.42,2.2026,100.109,5168.224692,0.361228835785,2.70779661373,1.09,0.312274490773
2036.56995,2321.4,2.2064,101.5564,5121.93696,0.373881907,2.70982110512,1.09,0.310788088591
2036.72241,2330.28,2.2394,100.4657,5218.429032,0.364347082643,2.70829553322,1.09,0.289746541096
2036.87476,2302.11,2.2621,100.7922,5207.603031,0.367201323179,2.70875221171,1.09,0.275923769233
2037.02722,2246.13,2.2958,105.1004,5156.665254,0.404863311164,2.71477812979,1.09,0.25786790338
2037.17957,2293.45,2.3318,97.7674,5347.86671,0.340758729692,2.70452139675,1.09,0.230855656358
2037.33203,2353.67,2.3539,100.0922,5540.303813,0.36108197134,2.70777311541,1.09,0.218740880314
2037.48438,2337.42,2.3692,93.3049,5537.815464,0.301747861724,2.69827965788,1.09,0.204615942423
2037.63684,2351.85,2.3422,98.8961,5508.50307,0.350625747435,2.70610011959,1.09,0.225171767008
2037.78918,2368.3,2.3051,101.5873,5459.16833,0.374152032674,2.70986432523,1.09,0.249875448779
2037.94165,2307.34,2.3119,98.4841,5334.339346,0.347024071782,2.70552385149,1.09,0.24365090687
2038.09399,2302.11,2.3094,96.5179,5316.492834,0.329835686661,2.70277370987,1.09,0.243911286165
2038.24646,2342.81,2.3076,98.689,5406.268356,0.348815293484,2.70581044696,1.09,0.246446263364
2038.3988,2314.35,2.3063,98.2424,5337.585405,0.344911147011,2.70518578352,1.09,0.246959691938
2038.55115,2317.87,2.2748,99.6751,5272.690676,0.357435711838,2.70718971389,1.09,0.267371051262
2038.70361,2319.63,2.2324,97.389,5178.342012,0.337450782927,2.70399212527,1.09,0.292189855133
2038.85596,2274.63,2.2874,98.2926,5202.988662,0.345349991957,2.70525599871,1.09,0.258693358233
2039.00842,2291.73,2.3825,96.6904,5460.046725,0.331343669793,2.70301498717,1.09,0.198705523332
2039.16077,2278.03,2.5007,101.8652,5696.669621,0.376581415354,2.71025302646,1.09,0.12933351954
2039.31323,2264.49,2.4262,102.606,5494.105638,0.383057437985,2.71128919008,1.09,0.175841047866
2039.46558,2259.45,2.3042,101.2431,5206.22469,0.371143059956,2.70938288959,1.09,0.250208207211
2039.61804,2317.87,2.2119,97.2529,5126.896653,0.336261006091,2.70380176097,1.09,0.30480928505
2039.77039,2314.35,2.1859,99.9074,5058.937665,0.359466462455,2.70751463399,1.09,0.322479081815
2039.92285,2305.6,2.1878,101.9751,5044.19168,0.377542153592,2.71040674457,1.09,0.322515779649
2040.0752,2291.73,2.1788,99.513,4993.221324,0.356018644791,2.70696298317,1.09,0.326638883305
2040.22754,2239.53,2.1481,100.1136,4810.734393,0.361269048668,2.70780304779,1.09,0.345964886488
2040.38,2244.48,2.1181,101.8277,4754.033088,0.376253592934,2.71020057487,1.09,0.365448935183
2040.53235,2241.18,2.093,99.164,4690.78974,0.352967710803,2.70647483373,1.09,0.379514002277
2040.68481,2158.64,2.1037,98.6946,4541.130968,0.348864248299,2.70581827973,1.09,0.372639848974
2040.83716,2213.51,2.0982,92.2061,4644.386682,0.292142227724,2.69674275644,1.09,0.372519343273
2040.98962,2271.24,2.0906,94.8827,4748.254344,0.315540880767,2.70048654092,1.09,0.378697074099
2041.14197,2272.93,2.0793,94.5905,4726.103349,0.312986488471,2.70007783816,1.09,0.385557656558
2041.29443,2286.57,2.0758,94.7183,4746.462006,0.314103707278,2.70025659316,1.09,0.387799432597
2041.44678,2232.97,2.0838,105.5144,4653.062886,0.40848247068,2.71535719531,1.09,0.388565170248
2041.59924,2330.28,2.0955,99.7845,4883.10174,0.358392079111,2.70734273266,1.09,0.378301222309
2041.75159,2468.02,2.094,101.8892,5168.03388,0.376791221702,2.71028659547,1.09,0.380356535192
2041.90405,2636.68,2.0841,99.4832,5495.104788,0.355758135241,2.70692130164,1.09,0.385189619932
2042.0564,2587.44,2.0963,102.2417,5424.050472,0.379872752449,2.71077964039,1.09,0.379125962024
2042.20874,2683.1,2.1061,104.6456,5650.87691,0.400887480855,2.71414199694,1.09,0.374377362376
2042.36121,2448.19,2.1035,110.8138,5149.767665,0.454809460868,2.72276951374,1.09,0.379275524517
2042.51355,2305.6,2.1065,122.3332,4856.7464,0.555511263104,2.7388818021,1.09,0.383521609185
2042.66602,2460.05,2.143,126.6262,5271.88715,0.593040373735,2.7448864598,1.09,0.363702570792
2042.81836,2490.2,2.1741,122.8107,5413.94382,0.559685535251,2.73954968564,1.09,0.342790332757
2042.97083,2537.88,2.1908,121.6523,5559.987504,0.549558882152,2.73792942114,1.09,0.33201022697
2043.12317,2699.73,2.1707,120.9717,5860.303911,0.543609123779,2.7369774598,1.09,0.343828299795
2043.27563,3005.92,2.1477,116.989,6455.814384,0.508792634398,2.7314068215,1.09,0.355613741735
2043.42798,3078.79,2.1329,118.8841,6566.751191,0.525359468211,2.73405751491,1.09,0.365654795809
2043.58044,2830.08,2.1455,123.3059,6071.93664,0.56401453958,2.74024232633,1.09,0.360396965247
2043.73279,2967.87,2.1644,131.6553,6423.657828,0.63700441992,2.75192070719,1.09,0.353519096697
2043.88525,2801.47,2.1729,128.95599,6087.314163,0.61340723762,2.74814515802,1.09,0.346920868319
2044.0376,3088.15,2.1494,127.1904,6637.66961,0.597972571317,2.74567561141,1.09,0.360140360407
2044.18994,3535.96,2.1186,110.7769,7491.284856,0.454486883606,2.72271790138,1.09,0.370007519895
2044.34241,3829.15,2.0897,108.6365,8001.774755,0.435775654071,2.71972410465,1.09,0.386583289069
2044.49475,3148.76,2.1021,116.5759,6619.008396,0.505181342621,2.73082901482,1.09,0.383177655405
2044.64722,3263.38,2.1393,137.4225,6981.348834,0.687420885523,2.75998734168,1.09,0.371671884086
2044.79956,2726.3,2.1426,152.4359,5841.37038,0.818666995363,2.78098671926,1.09,0.377523201092
2044.95203,2462.04,2.1134,169.8223,5203.275336,0.970657707936,2.80530523327,1.09,0.403371493219
2045.10437,2492.23,2.1484,171.744,5354.306932,0.987457077118,2.80799313234,1.09,0.383932345201
2045.25684,2519.01,2.1951,173.1788,5529.478851,1.0,2.81,1.09,0.3575
2045.40918,2591.84,2.1844,166.1096,5661.615296,0.938201539979,2.8001122464,1.09,0.36004200759
2045.56165,2585.24,2.1195,158.4267,5479.41618,0.871038156781,2.78936610509,1.09,0.394185869119
2045.71399,3008.88,2.1349,157.164,6423.657912,0.859999720258,2.78759995524,1.09,0.384483961151
2045.86646,3201.68,2.1941,153.73531,7024.806088,0.830026348181,2.78280421571,1.09,0.347768637534
2046.0188,3191.62,2.2385,151.2101,7144.44137,0.807951136101,2.77927218178,1.09,0.320121403531
2046.17114,3048.0,2.248,153.9637,6851.904,0.832022917847,2.78312366686,1.09,0.316057047297
2046.32361,3148.76,2.2769,157.7719,7169.411644,0.865313940233,2.78845023044,1.09,0.301186470625
2046.47595,2680.74,2.2982,162.28979,6160.876668,0.904809023771,2.7947694438,1.09,0.291282463801
2046.62842,2692.58,2.2967,170.72279,6184.048486,0.97852972956,2.80656475673,1.09,0.297026229119
2046.78076,2666.67,2.2817,167.4975,6084.540939,0.950334466288,2.80205351461,1.09,0.303935309362
2046.93323,2572.15,2.2676,137.75591,5832.60734,0.690335532803,2.76045368525,1.09,0.29504181385
2047.08557,3228.81,2.2754,116.9498,7346.834274,0.508449950696,2.73135199211,1.09,0.277790500942
2047.23804,3483.43,2.2624,97.038,7880.912032,0.334382365077,2.70350117841,1.09,0.273381379768
2047.39038,3467.58,2.2204,100.2963,7699.414632,0.362866199498,2.70805859192,1.09,0.301385001974
2047.54285,3259.89,2.1935,106.8941,7150.568715,0.420543713153,2.7172869941,1.09,0.321877453702
2047.69519,2793.77,2.1974,115.0241,6139.030198,0.491615613788,2.72865849821,1.09,0.324203303365
2047.84766,2436.45,2.2144,121.9848,5395.27488,0.552465574275,2.73839449188,1.09,0.317881729443
2048.0,2438.4,2.2142,130.7363,5399.10528,0.62897058515,2.75063529362,1.09,0.323030165433
2048.15234,2422.89,2.2096,124.1457,5353.617744,0.5713560134,2.74141696214,1.09,0.322036756516
2048.30469,2231.33,2.2258,131.84019,4966.494314,0.63862071558,2.75217931449,1.09,0.316680222106
2048.45728,2295.18,2.2319,122.876,5122.612242,0.560256383358,2.73964102134,1.09,0.307788794513
2048.60962,2326.72,2.2255,126.7242,5178.11536,0.593897082992,2.74502353328,1.09,0.313907036868
2048.76196,2302.11,2.2275,118.0241,5127.950025,0.517841407381,2.73285462518,1.09,0.307607634562
2048.91431,2502.46,2.225,116.8781,5567.9735,0.507823154229,2.73125170468,1.09,0.308454640586
2049.06689,2011.88,2.1982,119.4091,4422.514616,0.52994898209,2.73479183713,1.09,0.326236928601
2049.21924,2096.29,2.072,121.319,4343.51288,0.546645196484,2.73746323144,1.09,0.403932068855
2049.37158,2166.31,1.9565,125.0247,4238.385515,0.579040170922,2.74264642735,1.09,0.475689424149
2049.52393,2188.08,1.9314,121.7097,4226.057712,0.550060669003,2.73800970704,1.09,0.489444754842
2049.67651,2195.97,2.0104,114.9046,4414.778088,0.49057095301,2.72849135248,1.09,0.438263742676
2049.82886,2194.38,2.1282,112.5483,4670.079516,0.46997234053,2.72519557448,1.09,0.365091236669
2049.9812,2205.5,2.2127,111.7762,4880.10985,0.463222695452,2.72411563127,1.09,0.31296171549
2050.13354,2242.83,2.2433,107.6365,5031.340539,0.427033722874,2.71832539566,1.09,0.291726332419
2050.28589,2226.44,2.2433,107.6078,4994.572852,0.426782829448,2.71828525271,1.09,0.291708870986
2050.43848,2205.5,2.2298,104.8006,4917.8239,0.402242480191,2.71435879683,1.09,0.298307737044
2050.59082,2207.1,2.2329,108.5811,4928.23359,0.435291351083,2.71964661617,1.09,0.298682310228
2050.74316,2241.18,2.2399,105.1214,5020.019082,0.405046891719,2.71480750268,1.09,0.292285394973
2050.89551,2309.09,2.244,94.0356,5181.59796,0.30813559085,2.69930169454,1.09,0.28291879396
2051.0481,2407.58,2.2473,94.1759,5410.554534,0.309362083797,2.69949793341,1.09,0.280955895638
2051.20044,2366.46,2.2592,97.4988,5346.306432,0.338410646973,2.70414570352,1.09,0.275653989938
2051.35278,2368.3,2.2755,100.8933,5389.06665,0.368085132423,2.70889362119,1.09,0.267709759008
2051.50513,2266.17,2.2814,103.7953,5170.040238,0.393454216758,2.71295267468,1.09,0.265905889564
2051.65771,2284.86,2.2679,102.8161,5181.833994,0.384894117729,2.71158305884,1.09,0.273611059525
2051.81006,2317.87,2.2507,101.5072,5216.830009,0.373451803985,2.70975228864,1.09,0.283408945836
2051.9624,2328.5,2.2459,97.3368,5229.57815,0.336994454119,2.70391911266,1.09,0.283793102806
2052.11475,2279.73,2.2517,103.2898,5133.268041,0.389035170538,2.71224562729,1.09,0.283893893465
2052.26709,2249.45,2.2556,97.919,5073.85942,0.342084006462,2.70473344103,1.09,0.278147110613
2052.41968,2262.81,2.2389,100.5365,5066.205309,0.364966011372,2.70839456182,1.09,0.290098949228
2052.57202,2290.01,2.2295,100.0801,5105.577295,0.360976193973,2.70775619104,1.09,0.295629337527
2052.72437,2286.57,2.2442,104.242,5131.520394,0.397359237424,2.71357747799,1.09,0.289100757033
2052.87671,2202.31,2.2714,103.755,5002.326934,0.393101916931,2.71289630671,1.09,0.272042215441
2053.0293,2434.5,2.2901,96.4135,5575.24845,0.328923029044,2.70262768465,1.09,0.255810866063
2053.18164,2594.04,2.2782,96.7058,5909.741928,0.331478295533,2.70303652729,1.09,0.26337687963
2053.33398,2706.93,2.2546,78.9616,6103.044378,0.176359719978,2.6782175552,1.09,0.266725143423
2053.48633,2664.34,2.2578,82.1144,6015.546852,0.203921280658,2.68262740491,1.09,0.266746260674
2053.63892,2546.37,2.2651,91.4402,5767.782687,0.28544678262,2.69567148522,1.09,0.268156649217
2053.79126,2300.38,2.2803,107.7415,5245.556514,0.42795162565,2.7184722601,1.09,0.269069526598
2053.9436,2246.13,2.27,110.7335,5098.7151,0.454107483792,2.72265719741,1.09,0.277251831019
2054.09595,2312.59,2.266,97.3184,5240.32894,0.336833602585,2.70389337641,1.09,0.271327327327
2054.24829,2296.91,2.2645,97.1449,5201.352695,0.335316877522,2.7036507004,1.09,0.272147311865
2054.40088,2394.34,2.2825,97.7191,5465.08105,0.340336494416,2.70445383911,1.09,0.261360113796
2054.55322,2377.54,2.288,97.0912,5439.81152,0.334847435817,2.70357558973,1.09,0.257549502097
2054.70557,2434.5,2.2844,98.245,5561.3718,0.344933876032,2.70518942017,1.09,0.260520168664
2054.85791,2519.01,2.2683,99.7799,5713.870383,0.358351866227,2.7073362986,1.09,0.271456405806
2055.0105,2488.16,2.2655,105.199,5636.92648,0.40572526558,2.71491604249,1.09,0.27657800818
2055.16284,2440.35,2.2523,106.5052,5496.400305,0.41714397611,2.71674303618,1.09,0.285504855929
2055.31519,2544.24,2.2582,102.2433,5745.402768,0.379886739539,2.71078187833,1.09,0.279236758739
2055.46753,2548.49,2.2645,99.0469,5771.055605,0.35194403066,2.70631104491,1.09,0.273345310792
2055.62012,2537.88,2.2673,97.0871,5754.135324,0.334811593899,2.70356985502,1.09,0.270375561161
2055.77246,2535.77,2.2763,94.1575,5772.173251,0.309201232263,2.69947219716,1.09,0.262926068501
2055.9248,2578.68,2.276,92.5555,5869.07568,0.295196658484,2.69723146536,1.09,0.262085128643
2056.07715,2585.24,2.2865,92.0773,5911.15126,0.291016266986,2.69656260272,1.09,0.255242218401
2056.22949,2498.36,2.2871,91.6102,5713.999156,0.286932910923,2.69590926575,1.09,0.254565606207
2056.38208,2492.23,2.2979,91.639,5726.895317,0.287184678542,2.69594954857,1.09,0.247859310974
2056.53442,2470.02,2.2945,100.002,5667.46089,0.360293449146,2.70764695186,1.09,0.255399950766
2056.68677,2472.02,2.2841,102.6914,5646.340882,0.383803998909,2.71140863983,1.09,0.263541607791
2056.83911,2468.02,2.2842,101.7068,5637.451284,0.375196693452,2.71003147095,1.09,0.262853826353
2056.9917,2464.03,2.2918,95.8778,5647.063954,0.324239976502,2.70187839624,1.09,0.254410256504
2057.14404,2411.39,2.2947,97.3019,5533.416633,0.33668936072,2.70387029772,1.09,0.253533569764
2057.29639,2375.68,2.2796,95.3457,5415.600128,0.319588394911,2.70113414319,1.09,0.261638141659
2057.44873,2307.34,2.2732,95.9579,5245.045288,0.324940205191,2.70199043283,1.09,0.266000606516
2057.60132,2305.6,2.2759,96.7034,5247.31504,0.331457314898,2.70303317038,1.09,0.264801231758
2057.75366,2272.93,2.2925,97.719,5210.692025,0.340335620223,2.70445369924,1.09,0.255166004098
2057.90601,2371.98,2.296,96.9007,5446.06608,0.333182097924,2.70330913567,1.09,0.252468126947
2058.05835,2430.62,2.3003,98.1236,5591.155186,0.343872605585,2.70501961689,1.09,0.250597338051
2058.21069,2452.13,2.3075,94.3337,5658.289975,0.31074156054,2.69971864969,1.09,0.243656647553
2058.36328,2464.03,2.3083,91.4543,5687.720449,0.28557004385,2.69569120702,1.09,0.241261336752
2058.51562,2426.75,2.2899,92.0595,5557.014825,0.29086066061,2.6965377057,1.09,0.253114324211
2058.66797,2364.62,2.2737,95.5133,5376.436494,0.32105354258,2.70136856681,1.09,0.265407043194
2058.82031,2366.46,2.294,91.7485,5428.65924,0.288141920008,2.6961027072,1.09,0.250359273662
2058.9729,2362.79,2.3228,91.2421,5488.288612,0.283715006049,2.69539440097,1.09,0.232089012359
2059.12524,2357.31,2.3322,91.3626,5497.718382,0.284768408759,2.6955629454,1.09,0.226314979704
2059.27759,2403.79,2.339,88.9297,5622.46481,0.263500164348,2.6921600263,1.09,0.220427435774
2059.42993,2420.97,2.3413,90.5305,5668.217061,0.277494247809,2.69439907965,1.09,0.220081826354
2059.58252,2466.02,2.3537,89.8773,5804.271274,0.271784018351,2.69348544294,1.09,0.211904289143
2059.73486,2419.05,2.3723,91.0021,5738.712315,0.281616942562,2.69505871081,1.09,0.201088414172
2059.88721,2388.71,2.3674,85.8138,5655.032054,0.23626118093,2.68780178895,1.09,0.200526617985
2060.03955,2394.34,2.3424,85.3675,5608.502016,0.232359657037,2.68717754513,1.09,0.215866762075
2060.19189,2388.71,2.3184,85.8653,5537.985264,0.236711390387,2.68787382246,1.09,0.231228409445
2060.34448,2386.84,2.317,89.0767,5530.30828,0.264785228234,2.69236563652,1.09,0.234257168254
2060.49683,2368.3,2.3177,88.8311,5489.00891,0.262638209932,2.69202211359,1.09,0.233656021608
2060.64917,2344.62,2.3134,85.5315,5424.043908,0.233793333753,2.6874069334,1.09,0.234133786188
2060.80151,2371.98,2.3047,83.2748,5466.702306,0.21406541762,2.68425046682,1.09,0.238074552725
2060.9541,2398.11,2.3028,83.7141,5522.367708,0.217905747995,2.68486491968,1.09,0.239559422848
2061.10645,2392.46,2.3083,83.9777,5522.515418,0.220210121058,2.68523361937,1.09,0.236287409438
2061.25879,2386.84,2.3145,87.7678,5524.34118,0.25334291449,2.69053486632,1.09,0.234943251929
2061.41113,2366.46,2.3116,90.3848,5470.308936,0.276220548434,2.69419528775,1.09,0.238496703407
2061.56372,2346.42,2.3112,88.4268,5423.045904,0.259103847149,2.69145661554,1.09,0.237444219127
2061.71606,2348.23,2.3188,91.6879,5445.075724,0.287612158977,2.69601794544,1.09,0.234877789821
2061.86841,2407.58,2.3277,93.9445,5604.123966,0.307339200918,2.69917427215,1.09,0.230847757497
2062.02075,2398.11,2.3353,88.6741,5600.306283,0.261265726734,2.69180251628,1.09,0.222563338898
2062.1731,2383.11,2.3385,84.819,5572.902735,0.227564707775,2.68641035324,1.09,0.217932909629
2062.32568,2401.89,2.333,85.3626,5603.60937,0.232316821574,2.68717069145,1.09,0.221748804525
2062.47803,2401.89,2.3208,89.2241,5574.306312,0.266073788893,2.69257180622,1.09,0.231984491914
2062.63037,2357.31,2.3133,87.7777,5453.165223,0.253429459609,2.69054871354,1.09,0.23569961373
2062.78271,2353.67,2.3171,86.0491,5453.688757,0.238318157341,2.68813090517,1.09,0.232165527851
2062.9353,2359.13,2.3335,91.6575,5505.029855,0.287346404269,2.69597542468,1.09,0.225704216336
2063.08765,2335.63,2.339,91.7312,5463.03857,0.287990684598,2.69607850954,1.09,0.222329423758
2063.23999,2355.49,2.3434,91.9202,5519.855266,0.289642909594,2.69634286554,1.09,0.219718263833
2063.39233,2359.13,2.3475,91.839,5538.057675,0.288933064781,2.69622929036,1.09,0.21711052865
2063.54492,2350.04,2.3478,90.0202,5517.423912,0.273033240319,2.69368531845,1.09,0.215681539559
2063.69727,2392.46,2.3574,90.6012,5639.985204,0.278112302345,2.69449796838,1.09,0.210095603123
2063.84961,2430.62,2.3572,91.2462,5729.457464,0.283750847967,2.69540013567,1.09,0.210664075678
2064.00195,2454.11,2.355,94.7032,5779.42905,0.313971704117,2.70023547266,1.09,0.214400613153
2064.1543,2472.02,2.3421,96.4828,5789.718042,0.329528844876,2.70272461518,1.09,0.223612023892
2064.30688,2450.16,2.342,90.7257,5738.27472,0.279200672779,2.69467210764,1.09,0.219778299856
2064.45923,2460.05,2.3613,92.7917,5808.916065,0.297261502633,2.69756184042,1.09,0.20917505751
2064.61157,2458.06,2.3758,90.9979,5839.858948,0.281580226451,2.69505283623,1.09,0.198904876541
2064.76392,2450.16,2.3641,91.9193,5792.423256,0.289635041856,2.6963416067,1.09,0.206831227749
2064.9165,2464.03,2.3526,84.5826,5796.876978,0.22549811524,2.68607969844,1.09,0.208936745931
2065.06885,2468.02,2.3496,84.2874,5798.859792,0.22291749715,2.68566679954,1.09,0.210612140103
2065.22119,2470.02,2.3468,86.6815,5796.642936,0.24384655463,2.68901544874,1.09,0.214016349254
2065.37354,2468.02,2.3589,98.3905,5821.812378,0.346205827022,2.70539293232,1.09,0.214494520429
2065.52588,2466.02,2.3654,100.022,5833.123708,0.36046828777,2.70767492604,1.09,0.211584491132
2065.67847,2466.02,2.3686,103.3861,5841.014972,0.389877018512,2.71238032296,1.09,0.211898725654
2065.83081,2480.06,2.3692,102.7675,5875.758152,0.384469259873,2.71151508158,1.09,0.211108170049
2065.98315,2480.06,2.3615,105.3749,5856.66169,0.407262971278,2.7151620754,1.09,0.21761649546
2066.1355,2486.13,2.3695,89.4644,5890.885035,0.26817447496,2.69290791599,1.09,0.201763253376
2066.28809,2559.19,2.3728,87.5234,6072.446032,0.251206386505,2.69019302184,1.09,0.198346710371
2066.44043,2521.09,2.3639,89.8812,5959.604651,0.271818111883,2.6934908979,1.09,0.205545848955
2066.59277,2531.56,2.3451,99.766,5936.761356,0.358230353384,2.70731685654,1.09,0.223961591123
2066.74512,2484.11,2.3365,93.8695,5804.123015,0.306683556078,2.69906936897,1.09,0.225328612901
2066.89771,2452.13,2.3461,89.8049,5752.942193,0.271151102532,2.69338417641,1.09,0.216594489029
2067.05005,2494.27,2.3439,92.6328,5846.319453,0.295872409766,2.69733958556,1.09,0.219891047752
2067.20239,2535.77,2.3243,86.5885,5893.890211,0.243033555029,2.6888853688,1.09,0.228024707661
2067.35474,2557.05,2.3216,84.1599,5936.44728,0.221802900922,2.68548846415,1.09,0.228073390892
2067.50708,2548.49,2.3276,89.9447,5931.865324,0.272373224514,2.69357971592,1.09,0.228226705719
2067.65967,2623.06,2.3358,81.9011,6126.943548,0.202056626734,2.68232906028,1.09,0.217624025663
2067.81201,2714.16,2.332,83.5462,6329.42112,0.216437977747,2.68463007644,1.09,0.221135974825
2067.96436,2690.2,2.3257,91.7359,6256.59814,0.288031771675,2.69608508347,1.09,0.230613612741
2068.1167,2678.38,2.3284,92.2617,6236.339992,0.292628279098,2.69682052466,1.09,0.229285423607
2068.26929,2596.25,2.3497,90.8262,6100.408625,0.280079236864,2.6948126779,1.09,0.215048573987
2068.42163,2510.71,2.3687,90.6613,5947.118777,0.27863769241,2.69458203079,1.09,0.203094653021
2068.57397,2504.52,2.3816,92.3621,5964.764832,0.293505968991,2.69696095504,1.09,0.196246806153
2068.72632,2521.09,2.3772,85.4146,5993.135148,0.232771401996,2.68724342432,1.09,0.194111567216
2068.87891,2525.27,2.3652,93.529,5972.768604,0.303706928505,2.69859310856,1.09,0.207257576068
2069.03125,2531.56,2.359,87.7688,5971.95004,0.253351656421,2.69053626503,1.09,0.207140739183
2069.18359,2529.46,2.3517,90.3824,5948.531082,0.276199567799,2.69419193085,1.09,0.213498100983
2069.33594,2519.01,2.3568,87.6813,5936.802768,0.252586737441,2.69041387799,1.09,0.208454751973
2069.48828,2535.77,2.3625,85.2256,5990.756625,0.231119177,2.68697906832,1.09,0.203183044009
2069.64087,2557.05,2.3595,81.8943,6033.359475,0.201997181601,2.68231954906,1.09,0.202735405244
2069.79321,2598.47,2.3549,78.2735,6119.137003,0.170344397121,2.67725510354,1.09,0.203089662664
2069.94556,2629.85,2.3494,76.579,6178.56959,0.155531194707,2.67488499115,1.09,0.2053682084
2070.0979,2662.01,2.3388,85.8862,6225.908988,0.236894096749,2.68790305548,1.09,0.218475741868
2070.25049,2662.01,2.3326,86.9188,6209.404526,0.245921014903,2.68934736238,1.09,0.223058086551
2070.40283,2616.31,2.3457,85.9518,6137.078367,0.237467567435,2.68799481079,1.09,0.214202704839
2070.55518,2600.68,2.3647,84.812,6149.827996,0.227503514256,2.68640056228,1.09,0.20151619204
2070.70752,2565.66,2.3812,85.1445,6109.349592,0.23041020638,2.68686563302,1.09,0.191416000633
2070.86011,2535.77,2.3695,84.0083,6008.507015,0.220477624153,2.68527641986,1.09,0.197944642027
2071.01245,2540.0,2.3562,81.3815,5984.748,0.197514319283,2.68160229109,1.09,0.204449499041
2071.16479,2567.82,2.2777,82.254,5848.723614,0.205141654253,2.68282266468,1.09,0.254342604273
2071.31714,2605.13,2.2328,79.2128,5816.734264,0.178555693095,2.6785689109,1.09,0.280610370654
2071.46948,2678.38,2.2016,73.4273,5896.721408,0.127979250152,2.67047668002,1.09,0.29666788884
2071.62207,2636.68,2.2637,77.2769,5968.652516,0.16163218849,2.67586115016,1.09,0.259897375074
2071.77441,2650.43,2.3154,76.345,6136.805622,0.153485582807,2.67455769325,1.09,0.226661165308
2071.92676,2690.2,2.353,81.1743,6330.0406,0.195702991139,2.68131247858,1.09,0.206315530734
2072.0791,2692.58,2.3647,83.5408,6367.143926,0.216390771318,2.68462252341,1.09,0.20062586519
2072.23169,2791.21,2.3669,83.689,6606.514949,0.217686325522,2.68482981208,1.09,0.199350306644
2072.38403,2806.63,2.3478,83.048,6589.405914,0.212082747624,2.68393323962,1.09,0.210882884719
2072.53638,2801.47,2.3334,89.1647,6536.950098,0.26555451818,2.69248872291,1.09,0.224081903214
2072.68872,2822.22,2.3675,86.5831,6681.60585,0.2429863486,2.68887781578,1.09,0.201002110734
2072.84131,2809.22,2.4287,86.8687,6822.752614,0.24548304415,2.68927728706,1.09,0.162934401165
2072.99365,2726.3,2.4823,93.9961,6767.49449,0.307790284567,2.69924644553,1.09,0.134812443509
2073.146,2662.01,2.4566,100.7514,6539.493766,0.366844652386,2.70869514438,1.09,0.15573972978
2073.29834,2605.13,2.4085,99.0727,6274.455605,0.352169572485,2.7063471316,1.09,0.184271760549
2073.45068,2578.68,2.38,93.2618,6137.2584,0.301371084489,2.69821937352,1.09,0.197870625586
2073.60327,2580.86,2.3769,95.2437,6134.446134,0.318696717929,2.70099147487,1.09,0.20117516444
2073.75562,2565.66,2.3666,90.7423,6071.890956,0.279345788837,2.69469532621,1.09,0.204459576129
2073.90796,2605.13,2.3501,82.625,6122.316013,0.208384910727,2.68334158572,1.09,0.209146355498
2074.0603,2565.66,2.2919,88.2324,5880.236154,0.257404415724,2.69118470652,1.09,0.249368298917
2074.21289,2596.25,2.2492,87.6344,5839.4855,0.252176740868,2.69034827854,1.09,0.275657670555
2074.36523,2731.18,2.2602,89.6824,6173.013036,0.270080215961,2.69321283455,1.09,0.27009067369
2074.51758,2728.74,2.3257,93.1815,6346.230618,0.300669107414,2.69810705719,1.09,0.231581010432
2074.66992,2704.53,2.3741,96.9115,6420.824673,0.333276510781,2.70332424172,1.09,0.20406576261
2074.82251,2618.56,2.3762,95.6875,6222.222272,0.322576386995,2.70161222192,1.09,0.201917196639
2074.97485,2531.56,2.3746,86.1435,6011.442376,0.239143395646,2.6882629433,1.09,0.196252403034
